"hurdle_sample_typepoor_not_brain...sample_typegood_not_brain.logFC","hurdle_sample_typepoor_not_brain...sample_typegood_not_brain.fisherPval","hurdle_sample_typepoor_not_brain...sample_typegood_not_brain.fisherAdjPval"
0.127531929529385,0.572525449768054,1
NA,0.240146642783628,1
NA,0.107603845802286,1
2.3200091242338,0.000680629984295696,0.112112520225707
NA,0.999999999999998,1
0.151335271096157,0.458962874226006,1
-0.227853543762532,0.832854317851188,1
0.409058384237264,0.545628568863487,1
NA,0.595907339088628,1
-0.0873924915371111,0.984441545503656,1
-1.15578543665672,0.248236522085208,1
-0.605741673536151,0.66681444959909,1
-3.97035883917783,0.00629393090045921,0.30717879422519
NA,0.240146642783627,1
1.02513293384927,0.0134746715604186,0.523395887938427
NA,0.479424225633285,1
-0.305719109551923,0.483612192523182,1
-0.623961364733988,0.311102629363983,1
0.180417813475369,0.870289915857572,1
0.101330514381114,0.826925123310903,1
0.184935697022498,0.984166555277842,1
NA,0.999999999999999,1
NA,1,1
0.120312126366862,0.935506144266282,1
0.36214533752316,0.61431193988642,1
NA,1,1
NA,0.479424225633285,1
0.374654764959417,0.876249581931368,1
-0.321244218016092,0.538191795367304,1
NA,0.999999999999999,1
-1.79000042629586,4.58433870801437e-06,0.00241640493299438
0.0345185170804494,0.583964848359996,1
-1.08065230631966,0.249144269462634,1
NA,0.479424225633285,1
-0.276254063646411,0.46146753615811,1
-1.38775075464263,0.0217851406381399,0.644232907651382
-0.417773151871005,0.503763301258529,1
-0.879717409838055,0.076344610238334,1
-0.067138163143487,0.887220592139708,1
-0.321323407463401,0.244525018930182,1
-0.115972861505023,0.70864893559781,1
-0.0913628829560966,0.975696291854241,1
-1.61233569357406,0.315225786868174,1
-0.71101941313279,0.451192355619283,1
-0.443937876976502,0.604436826125339,1
-0.0839879432640427,0.487137700986595,1
NA,0.479424225633286,1
-0.0170992638543576,0.642011849537288,1
NA,0.564997607905714,1
NA,0.479424225633285,1
NA,0.999999999999999,1
NA,0.119619019380907,1
NA,0.999999999999996,1
0.492276645028658,0.517262039842854,1
-0.333341458926832,0.908186043401209,1
NA,0.240146642783626,1
-0.111698277093463,0.991017965975838,1
0.332689078842707,0.401925549340387,1
NA,0.338764446956132,1
2.40282942896228,0.0902678286662,1
0.129296101362069,0.841669268893108,1
NA,0.999999999999998,1
0.229074264416048,0.731215478993674,1
NA,0.497475956661605,1
-0.0402661057239014,0.89281325187426,1
1.30641657781381,0.126545844367188,1
NA,0.597728561400374,1
NA,1,1
-0.0671542363949215,0.992878714036297,1
-1.57650257224248,0.013980333548921,0.526359558116876
2.79897147294964,3.45630846108888e-08,3.64364037967989e-05
-0.656668595416471,0.400937660970839,1
1.34706161547063,0.674135253603645,1
-1.10463816161642,0.717615184605765,1
0.693361884660084,0.50503247349715,1
0.410743865954105,0.647887119746999,1
NA,0.999999999999999,1
NA,1,1
1.49850476849976,0.0433413716988679,0.852667433232148
-1.12013910629081,0.247130626174669,1
1.12074884371985,0.272969313076855,1
0.0248093540631135,0.709138105820243,1
0.0397598118449536,0.818116644356703,1
-0.0365225299648654,0.99853967854661,1
-0.440017317036104,0.131734140397135,1
NA,0.564997607905714,1
NA,1,1
NA,0.479424225633285,1
NA,1,1
-0.552309703331886,0.457412888073148,1
NA,0.157152321227972,1
NA,0.554193253371471,1
-0.332209541042497,0.802008228842015,1
0.988493727241667,0.117793763129393,1
NA,0.595907339088628,1
0.199007156322695,0.67614550506629,1
NA,1,1
-0.845217742896103,0.223804884474056,1
-2.7229278460003,0.0132731204470912,0.523395887938427
