"hurdle_sample_typegood_not_brain.logFC","hurdle_sample_typegood_not_brain.fisherPval","hurdle_sample_typegood_not_brain.fisherAdjPval"
-0.993060807047219,0.112466489952092,0.321830004634894
-0.34667131337571,0.255732601031047,0.508091421045853
-1.17414099027019,0.000134407165261914,0.00944613557460731
-0.129511729501012,0.303267773148322,0.559981007974125
-0.758671165417998,0.00149192130218115,0.0324955255528795
NA,0.083486489948371,0.271472725797573
0.182476631003612,0.366566106159562,0.597781140494905
NA,0.78600953061515,0.99211118223485
NA,0.108303729486219,0.314875321633678
0.56759301790413,0.0517065335989602,0.20050650629437
0.108259121021968,0.476555365130329,0.720574678600679
-0.0805753021687756,0.0182498259582503,0.120093424002418
0.00171099720590607,0.679113185880344,0.893679923032289
-0.234477431981335,0.218380537604354,0.46163614485289
0.0482003076188619,0.994106172131191,1
NA,0.283533474322427,0.542667009133448
-1.16533597269463,0.00830329346327861,0.0792874272553289
-0.215395934537216,0.851991599642673,1
-3.69962279971868,0.00609777037360217,0.068938834556422
-0.224562515530136,0.222846662068924,0.467065472494885
-0.671548279118076,0.111254064056142,0.320513937733043
NA,0.351694759439509,0.597416396096921
2.16888523747619,0.0914033301196751,0.286195450753432
NA,0.140860194656691,0.355945285464744
-0.94996534359937,0.0119854239994405,0.0942912983597777
-1.24741553210634,0.0019578768345934,0.0369891354664581
NA,0.0244853381014848,0.134439809513468
NA,0.800309512992736,1
NA,0.0244853381014848,0.134439809513468
NA,0.542246108639567,0.765652086428926
-0.856684733450745,0.486685005525707,0.731276130024515
NA,0.316589528317753,0.559981007974125
NA,0.14086019465669,0.355945285464744
-3.51282253821773,0.000690012070821299,0.0210234313601102
NA,0.0834864899483713,0.271472725797573
NA,0.0506978911838399,0.197866023005944
-0.458604305422808,0.0340574112893396,0.162900739479228
-0.315973290491948,0.478360060273243,0.722263359236948
-0.805847362763873,0.19874862068948,0.43541312537583
-0.753062829247986,0.0898856606679218,0.283704980467435
-1.86028361832596,0.00911358487972294,0.0828236308638269
-1.29480897302141,0.0963057775927774,0.29668483558827
-0.607992483469199,0.0239707538085642,0.134439809513468
-0.00923255699010724,0.270883524897822,0.526484904032602
-0.276417384620284,0.20402302863007,0.44237160999963
-0.411097398619642,0.0436047470118873,0.186844911292004
-0.495531966394023,0.357383595767798,0.597781140494905
-0.313581603817662,0.834436391891202,1
0.335921967782839,0.0735231795515779,0.253958505515313
0.076297110865626,0.0211266600243435,0.128589636245167
-0.971981209903907,0.268658781831552,0.5237834279145
-0.363993086583413,0.148010907844753,0.368002592098911
-1.25182361896374,0.00424015017571148,0.0558745789404381
NA,0.0244853381014853,0.134439809513468
-0.32534683195386,0.373542616482735,0.602676195739362
NA,0.14086019465669,0.355945285464744
-0.898193069678173,0.0573960700927181,0.214715887479572
0.608968928578299,0.00711531251610292,0.0741033833275285
NA,0.999999999999999,1
0.0294027904404281,0.240736034327879,0.490119597119448
0.252700123933086,0.0403115215729107,0.17706835850901
-0.410605927527682,0.133888737514638,0.355888822712889
-2.00059812275157,0.131810569792805,0.352497977360666
NA,0.14086019465669,0.355945285464744
0.620834313347036,0.571390363582449,0.788428954566254
-1.37444910088189,0.0213050252683415,0.128930870481548
NA,0.00356277832867342,0.0508801903446792
-1.6344860598452,0.00965852315752881,0.0849521131361463
-1.11556257295374,0.0367634646750724,0.169536502451712
-0.631918786038767,0.00157510463375305,0.0332095060980493
0.66227091743357,0.0463041127712962,0.194167842814242
NA,0.999999999999999,1
NA,1,1
0.496653893321133,0.123725362562821,0.338958620617791
0.0619857771931843,0.0955271594307622,0.295759340903696
NA,0.0506978911838399,0.197866023005944
-0.0310053234164794,0.383006852118201,0.613066844067731
1.53683080292145,0.0793037396593917,0.266643930299052
-0.419600303257594,0.410289780365041,0.642303959698287
NA,0.0116449622583361,0.0927845608168475
NA,0.0580644314553427,0.216295136537888
-1.7984444187298,0.00589247008882488,0.0682619996443867
-1.6244034174066,0.0180120200368113,0.119418615401503
-0.513573313846411,0.253636454449562,0.506024886980939
-2.1813666319133,0.136648891154304,0.355945285464744
1.45315904663167,0.0845544403257861,0.273595122748446
0.427753119880078,0.430028322889538,0.66647435752742
NA,1,1
0.207746562426821,0.450074052568957,0.688433061837194
0.96444499645767,0.261030164589209,0.514723687431158
NA,0.999999999999999,1
NA,0.0506978911838396,0.197866023005944
NA,0.316589528317755,0.559981007974125
-1.31404120887137,0.00150473104619054,0.0325266787943339
NA,0.316589528317753,0.559981007974125
NA,1,1
NA,0.00867702695481618,0.0810932785085746
0.228536912814829,0.170584846180994,0.403179240035258
0.573347060668933,0.0148226330862898,0.107469187067172
-0.00148475577394803,0.173188938164556,0.406239555326875
-0.127332280563542,0.107087735098791,0.312868571681413
NA,0.542246108639566,0.765652086428926
-0.981674493974669,0.0220509677643592,0.132230547310509
-0.294429041190038,0.0192553126394878,0.122135683420867
1.38356687515269,0.189054425373459,0.422930675435763
NA,0.316589528317752,0.559981007974125
NA,1,1
-0.825323815528293,0.0102204420163379,0.0880260618760081
-0.415977159154129,0.560645780810635,0.778494180888529
0.996073400114739,0.00854222258704896,0.0804037898031957
-0.0120387687290585,0.265499657603915,0.520434620762453
1.04652697296693,0.0470731709992913,0.196144414495861
0.446695164869222,0.462639336371054,0.704382421147264
-0.476333896860502,0.0169301474879927,0.115146848269948
NA,1,1
NA,0.00104078520013131,0.0261237085232959
0.276403272243147,0.822757026299912,1
NA,0.0401328275394366,0.176725258112259
-0.385325310616955,0.186005272323459,0.420743669281752
0.441994410750952,0.070416135998854,0.245640935042991
-0.66513997768873,0.127793874840756,0.346324686008034
NA,0.316589528317754,0.559981007974125
-1.95636027925848,0.0487239524500924,0.197866023005944
0.291083365771718,0.720689816867567,0.934963333671903
1.52460303332225,0.191690034187736,0.426696816869572
3.1259150999448,0.00216755820824933,0.0394289740426584
NA,0.802889925868121,1
-0.616216236275215,0.203884519830423,0.442253211533399
NA,0.542246108639566,0.765652086428926
-0.171656503812754,0.332507820649358,0.577893768624572
0.597354266542513,0.447209606811483,0.684903231386806
-0.129464876684147,0.947524440576194,1
-0.973447572951601,0.00058711450367142,0.019253816781896
0.746035749071833,0.264827869986078,0.520278681586515
NA,0.999999999999999,1
NA,1,1
-0.377549976453382,0.350667051597578,0.597416396096921
-0.0291881911012669,0.998766121810074,1
NA,1,1
NA,0.327496989077184,0.572341476278152
-0.174158106425418,0.0664074108021523,0.236341711380625
0.456616006890016,0.0746074756497613,0.255859469193163
NA,0.413390520010861,0.64574319600915
-0.125308516766603,0.629715068305637,0.845663216570448
0.142743905106682,0.265804361659687,0.520451259401266
0.100406067703346,0.624197740045976,0.839444570409433
NA,0.999999999999999,1
0.241854153368169,0.349595261210508,0.597416396096921
0.496076624963784,0.143036182593358,0.35973177896365
-1.01758056824926,0.000765394338329984,0.0221669975677876
-0.047520235961639,0.875646859207956,1
0.664906114038606,0.329185100518975,0.57416765878078
0.931969308408503,0.325330576389463,0.571605822716286
-1.35878623484225,0.00385407107040083,0.0524370951184639
-1.18909562191242,0.0639798894783077,0.23066894489751
0.205924997323889,0.217131741861404,0.460193571110359
-1.07955876589429,0.00655049348967897,0.0710928069184851
-1.94852825617926,0.0144184565538803,0.105701925584845
-0.318818179022576,0.309352737480656,0.559981007974125
NA,0.368920897368605,0.597781140494905
0.392901983672564,0.636820462124362,0.851517162825346
NA,0.542246108639567,0.765652086428926
NA,0.999999999999999,1
NA,0.14086019465669,0.355945285464744
NA,0.999999999999998,1
NA,0.173512376937535,0.406662400550355
-0.486654804050181,0.0208151653131681,0.127577600425243
1.70979683618932,0.104539577533356,0.308353728695198
NA,0.316589528317753,0.559981007974125
-0.445185710709419,0.0179012927067302,0.119289145205025
-0.855339691716366,0.002098960134461,0.0386839820585453
NA,0.560032946046082,0.777848131385748
-2.03494663502373,0.00893140744629333,0.0819621535674297
0.5276498953495,0.639718656164956,0.854525351405343
NA,0.542246108639566,0.765652086428926
-0.687437870934736,0.118606377160789,0.330955115942042
NA,0.560032946046081,0.777848131385748
-0.56089417608862,0.775247198145447,0.988976961977566
-1.60199030787715,0.0136828937068166,0.103161753665556
NA,0.560032946046083,0.777848131385748
NA,1,1
-0.294044081037987,0.0399493200645778,0.176725258112259
1.97696754177689,0.00302442725704282,0.0463588166008811
0.828649211794054,0.12408225149807,0.339526296451649
0.423750075690944,0.254262389867961,0.506500765836406
-0.39960132774746,0.279238389417101,0.539144890336094
-1.49776941590348,0.0441922415150982,0.188460602771912
-1.38641764793337,0.0512709013506571,0.199592999275711
0.049046091858819,0.206120677986278,0.445650942742539
NA,0.999999999999999,1
NA,1,1
-0.621834404619781,0.0527621552404248,0.20191234278582
-0.131846419144316,0.812269840221524,1
-0.851547388384768,0.113531060972523,0.32399687189289
0.281858169193796,0.223641606302358,0.46815524496415
0.0765000029376702,0.102507861807567,0.307270323754934
0.397849523427379,0.746931534774512,0.960028314995478
0.308342464220454,0.460765441577861,0.702340845158156
NA,0.316589528317753,0.559981007974125
NA,1,1
NA,0.786009542214519,0.99211118223485
NA,1,1
0.644520148977662,0.483963857963767,0.728225376913222
NA,0.999999999999998,1
NA,0.999999999999999,1
0.774077724382769,0.0960519323079031,0.296230064884385
1.87710658462847,0.00064996877549008,0.0205440373942103
NA,0.185686890874301,0.420427664002769
-0.143512800924395,0.354796754547965,0.597781140494905
NA,0.542246108639568,0.765652086428926
2.8740991995688,0.000164192290565951,0.0103719523690597
3.16765297572742,0.00282657177572079,0.0450116611172939
2.81849230532947,0.00100248532628666,0.025902451739495
0.0950402176275301,0.882732637872451,1
-0.145014855586749,0.0895984616403901,0.283307433297238
-0.0984657229095832,0.167571888519115,0.398977652132879
-0.432875421724389,0.170439864999057,0.403045548860488
-0.374758716737062,0.0714428223849225,0.248236728273518
1.00134506299988,0.0329601865117252,0.15938820468193
-1.85520515031318,0.00349608561955828,0.0508801903446792
-1.42983647060602,0.194918974787589,0.430422252243561
-0.799234328175944,0.00895655490758744,0.0819621535674297
-2.82065989293555,1.17183922066712e-05,0.00325092870112442
-0.595028699642525,0.000128013606916501,0.00924328386379284
-0.424826268362678,0.0101210016964924,0.0873122748645032
-0.889752965604907,0.0858723629178502,0.274962737942071
0.0759199042268069,0.0142281215091191,0.104597529253231
NA,0.560032946046083,0.777848131385748
-1.42414108349075,0.0060548274538023,0.0689072941882985
-1.53914989605979,0.00719425179107244,0.0745007881939938
-0.248116085132654,0.0754765441399184,0.257333029858674
-1.48096351486588,0.00932196195040268,0.083610359303589
-0.521769919694204,0.000665171469359743,0.020744799682505
0.202725618567823,0.0608850672569294,0.223329985742014
-0.405313703254257,0.77206696751393,0.98560547003292
0.605597805583039,0.0573460207040868,0.214715887479572
-0.400620806965444,0.37061463909965,0.599419994689861
0.298872848699968,0.0116406691542456,0.0927845608168475
NA,0.542246108639566,0.765652086428926
0.581429351967574,0.0790485948843606,0.266239708393268
-0.821664624497959,0.0730830842507396,0.253101798347995
0.435906713478964,0.0852291553568916,0.27397938310726
NA,0.542246108639567,0.765652086428926
0.472459358357591,0.790094191224205,0.995836078895932
0.439138227622775,0.453935683954766,0.693937062101384
NA,1,1
NA,0.999999999999999,1
-0.781510612759509,0.373172164671802,0.602447313931108
-0.671072913077847,0.3888715611124,0.620381960842452
-0.75000113652764,0.0702737370813785,0.245306535202613
-1.27965798205687,0.000895324743418844,0.0246729467636548
-0.734869317882536,5.99806644411111e-05,0.00658662671393951
0.210875775511709,0.744681014452527,0.957602739004457
NA,0.368920897368604,0.597781140494905
NA,0.126172208259519,0.343519478169381
2.1358208951291,0.246978407133369,0.49897400689919
NA,0.103764214813845,0.307270323754934
NA,0.368920897368605,0.597781140494905
-2.0342031377098,0.00107263093124524,0.0264198020495031
-1.48736584684622,0.00223379711701337,0.0396251864274109
-3.75172866167158,0.000672995777975405,0.020744799682505
4.17924340150326,0.00447954548761076,0.057528402468403
NA,0.0244853381014849,0.134439809513468
NA,1,1
-1.76601345197489,0.0508675235263958,0.19816904398199
NA,0.14086019465669,0.355945285464744
0.000766487194038712,0.398089020363165,0.629183576112216
NA,0.999999999999999,1
NA,0.0244853381014844,0.134439809513468
NA,0.999999999999999,1
NA,0.999999999999998,1
NA,0.391832373723908,0.621157426134957
-1.13921853308291,0.0525857914610102,0.20191234278582
0.549841912647889,0.602788062140419,0.819168910506646
NA,0.14086019465669,0.355945285464744
NA,0.0506978911838402,0.197866023005944
0.603793888549997,0.177814152710074,0.410717966229097
0.397133359136588,0.0341597524232753,0.163133411406082
-0.0453852702129639,0.432573292605837,0.669434476020366
0.741804558192942,0.00952117329839807,0.0843463940434559
0.151206768753714,0.56310920553422,0.780886246348559
NA,1,1
-0.956953558956459,0.0498994508106299,0.197866023005944
0.554029001635853,0.00461070591181427,0.0584207472624352
NA,0.999999999999999,1
-0.419292391209186,0.060172833714579,0.221488133037393
NA,0.363633787445915,0.597781140494905
0.591120559093765,0.0496553194663555,0.197866023005944
0.109509375112883,0.167584238630657,0.398977652132879
NA,0.564861822975803,0.782327006495797
NA,0.572342036760853,0.789328852895462
NA,0.821395804848218,1
0.394066638004223,0.296386488351755,0.559947376380681
-0.00658164359012268,0.824244986527042,1
NA,1,1
NA,0.316589528317753,0.559981007974125
-0.0532533026489147,0.0614209702031781,0.224514517296083
-2.07570204684527,0.000263809797801985,0.0133705908097525
0.108317892328947,0.0769812371163512,0.261448518582659
-0.396852905227533,0.00634378808485466,0.0702832444067599
-0.824932808811899,0.103850882079721,0.307354295026507
-0.518415686006599,0.109965082858659,0.318475797663733
NA,0.0841430347503377,0.272598608585759
0.066760521692396,0.671200215372063,0.886246576960457
NA,0.633913928013065,0.848707217311878
-0.229360493448643,0.115849494839915,0.326721609042907
0.477649942749796,0.0600547428658183,0.221229623612205
-0.142567955906023,0.876010970188845,1
NA,0.14086019465669,0.355945285464744
NA,1,1
-0.354917925309144,0.0812203305244551,0.269762042970638
-0.488548673863761,0.0061078421054542,0.068938834556422
-0.185454660619427,0.246815532932302,0.49892774844548
NA,1,1
-1.39731621301344,5.40811263487284e-06,0.00238991880870384
-0.636217031557595,0.0235465324342967,0.134439809513468
0.259749723706812,0.106747530719827,0.312072232071108
-0.241905136064054,0.604090926476521,0.82033145232074
-0.039431173830319,0.198934385993599,0.435554049933041
NA,0.05069789118384,0.197866023005944
-0.777726535756503,2.97390861755251e-05,0.00487689862325768
-1.64659817819532,3.92853758654218e-05,0.00544929516280626
-0.935297325325583,0.0833573880032756,0.271472725797573
-0.333190690706203,0.283728053154094,0.542708332751763
-1.01121476556418,0.015227343207683,0.108757894373573
NA,0.542246108639565,0.765652086428926
-1.92846450865181,0.00238179520688495,0.0409685072846693
NA,0.0506978911838396,0.197866023005944
NA,0.202360145002397,0.440155995838718
-0.941529764418468,0.311099333144745,0.559981007974125
0.32285419392194,0.0515813959961509,0.200426372166672
0.122462202938729,0.586111403165258,0.803483278565429
0.1757339200638,0.276069915196659,0.534593873255544
NA,0.167354457655558,0.398790843717199
0.795126426474653,0.0415548650810786,0.180573531609535
NA,0.999999999999999,1
-0.34826105260552,0.465167729714446,0.706968634696715
NA,0.221150806121216,0.465213251975581
NA,0.80805359528189,1
-0.350452482539437,0.409717958999811,0.64195961353072
0.600736437633137,0.121517878973856,0.335702693957648
0.783773176470969,0.0139656111183687,0.104119853189422
NA,0.14086019465669,0.355945285464744
NA,0.0401328275394369,0.176725258112259
-2.31390423566249,0.00339924628058293,0.0503298515307658
NA,0.137911174096279,0.355945285464744
NA,0.0244853381014847,0.134439809513468
0.323808749230266,0.400812632417688,0.63178330905312
-1.74818380251553,0.0180340007322323,0.119418615401503
-1.16666514631272,0.542612850006903,0.765964738185963
-0.78365154620648,0.406944928101622,0.638733024575026
NA,0.0506978911838399,0.197866023005944
-0.827885295780763,0.135042024762692,0.355945285464744
-0.0516193639494524,0.0966371682830192,0.297184663955539
-0.103638370215826,0.511974444853216,0.760388080817498
1.56659917572619,0.0289965437026203,0.148677803362365
-1.20937812671474,0.00826671786418848,0.0791648523674064
0.491825899701237,0.515229472409092,0.764360976377238
-1.89653280802942,0.0160523445831363,0.112217385010227
0.236584207887132,0.839854162227364,1
-0.533407905644868,0.205434625336659,0.444518025512942
-1.95080174294342,0.000434796348837367,0.0172316658249757
-1.15561434322614,0.0111401469558938,0.0917495540695566
-1.13637568064492,0.0236885223974001,0.134439809513468
3.61487323036083,0.151791290433908,0.37422445831484
-1.5769874313622,0.0777742304130939,0.263293492939896
NA,0.103764214813845,0.307270323754934
-1.20620007859488,0.0315294123083351,0.155319189044144
-1.00715440699279,0.358418400079866,0.597781140494905
-0.959179290979303,0.00372750353138944,0.051568690587805
-1.09287720578737,0.0294292107324676,0.15004272740284
NA,0.103764214813845,0.307270323754934
0.683750332815642,0.0363733445544385,0.168567539661961
-1.56258149055706,0.044642192952499,0.189925308487922
0.127897187200221,0.120095197401343,0.333344805425213
-1.57821945722668,0.000622513476455794,0.0200077349658444
0.102903834967663,0.0901568883825541,0.284328375880492
0.0135011028735745,0.332739066818687,0.577893768624572
1.00573852210668,0.0116085716630507,0.0927845608168475
0.317478107066702,0.160392647005007,0.387278810061105
1.16229912420885,0.179227121213871,0.412148689517529
-0.440819384811501,0.693147676931645,0.907496623225708
-0.108761593176134,0.28905979059695,0.550169472292054
0.576132369752342,0.0415361210910127,0.180573531609535
-0.0278641805802734,0.679843312256266,0.894075373977739
NA,0.999999999999999,1
NA,0.140860194656691,0.355945285464744
NA,0.786009542214519,0.99211118223485
NA,0.0597740103560957,0.220791036150652
-0.290709565615746,0.0431290703634102,0.185275737478024
-0.0198901920411621,0.178100600767764,0.41119941596447
0.288842313932307,0.111315206662225,0.320513937733043
NA,0.368920897368604,0.597781140494905
-0.53862821342309,0.0426393172106977,0.183921310161692
0.361466777350842,0.625410028719415,0.840738653756704
-0.26265521349577,0.511302850114355,0.759818811094662
NA,1,1
NA,1,1
-1.28352809665968,0.00119341391491957,0.028988408965627
-0.843265961528128,0.0684920843189741,0.241163511319514
-0.67702898129199,0.0109745006447585,0.0913848229044583
-0.920139636368069,0.155516701290973,0.380339832832958
0.0310690470635053,0.294056900707108,0.557143753999701
NA,0.999999999999999,1
-0.212275132632008,0.254686889606297,0.506777876600525
-1.71481903907982,0.0026321299562235,0.0434920282108279
-1.72844594135656,0.00326341955635135,0.0492421076081292
-0.0374978621693363,0.147844534087774,0.367762406407106
0.656968891115662,0.0503918143763229,0.197866023005944
NA,0.542246108639566,0.765652086428926
-1.59081453966831,0.00687455911841355,0.0729090565657099
-1.24639145855417,0.0255523500786749,0.137998398836778
-0.323524812784916,0.859576292463206,1
-1.53817804637588,0.00939408752107827,0.0839258225823789
0.25007497205581,0.787187668921442,0.993122595233347
NA,1,1
NA,0.999999999999997,1
-0.35031769420827,0.0027231712065964,0.0437616933840537
0.104029089133794,0.215585538388757,0.458613150666297
NA,0.593929682453897,0.810827080086634
-0.556230838402499,0.122925342866022,0.33783056588673
-0.497105748865787,0.202802081712042,0.440449020479675
0.397835391920504,0.332813686327417,0.577893768624572
-0.176111454794148,0.751276279943085,0.965141913619303
0.355829943313768,0.0381587383178646,0.173093553935856
NA,0.999999999999999,1
0.409907180212073,0.73762326218178,0.951079308943288
-1.2217493375621,0.0182085691190358,0.120093424002418
NA,0.999999999999999,1
NA,0.368920897368605,0.597781140494905
NA,0.175351287240956,0.407468137169901
-1.28168856900685,0.0112637197406753,0.0920704604654573
NA,0.368920897368605,0.597781140494905
-1.32167128218301,0.17275276946399,0.405784245920093
NA,0.999999999999999,1
NA,0.394842929293506,0.625365709226584
0.837774923096289,0.195720934306542,0.430749496755651
NA,1,1
-0.157302268928877,0.250852858619697,0.502951945791029
-0.334413017177648,0.0655686828932988,0.234313577986833
0.172504323061491,0.0737385354753885,0.254215341270545
NA,0.999999999999999,1
NA,0.0506978911838397,0.197866023005944
-0.304760596272619,0.161791248647768,0.389804597629864
-1.87440647922776,0.00217690358653355,0.0394311299127778
-1.54987333843814,0.0242035360127737,0.134439809513468
NA,1,1
0.470956812254739,0.126250938619439,0.343556374529201
NA,0.78600954221452,0.99211118223485
0.422818202109437,0.039347894578478,0.176725258112259
-0.233310903540388,0.400416571178776,0.631484244425471
-1.08598437670023,0.350325738534793,0.597416396096921
NA,1,1
-0.0864969895569617,0.0835595848008962,0.271542892407844
0.487114713264103,0.282711598131425,0.542078149782009
0.170059602704802,0.836294409338607,1
0.80921626134841,0.329066712671973,0.574151156072152
-0.2171390503028,0.0763079631317096,0.259663830643797
-0.10674254281809,0.840826757092042,1
NA,0.999999999999998,1
NA,0.642566748068963,0.857460589638356
NA,0.218782967775088,0.462206422101197
-0.753115231872768,0.0341989033587025,0.163133411406082
NA,0.542246108639566,0.765652086428926
NA,1,1
NA,0.999999999999999,1
-0.469976390400164,0.0936073998145992,0.291382959732139
0.487998374477432,0.116331105537906,0.327554090432853
0.745969469486407,0.315106081490115,0.559981007974125
0.126445023007598,0.00994132530100053,0.0864233455988608
-1.847420252596,0.000953751051435193,0.0252893544166193
-0.532474642185044,0.183437211746146,0.419045330757319
2.82535536295412,0.132953426368232,0.354116983520439
NA,0.368920897368605,0.597781140494905
NA,0.14086019465669,0.355945285464744
NA,1,1
-0.460831136994111,0.00487825317238295,0.0602184367017108
-0.0230250047896656,0.99896044505189,1
NA,0.999999999999998,1
0.703493107239019,0.0231683073260418,0.134439809513468
NA,0.14086019465669,0.355945285464744
NA,0.103764214813845,0.307270323754934
NA,1,1
NA,0.999999999999999,1
0.686062480019852,0.115467926292085,0.326474902017796
NA,1,1
-0.375938624134536,0.0682810822384861,0.2405812730475
-0.62498190718933,0.103366263550858,0.307270323754934
NA,1,1
0.366360846269142,0.885455484071564,1
NA,0.999999999999999,1
0.655427418677454,0.1291082336929,0.348606603467582
NA,0.0205690541976419,0.126471604166775
-0.277718135026159,0.709826809420107,0.923043791494868
0.680833287052835,0.0852449607846532,0.27397938310726
0.531915828946254,0.0578806056390577,0.215762851713913
-1.54756146875483,0.000183953990262103,0.011145074513466
NA,1,1
0.560720459705367,0.14304644445225,0.35973177896365
NA,0.581782503001509,0.799628571922022
-0.296277251824187,0.436598975450099,0.674674054411455
NA,0.0465037303417053,0.1945406052628
NA,0.0401328275394368,0.176725258112259
NA,0.316589528317753,0.559981007974125
NA,1,1
-0.401335053805809,0.742111139168252,0.954997025038051
-0.621362099151357,0.0275729217129512,0.144490894668749
NA,0.999999999999999,1
NA,0.269576033555254,0.524911441769392
-0.241664147926041,0.718045087346879,0.932220604779655
-0.676987738655878,0.613783190203254,0.8291263955821
-0.640202637491822,0.0234737021902549,0.134439809513468
NA,0.26075264361944,0.514574011425708
0.33204574077239,0.252399323607242,0.504894434434069
0.106998716924887,0.478877713780034,0.722428285442061
-0.55580608276663,0.102728523541747,0.307270323754934
2.07074042566818,0.000207631563687061,0.011895934480375
NA,0.147474192902525,0.367361281091309
