"hurdle_sample_typepoor_brain.logFC","hurdle_sample_typepoor_brain.fisherPval","hurdle_sample_typepoor_brain.fisherAdjPval"
NA,7.25210556976604e-05,0.0263925486207847
0.580750298538524,0.325681561878784,0.584297996141276
NA,0.109279056652675,0.473882580316405
-0.0415704625726187,0.866595384874702,0.906823864405578
0.534019257467745,0.0198400482200795,0.276367829978942
0.149395236995712,0.498671121447658,0.667469649860489
NA,0.0417582592177517,0.347029599642218
-1.02665602945929,0.270996995557812,0.552486949406922
0.361660054884072,0.793316580942474,0.863946185039871
1.24295584524617,0.135053160396339,0.487283684892383
1.11084701267885,0.0515238240745417,0.372921916476126
NA,0.52783335435624,0.683583221068458
0.584782982538818,0.0285995601797318,0.309428602887916
NA,0.538073759099414,0.683583221068458
0.080731596461775,0.860188021147708,0.902769028495399
0.291254517454326,0.670882500115036,0.774050177977679
-0.00838242493216694,0.999807121999074,1
-0.794485227397233,0.00238118470695039,0.132118153582479
0.353673097772783,0.336561191061305,0.594309560497199
NA,0.449327202587618,0.625483576206539
NA,0.318025664574994,0.577389933059275
0.00182050690693867,0.42807588899597,0.625483576206539
0.425877511269219,0.531159010501325,0.683583221068458
NA,0.268223605836437,0.552486949406922
NA,0.38311806624169,0.612129532330993
0.151292942656298,0.128126124072421,0.484063527751216
-0.064231817395756,0.356436430155261,0.608377111689469
NA,0.227112027860009,0.536577894300201
-0.31672170727003,0.356022782488714,0.608377111689469
-0.671478409790616,0.111346409933987,0.478038774209592
-0.404170664246403,0.504995902654103,0.673029937519539
NA,0.538073759099415,0.683583221068458
0.177831282996835,0.0607135099173399,0.397048276394911
-0.471421289642309,0.124597253855208,0.484063527751216
-0.696672005261008,0.00744550996860938,0.208985467303806
-0.0384697430147026,0.952903338005155,0.972459534293353
1.16895142443461,0.0170738621559762,0.256399793231198
1.16287989638832,0.0257185799992173,0.298048162731819
-0.93682878166826,0.0141980601742341,0.251643461851161
-0.476157178242483,0.327522893490685,0.585603239188283
-1.14009653415603,0.0666272554155466,0.413051119362782
-0.325444110779872,0.0752006584853264,0.422451067067711
-1.08461796971082,0.117802848617179,0.479891855801651
-0.154443959550364,0.903956664270425,0.933167954831456
NA,0.848931008648795,0.896556871686597
0.0530303734242383,0.927667920663936,0.951125775105934
NA,0.449327202587619,0.625483576206539
NA,0.538073759099415,0.683583221068458
NA,0.28492969957361,0.562496047360489
NA,0.797664681268444,0.863946185039871
NA,0.407270599580538,0.625483576206539
-0.0873796931635833,0.171106198193439,0.514985646315637
0.225976187477965,0.906573390707217,0.934953696422958
NA,0.538073759099414,0.683583221068458
0.528475233510919,0.224787538935679,0.535863941436061
-0.0396023004100047,0.899043606111226,0.929370238833551
NA,0.474709919779229,0.646228302468071
-0.749182128326073,0.187085982409334,0.519014458575962
0.61508937755507,0.282137780085985,0.562496047360489
NA,0.65043263014456,0.759929926500348
-0.283539587650726,0.758344034434139,0.83940180711935
NA,0.0925266185724179,0.448228158859597
0.161177339096265,0.820388674121519,0.880347862641394
0.400401293375898,0.53702496450914,0.683583221068458
NA,0.16667852900954,0.511526006960372
NA,0.377422340205758,0.608377111689469
0.307181082345929,0.224964035636146,0.535863941436061
0.157434746621264,0.911972558757302,0.939419065313609
0.825770602569086,0.0685018562872384,0.416868963020765
-0.278574037845727,0.361508568962234,0.608377111689469
-0.666321960556512,0.157528650426778,0.506223883516486
-1.21820349642353,0.0926880345614804,0.448228158859597
-0.902007916725697,0.153167064595056,0.50543625829485
-0.583732808392885,0.0183890514462407,0.26775881263297
NA,0.449327202587618,0.625483576206539
NA,0.131686834037561,0.484063527751216
-0.129422881396379,0.133905361948657,0.485764048748363
-0.883773731122133,0.0546339267451699,0.379153922787407
1.34371023794472,0.0468023248552766,0.35831156412216
1.17831139204772,0.100842914443257,0.46585714463664
0.760066282716215,0.00401299819662661,0.161469568659686
0.609334700089969,0.37454077702429,0.608377111689469
-0.176521390191405,0.772240224749102,0.849786685731215
NA,0.65043263014456,0.759929926500348
NA,0.272082306300632,0.552486949406922
NA,0.148397167765635,0.500128817962061
NA,0.158667461945721,0.506223883516486
0.248340360414838,0.846720091506689,0.896556871686597
NA,0.211958741283095,0.530544606341411
NA,0.180019238778808,0.519014458575962
0.267872811368797,0.101440364047087,0.46591254916915
2.16321074914786,7.51068543562457e-05,0.0263925486207847
NA,0.189822927466324,0.519014458575962
0.0701504738509764,0.642907229080112,0.759929926500348
NA,0.268223605836437,0.552486949406922
1.94307494123658,0.00189652415854489,0.120440708911929
2.32842258278653,0.00933307391504583,0.229881460776666
1.90332965292721,0.0195042209134525,0.27583718356979
0.105238775150941,0.729684963594429,0.817995756772279
0.408099810924642,0.240568227832426,0.542823257236608
-0.0951766717760812,0.118479978203984,0.480021495090853
-0.232526175162437,0.170012183890613,0.514985646315637
-0.538468209040085,0.0451482255194743,0.356863746153895
-0.258582490735404,0.375693540555847,0.608377111689469
-0.758028591404668,0.0283911799296997,0.309428602887916
-0.924958794458472,0.490895344251854,0.661154041616083
-0.0206370937742602,0.700662045141885,0.795260473717243
-0.501064473139265,0.122821928603325,0.484063527751216
-0.148163473348773,0.143519564606954,0.495735009857964
-0.0193840243901698,0.86598387627152,0.906823864405578
-0.509272208330392,0.342755118058248,0.599622378786932
-0.221270295357024,0.0231198374589229,0.288898383284673
NA,0.354822378995927,0.608377111689469
-0.734518225624441,0.122208404847935,0.484063527751216
-0.908547590561977,0.198279506258325,0.524136389460613
-0.631778848644316,0.0590255588173314,0.389879349030268
-0.667438212051838,0.199703216932045,0.524136389460613
-0.885864648080502,0.00274134576227213,0.142602972318715
-0.298435598289512,0.167025517431975,0.511526006960372
0.669861601879844,0.0943774878334846,0.4520619299338
-0.0406818416174892,0.832400475658296,0.888534408099408
-0.301927481566739,0.502673138932922,0.671203179262502
-0.24848967738792,0.0809852826318566,0.42988260297333
NA,0.318025664574994,0.577389933059275
-0.0277248148480336,0.532763215947976,0.683583221068458
-0.0195792639037558,0.393399908170234,0.622705980770362
0.952742510001686,0.0262839950497665,0.30118029979852
NA,0.538073759099414,0.683583221068458
0.761409532429273,0.604944907974691,0.741205162699814
0.0699119471136741,0.860293839903697,0.902769028495399
NA,0.318025664574993,0.577389933059275
NA,0.449327202587618,0.625483576206539
0.800686459611726,0.304329593208563,0.577389933059275
0.588564386417171,0.0182154055901784,0.265965104891497
0.173924064603401,0.328070986344637,0.585603239188283
-0.583470746896978,0.00349326884904851,0.153568199381351
0.0558316364306737,0.0920948714698479,0.448228158859597
0.0488303320988776,0.967494634088503,0.983731523202257
NA,0.690131022171962,0.785506503534538
NA,0.600797395032426,0.737434842032066
1.84834320145913,0.300723836603328,0.577389933059275
NA,0.377422340205757,0.608377111689469
NA,0.506624251571326,0.67366711151172
-1.68533910534796,0.00375170510673375,0.158649931763872
-1.51592983877542,0.00548585948187384,0.185231083925866
-1.4969256207243,0.0135893151149972,0.248974520847763
1.88255233104938,0.127924488980335,0.484063527751216
NA,0.0702154182284515,0.416868963020765
NA,0.538073759099416,0.683583221068458
0.063993446906928,0.977135860435421,0.990800275552836
NA,0.492689277990492,0.661984497651768
0.104422047853165,0.600783558359207,0.737434842032066
NA,0.449327202587618,0.625483576206539
NA,0.0702154182284512,0.416868963020765
NA,0.377422340205756,0.608377111689469
NA,0.213483128884049,0.530858395101742
NA,0.75764859243069,0.839189671262672
-0.46911592901257,0.24184569636437,0.544307713721859
1.750434553893,0.0154059594371709,0.251643461851161
NA,0.867404025546182,0.906823864405578
NA,0.330967720606007,0.58797804358418
0.170065830150833,0.85984576036334,0.9026582359839
0.431114043890463,0.14167438144,0.492749939040397
0.435294467128136,0.166336802877012,0.511526006960372
-0.116640024171574,0.457825605666522,0.631562095647275
-0.00339735130298713,0.996546570176512,1
NA,0.377422340205757,0.608377111689469
0.917154714668884,0.0211804752715441,0.280260152448627
0.091228400058865,0.00143259939722002,0.112009793474767
NA,0.166678529009539,0.511526006960372
-0.0490051095586435,0.877200788069615,0.914262051434369
NA,0.114501795989478,0.479891855801651
-0.0268749829676125,0.994772246523696,1
-0.130488494591017,0.404637703316874,0.625483576206539
NA,0.318197588158467,0.577389933059275
NA,0.134257346255708,0.486037412166098
NA,0.182025195686918,0.519014458575962
0.0777975913499526,0.816129590500252,0.877174921362981
0.615131676878999,0.0489610988150727,0.362973209358999
NA,0.272082306295383,0.552486949406922
NA,0.449327202587618,0.625483576206539
-0.364821250612691,0.329352119096121,0.586491560728261
-0.401877433275709,0.21477690980901,0.531618998144499
-0.526940617553521,0.117334062460042,0.479891855801651
-0.144586813137677,0.172746634752958,0.517062755129381
-0.295193227212256,0.363778702397223,0.608377111689469
-0.190876486036497,0.710020860674155,0.803978508402464
NA,0.913636342306013,0.940581476620116
0.241208230946469,0.185057690376939,0.519014458575962
NA,0.737116742888906,0.823863942274688
-0.337640454720024,0.193397504463951,0.521384774772656
-0.131937268094032,0.288018310188004,0.564365989963185
-0.159930348837884,0.234185890714459,0.541764642531178
NA,0.28492969957361,0.562496047360489
NA,0.449327202587618,0.625483576206539
-0.0972424471882615,0.879296199939,0.91523899484172
-0.22005685128511,0.0196973396803996,0.276367829978942
0.0383516451756107,0.827929519873926,0.885665265171605
NA,0.449327202587618,0.625483576206539
-0.084195752696579,0.362471175001082,0.608377111689469
0.382498648064171,0.440179680723462,0.625483576206539
-0.187671362203829,0.0703140928728131,0.416868963020765
-0.448858379492836,0.649156622598987,0.759929926500348
-0.626018751697286,0.210129512750293,0.530544606341411
NA,0.148397167765635,0.500128817962061
0.102774258373934,0.0249817454966212,0.296319654263417
0.178865271209209,0.12938599290958,0.484063527751216
0.11156494069431,0.92449085345803,0.948606441225866
0.717513101419859,0.380569775753848,0.611399365826862
-0.752218516453659,0.0624597630348235,0.403957559455896
NA,0.449327202587617,0.625483576206539
0.0725453179342966,0.857288835767111,0.902215963973729
NA,0.413048627839483,0.625483576206539
NA,0.302730325836016,0.577389933059275
0.149764114892072,0.938864566890352,0.960913582454217
0.26584498920845,0.280105681051509,0.560105100463773
0.58006425547801,0.0353473115748722,0.327444076118016
0.134874977114,0.426155666955629,0.625483576206539
NA,0.680770564418839,0.782967847491097
-0.300319249578349,0.243430056626711,0.546151272747842
NA,0.449327202587618,0.625483576206539
-0.669916794947123,0.163843347199094,0.511526006960372
NA,0.174276832712314,0.517438817430904
NA,0.377125192299397,0.608377111689469
0.361354202810243,0.41547186121022,0.625483576206539
-0.38764999904836,0.0500201552920359,0.367209245883456
0.28390608861326,0.0676062174921531,0.41629950046862
NA,0.200168194267542,0.524136389460613
NA,0.193555028475608,0.521384774772656
-2.18640430754342,0.003765664541329,0.158649931763872
NA,0.213137588176698,0.530858395101742
NA,0.0417582592177514,0.347029599642218
0.076258901936496,0.957022877579086,0.975719069191366
-0.942217533127646,0.103481798538884,0.468510994643648
-1.29255894401609,0.439281500744391,0.625483576206539
-0.948531679098911,0.351118847173203,0.608377111689469
NA,0.0478190000011629,0.35831156412216
-1.15553854643736,0.201238261939471,0.525211436695289
-0.962500770344364,0.0211129332720811,0.280260152448627
-0.244224925764164,0.244152001546878,0.546929536826856
1.27859373522385,0.0121081635385742,0.242278709078285
-0.699480681886009,0.025340307726006,0.297134033849122
-0.261934441775132,0.927525331348913,0.951125775105934
-1.70546759906496,0.0263764523717206,0.301274347247767
-0.323838695986757,0.809479611991493,0.872902998991316
0.25602499787035,0.497768572007131,0.666600137969915
-0.620773724782103,0.15296453054012,0.50543625829485
-0.724541264715838,0.0260407817387423,0.299298082325835
-0.340045754122838,0.310952652195712,0.577389933059275
1.16748676509486,0.655910390899399,0.762192167202542
-0.968141920108638,0.209108215888197,0.530544606341411
NA,0.318025664574992,0.577389933059275
-0.8414775900346,0.111221070887107,0.478038774209592
-0.79476917733546,0.567255540296744,0.709800743075764
-1.44143750800738,0.00278514025901313,0.142602972318715
-0.402584610752562,0.0806783302459474,0.42988260297333
NA,0.0879009474695494,0.441262756297143
-0.661725718870233,0.024455991217962,0.293639019840269
-0.901939515835152,0.0804875979744585,0.42988260297333
-0.384565055204126,0.0738228641286437,0.419763017068049
-0.549725907318478,0.0526740490070719,0.374194349974003
-0.807662848129137,0.00769052547570678,0.211128957200263
-0.684246859177934,0.0507460528577112,0.370988133998607
-0.287173200105205,0.0926816972718265,0.448228158859597
0.173354043321444,0.287866560759305,0.564365989963185
0.830076988294462,0.383502312634507,0.612186762536791
-0.063568908111754,0.978014344742052,0.990902811676766
-0.443532392678749,0.0762593845186455,0.422451067067711
0.103669891219412,0.850544263143642,0.897721027438954
0.645583226494221,0.291800047269491,0.56986959953964
NA,0.449327202587618,0.625483576206539
NA,0.200168194267542,0.524136389460613
NA,0.52783335435624,0.683583221068458
NA,0.480489604187041,0.651237002743609
0.145473081113542,0.633191799175979,0.759929926500348
0.593343102100223,0.0760495990624365,0.422451067067711
-0.139911214128646,0.572030676300743,0.713760159320717
NA,0.859082133026778,0.902215963973729
-0.405930330450371,0.0734286680873352,0.418424334581993
-0.15010379115664,0.451326902108558,0.626964647315955
0.599076144283471,0.32051740301528,0.579326579365836
NA,0.449327202587618,0.625483576206539
NA,0.272082306300632,0.552486949406922
-0.50200456770099,0.107116453741028,0.473882580316405
-0.436478003471851,0.287644968763207,0.564365989963185
-0.157374349546978,0.45336834471812,0.6284651721512
-0.149771903188154,0.849884594127884,0.89720442532507
-0.300593461326779,0.143764073290667,0.495801831128963
NA,0.318025664574994,0.577389933059275
-0.457909768528644,0.161575564788063,0.509978923352023
-0.646274759814979,0.045806990411006,0.358217725108359
-0.396072999790695,0.346744172227155,0.604794352021619
0.49336315020766,0.086278487397225,0.439820026180631
-0.0996054177572455,0.492531952858073,0.661984497651768
NA,0.449327202587618,0.625483576206539
-0.461754105378287,0.171717715987624,0.515570909782806
-1.05734987760498,0.030978092231874,0.310643611414637
-0.609628978305722,0.431559587275673,0.625483576206539
-0.71578541749272,0.0696068321252905,0.416868963020765
0.423958796695217,0.499065980759797,0.667828582022059
NA,0.211958741283097,0.530544606341411
NA,0.245633791383973,0.548384461831818
0.0692465384470614,0.23176528863757,0.540859145802816
0.496141450780436,0.0808651545440072,0.42988260297333
NA,0.177654080502256,0.519014458575962
-0.598593154702365,0.0871239968786996,0.441262756297143
-0.427557850379431,0.170773103769045,0.514985646315637
0.00895161580057754,0.844028333255446,0.896556871686597
-0.211743249094977,0.369588082361912,0.608377111689469
-0.475395237207508,0.0683347325233764,0.416868963020765
NA,0.377422340205757,0.608377111689469
0.875138022844984,0.0928589539290968,0.448228158859597
-0.451299391588308,0.261852831099684,0.552486949406922
NA,0.377422340205758,0.608377111689469
NA,0.52783335435624,0.683583221068458
NA,0.654912234484534,0.762125612863584
-0.990604600554539,0.0277777962238846,0.306284347587823
NA,0.690131022171966,0.785506503534538
1.36194755000512,0.117368323850445,0.479891855801651
NA,0.377422340205757,0.608377111689469
NA,0.256031090694354,0.552486949406922
-0.0879188272481268,0.56040900919407,0.703648377194365
NA,0.318025664574993,0.577389933059275
-0.348408638550055,0.159859148672087,0.506380752794814
0.1394282352356,0.51449481820098,0.679674733518137
-0.900074150304612,0.0370561739487229,0.334457350828285
NA,0.206546643076987,0.530544606341411
NA,0.259887597960213,0.552486949406922
-0.139083040673088,0.75325690920341,0.836581788540071
-2.29208284277598,0.00480980674430697,0.178538671473535
0.166960726836228,0.649023074263661,0.759929926500348
NA,0.208169009454703,0.530544606341411
0.0216678887137622,0.83500832366416,0.890416523170906
NA,0.52783335435624,0.683583221068458
-0.875615543903087,0.000547392290474611,0.0830827061895739
-0.587897968376772,0.272351045632716,0.552564419372611
-1.32447956512459,0.0742001696626684,0.420170623492066
NA,0.449327202587618,0.625483576206539
-0.448485011342236,0.0146908030523323,0.251643461851161
0.875165899838015,0.0732119700018301,0.418424334581993
-0.0924016132995384,0.685684468341757,0.785506503534538
0.525917919308405,0.202948589196616,0.527357236882795
-0.775981679286852,0.0497740558760497,0.366423252126617
-0.29843345863922,0.674051081842204,0.777104823357449
NA,0.268223605836438,0.552486949406922
NA,0.215766488289542,0.532945248254065
NA,0.359118614491806,0.608377111689469
0.846041025977944,0.0532256362234751,0.375069957933071
NA,0.189822927466324,0.519014458575962
NA,0.239781335643954,0.541764642531178
NA,0.377422340205756,0.608377111689469
0.155310373285922,0.381755458821428,0.612129532330993
0.0198991315489333,0.977747120593042,0.990902811676766
0.0620663393674557,0.820744523095484,0.880371261952848
-0.00775413766101451,0.0322364975687589,0.31711636125111
-1.02170061497812,0.0141227864990914,0.251643461851161
0.667931792577814,0.407809849882219,0.625483576206539
3.30414892391653,0.0212337982341657,0.280260152448627
NA,0.690131022171966,0.785506503534538
NA,0.383118066241689,0.612129532330993
NA,0.449327202587617,0.625483576206539
0.207380733654181,0.0264539002120001,0.301274347247767
0.430186542133447,0.428408365213254,0.625483576206539
NA,0.225979196625877,0.535863941436061
0.293288591436938,0.0482948671157597,0.359764585625985
NA,0.737116742888906,0.823863942274688
NA,0.449327202587618,0.625483576206539
NA,0.650432630144559,0.759929926500348
NA,0.449327202587618,0.625483576206539
-0.0209883872230224,0.416713208818614,0.625483576206539
NA,0.449327202587618,0.625483576206539
