"hurdle_sample_typepoor_brain...sample_typegood_not_brain.logFC","hurdle_sample_typepoor_brain...sample_typegood_not_brain.fisherPval","hurdle_sample_typepoor_brain...sample_typegood_not_brain.fisherAdjPval"
1.74533083746253,4.84704225168132e-05,0.00232261451896475
0.542719370293601,0.21041092398756,0.410616801310045
NA,0.0571112633795285,0.225578241515001
0.988409351011622,0.00656028304166252,0.0553613378324087
1.49092206494921,0.0339457198857217,0.165923502950387
1.02695997515176,0.0543878572080039,0.22171569632126
NA,0.363038425957273,0.510014803630277
0.688190353123402,0.00229999912497175,0.0266446052477496
1.12869293223858,0.000478973274128364,0.00938538337520672
NA,0.58799246701251,0.689194639453626
NA,0.747177687834036,0.813545464278704
NA,0.363038425957272,0.510014803630277
0.516343976368474,0.0979239326837934,0.294500843582795
-0.34221704042441,0.38383307318477,0.530462540313824
-0.882300468863526,0.0336716464651867,0.165681454841199
1.11439649788402,0.0024070315206396,0.0276415319069528
0.399949277510049,0.411070386189268,0.555300935360775
NA,0.363038425957273,0.510014803630277
1.12707511131508,1.26506059396612e-05,0.00101032339254476
0.766082564803794,0.00704344922586186,0.057649100729065
NA,0.760527238836926,0.821294627311915
-0.785383641117699,0.254658776891409,0.451802899022085
0.582015836689939,0.564434574169792,0.680030774959766
-0.40417490977654,0.050247455421323,0.210871287839008
NA,0.363038425957273,0.510014803630277
1.2424861593105,0.00146420568280624,0.0200045923134512
0.828251669578336,0.122173755963255,0.324095554948324
NA,0.219413153674279,0.417108413497614
-0.26532495673157,0.700455236586926,0.788236454323161
0.491945490674815,0.0440155336569972,0.193660999921563
0.754000514346029,0.00889469167435285,0.068443678562794
-0.197827271091805,0.65750763728127,0.749345460780448
NA,0.363038425957273,0.510014803630277
NA,0.265616742037984,0.464213300216279
NA,0.0887499951779678,0.284377644123446
-0.231143061058996,0.450094943917966,0.590550926662875
-1.37130763803025,0.0572611813976609,0.225578241515001
-0.739404729506555,0.411538193264638,0.555684648899086
0.0777862474708502,0.866264740711085,0.907048360804157
NA,0.158723619156803,0.361552375356745
-1.16464094207303,0.459306512923336,0.590550926662875
-0.971895876539743,0.151721767284853,0.355607826141947
-0.454598376325333,0.569342954612013,0.68452591333952
NA,0.228693476571445,0.417108413497614
-0.228948729352899,0.250213252893414,0.446017604329112
-0.497822660881938,0.443390309896431,0.587508879704396
0.40116822558915,0.225066642471098,0.417108413497614
NA,0.154427302985937,0.355607826141947
NA,0.0410609319024363,0.186058933172529
NA,0.0880271158667066,0.284377644123446
0.57453880776799,0.562514327357138,0.678182300891921
-1.03424004308192,0.207685976561614,0.407107765881839
NA,0.363038425957272,0.510014803630277
-0.021845663344053,0.688170105167238,0.777399190813655
-0.582346724582177,0.00101089358229909,0.0154446958617347
-0.263684427720811,0.512198832253533,0.638854719547651
-0.389909505343136,0.107851137432536,0.309011628255385
0.122268566874123,0.909242954858981,0.936241378210917
-0.094371279791383,0.668732057728541,0.759053950123743
0.884655910231331,0.0974242329720077,0.294277789285849
-0.135449135172624,0.379181694103473,0.526494583165655
NA,0.0934033436844006,0.287239804294329
1.46520762025775,0.0397447813511289,0.182858495925208
0.725639960298818,0.362524501588242,0.510014803630277
NA,0.723838635688051,0.801933716940426
0.683512620632458,0.0734381075879826,0.259967941636169
NA,0.363038425957273,0.510014803630277
NA,0.499515144722708,0.627190168612064
NA,0.298696940307639,0.481624830945722
NA,0.287833712347102,0.468552037610123
-0.618769674227678,0.0288873812811309,0.150608691130407
1.07403684724855,0.00434504386985297,0.0419621577700682
1.81682514585849,0.0015899576697939,0.0210482642482504
0.494127153904172,0.0179360257969214,0.110703503484277
NA,0.775842849455022,0.83373448715136
1.47238475023751,0.239977530496996,0.431713844112514
NA,0.363038425957272,0.510014803630277
0.107895105306449,0.769656976642331,0.828438211942358
0.20782030414925,0.742964832687665,0.810632919291385
0.727621471309228,0.208200819508226,0.407965248932291
NA,0.408284620895359,0.552666996444563
-0.329621152169091,0.951177003379453,0.963172295975012
0.0808597298807123,0.935839661959072,0.952300676386836
-0.83226268123568,0.0685274537876718,0.249700912672406
NA,0.58799246701251,0.689194639453626
-0.0162576817936944,0.778452904939253,0.835857661832309
-0.256454000030174,0.58357465154895,0.689194639453626
NA,0.90113832499786,0.930076387536099
-0.184608644140857,0.0607634543370488,0.232933940225879
-0.788338762680207,0.00489179183389911,0.0449209664747077
-0.135785858461042,0.149353578739814,0.353794036102623
-0.278132476748014,0.0831605843908035,0.276206326606128
0.418645451816993,0.842124893173951,0.886349902539915
-0.304020074579097,0.0989553868162453,0.296285207271389
0.11035066237076,0.474825513487146,0.605712798061652
-0.43246203493599,0.100601745465244,0.298576464159516
0.00316522551321033,0.686448610672779,0.775737733664978
0.717046597405977,0.253022264659148,0.449547886782599
-1.73893875544027,0.00185026581961057,0.022920768210921
-0.534337893045665,0.0549121793104385,0.222471091672348
0.456554316229282,0.0979777065371236,0.294500843582795
-0.618805326344827,0.0243789892896439,0.134556704236349
NA,0.112794551258578,0.311060353609238
NA,0.129926011977115,0.331104477853114
NA,0.460138997496568,0.590550926662875
1.33258503613192,3.15351945066698e-06,0.000440248833483047
NA,0.76052723883693,0.821294627311915
-0.150169724817766,0.0385898113420064,0.180319492015528
0.253221941474662,0.187465500739332,0.379612237570888
0.217445698982345,0.57153423060023,0.685919155167079
0.197544777232765,0.189288369883216,0.381982770924362
0.795527003266921,0.00262097857694212,0.0290234833593738
0.0399910800042895,0.808774732186501,0.859659530823764
1.1153925787716,3.62770632223887e-07,0.000147089538650162
NA,0.219413153674283,0.417108413497614
-0.104029794178095,0.5163455206931,0.641975850260012
NA,0.879028973092947,0.913697837200931
NA,0.511773125034383,0.638625980600434
-0.259248528223114,0.119189463669871,0.319642059468705
0.703265470586499,0.0177262821322152,0.109923803669302
0.511944244568631,0.00863135504324057,0.0669225479210466
0.84121037769162,0.0210996173067151,0.123299426633809
0.383753946762098,0.010972760153455,0.0790128671705754
-0.0277034828164659,0.834049953601783,0.880311835289347
NA,0.868119921443249,0.908449494923043
1.02042958082116,0.0233520084766012,0.130945145404431
0.364574135769146,0.174066815831478,0.376088273683034
1.2051798232386,0.201390508650703,0.398921221757931
0.239070815210398,0.699046319619934,0.787323322802707
0.558040242858352,0.09621775185439,0.292650761699071
NA,0.692155242499557,0.78071272531969
-1.50126445735311,0.107183774651431,0.309011628255385
NA,0.460138997496569,0.590550926662875
1.29242599258629,0.0387228609865389,0.180626725893847
0.953844809098106,0.00146616356642131,0.0200045923134512
NA,0.363038425957271,0.510014803630277
NA,0.21957164059264,0.417108413497614
NA,0.587992467012509,0.689194639453626
NA,0.936221230323768,0.952300676386836
0.770115010230157,0.241819962546123,0.434583369444465
NA,0.72383863568805,0.801933716940426
NA,0.460138997496567,0.590550926662875
1.99760433802892,0.030703113358338,0.156212461883976
NA,0.318930914130528,0.50362038597453
NA,0.760527238836927,0.821294627311915
0.379163390837883,0.0896212611100081,0.285952583117949
-0.12793815658204,0.672238151244219,0.762178381417139
-0.0297103914652713,0.290127150413588,0.471266628607095
0.878479394070953,0.0131601602536358,0.0886856115867342
1.27607753324111,0.0371024777040905,0.176345500431254
1.11480270921744,0.0337272246337709,0.165681454841199
0.704495318069354,0.00405630461799166,0.0400389169315245
-0.598410849290859,0.376024954925311,0.524119228825867
0.609646632558642,0.355672680735271,0.510014803630277
0.845277016339508,0.0018249513330401,0.0228487374737634
0.975482425570422,0.0198097094939815,0.118520974736409
0.510179344049783,0.749236124033914,0.814945028844977
-0.81057943737416,0.0800384549880542,0.271434065774164
1.24349851851756,0.122155467120782,0.324095554948324
0.550269367094839,0.264516989047308,0.463212308727031
0.965948118872203,0.0233471708872027,0.130945145404431
0.309200513064508,0.0998395838589567,0.297655229932444
NA,0.0687484155915313,0.249700912672406
0.304799084586269,0.785287891815205,0.841140515699644
NA,0.228693476571446,0.417108413497614
0.103049747539962,0.567470898956799,0.682752592650374
-0.496329858836391,0.122708348588006,0.325186377781489
NA,0.587992467012508,0.689194639453626
-0.413160749317768,0.712645790521045,0.797484600586714
-0.422605659691369,0.41706163859886,0.560655928858605
0.370243650401766,0.278866922721249,0.468552037610123
1.76719939278875,0.00312467785065409,0.0324216081708616
NA,0.58799246701251,0.689194639453626
-0.149749054878338,0.395509988906367,0.543095842607731
0.781747035820637,0.169677406763271,0.372809341829596
NA,0.0672766691389732,0.247644236768519
