"hurdle_sample_typepoor_brain...sample_typepoor_not_brain.logFC","hurdle_sample_typepoor_brain...sample_typepoor_not_brain.fisherPval","hurdle_sample_typepoor_brain...sample_typepoor_not_brain.fisherAdjPval"
1.28012462808224,0.00166274376715781,0.0393018941555552
1.08559527338744,0.0200597189558479,0.162411186344205
NA,0.21371293087845,0.456249841498709
1.54121270003835,0.000111704971194833,0.00853328845170962
1.69060619493282,0.055923850156068,0.285081831888428
2.01297309467484,0.00368005624259067,0.0606174264209232
NA,0.363038425957274,0.534966604199272
0.741758234114349,0.000985050678600204,0.0293639044825353
1.67237487617018,0.000147754374626495,0.00998264050372222
NA,0.58799246701251,0.711810638405312
NA,0.318930914130711,0.529976307813045
NA,0.363038425957273,0.534966604199272
-0.297306207367984,0.486561213633771,0.636867185762009
-0.138534970060188,0.69380208832943,0.802860770051465
-0.670664005891057,0.226360275743238,0.45750101998795
1.72494122159481,8.99555040480003e-05,0.00777304035798376
0.236430087217957,0.168958452359302,0.419214242630654
NA,0.363038425957273,0.534966604199272
0.285708920321647,0.0788553184459398,0.33152494073153
-0.0613943107406472,0.27976512337889,0.495807679013586
NA,0.76052723883693,0.836722829453028
0.436992009799976,0.466716046849102,0.61810559872905
-1.2752374753246,0.145922253132421,0.400380917786788
0.467404417295004,0.0243242786867622,0.181655262454041
NA,0.363038425957272,0.534966604199272
0.783868808444405,0.00630895847403927,0.0829289778470348
1.01248614400723,0.0884608355259721,0.339829297194536
NA,0.219413153674279,0.45750101998795
-1.178275332285,0.00122165688266008,0.0330223252743656
-0.0484683491405175,0.981871465379954,0.98768024694995
1.273406759447,0.000138009053825694,0.00969927630286978
-0.223687206100026,0.830259896238818,0.892393946385564
NA,0.363038425957272,0.534966604199272
NA,0.543274514232949,0.688034590226304
NA,0.0887499951779676,0.339829297194536
-0.0399463931463209,0.399396062963412,0.570479790331344
0.18039159144846,0.945657338260765,0.959737630005775
-0.132629504842161,0.919223257032053,0.949671851786741
0.593012737141783,0.335038519297319,0.534966604199272
NA,0.659638440530839,0.772656493341789
-1.17438351451949,0.000408311203805822,0.0177868459112437
1.15060148865461,0.0131655507195696,0.129148046860583
-0.73900640585613,0.219498117621908,0.45750101998795
NA,0.228693476571446,0.45750101998795
-0.274887575019454,0.0848583437746593,0.339829297194536
-0.915271604303088,0.347979196582169,0.534966604199272
-0.691131248637959,0.0696494644562906,0.31271067048476
NA,0.154427302985937,0.404827059674147
NA,0.13469513907908,0.391932821163507
NA,0.0880271158667062,0.339829297194536
-0.603493238454792,0.531659631330825,0.677557523390903
0.298779933151249,0.705952587367849,0.812520758245128
NA,0.363038425957274,0.534966604199272
-0.341859929906271,0.492429616201119,0.641997651990131
-0.315427740630734,0.0245710749021813,0.182929570352257
-0.259207679312151,0.349331743240656,0.534966604199272
-0.57159385846708,0.560980573445574,0.698872276679655
-0.0391515057945561,0.69959305784843,0.807258101558466
-0.157697773556827,0.593621291838418,0.716669223380738
0.125341363285421,0.561450598887567,0.699292558302544
0.415882763532754,0.145990866060357,0.400380917786788
NA,0.0934033436844011,0.34500982800314
1.73038569136986,0.0128124663184036,0.126380239982085
0.602542845970673,0.236787084313356,0.464954302516985
NA,0.2878337123471,0.495807679013586
0.238048025651447,0.857253967082645,0.914613572457112
NA,0.363038425957272,0.534966604199272
NA,0.287079426855471,0.495807679013586
NA,0.0820402350036791,0.334585551798195
NA,0.287833712347101,0.495807679013586
0.314567178182223,0.122820778180385,0.37726592178835
0.323041675437396,0.181700546785908,0.421398522527454
0.636933305467661,0.0988859101906622,0.35301640720484
0.49800538768707,0.0387104650436079,0.230296683120606
NA,0.129490941159415,0.386042676130012
-0.29075935175309,0.912160523520774,0.944225867925766
NA,0.363038425957273,0.534966604199272
0.289298053931853,0.0748596460716467,0.323165597414946
0.900781222542155,0.00924573645437416,0.104133070194458
0.329319465505902,0.549445121655995,0.694181504374101
NA,0.408284620895359,0.57316850479977
0.617823240306418,0.906280287634092,0.939430363051976
-0.402261229221801,0.559839992228243,0.698811352290972
-0.976871943738206,0.0937957364604703,0.34612652390029
NA,0.274011719682539,0.495807679013586
-0.984616560306667,0.156450556322253,0.407235003641775
-0.450494737504775,0.225304875208047,0.45750101998795
NA,0.263598332952511,0.49481011858714
-0.925940584133994,0.0100159490773071,0.109304487756699
-0.823713294443082,0.00431168493252178,0.0658750471864415
-0.342513243156736,0.0268233047685412,0.190755000435066
0.016161649087742,0.0908667045081083,0.344582048523417
0.288003104166697,0.320766426188869,0.532020085727354
0.431483409444699,0.0298703571312253,0.201338430228502
0.0755497026630308,0.579345719831144,0.711810638405312
0.0188905898355047,0.135016649590297,0.392106203851491
-0.143890852957367,0.0519495310153679,0.27219282105567
0.846550645163187,0.319555872455204,0.53051307203508
-1.02046163898481,0.0337218019074045,0.217308152733275
-0.372809157382371,0.449621103485175,0.611758208558889
0.7820092817803,0.125542915572166,0.381844609336923
-0.313089133231654,0.375111429602336,0.546342178898566
NA,0.681709249495885,0.79251298632773
NA,0.129926011977116,0.386042676130012
NA,0.40828462089536,0.57316850479977
1.01267895917942,0.00012875032956558,0.0093299273242444
NA,0.524206877247039,0.67065399271096
0.410095626399503,0.154449669513049,0.404827059674147
0.274161338870251,0.118412384148464,0.369160295929075
0.866777993662289,0.0596798998759273,0.29371872291878
0.910354673548799,0.000148661546755597,0.00998264050372222
0.197184208079016,0.211626556571508,0.454742592616558
0.624967774545081,0.111709286108871,0.362739824217264
0.091362686871627,0.799227306563389,0.868066584153229
NA,0.601394391653617,0.72290760282924
0.177363833044097,0.571601995070062,0.7075994753852
NA,0.879028973092947,0.923164322065336
NA,0.974509575058125,0.9817493006283
-0.010010743924209,0.234984495841937,0.463733937041035
-0.616540960919158,0.0374068097214686,0.225906579268418
0.247921011487838,0.0575454594111352,0.289705937493881
0.506903848616211,0.194982324912986,0.436105078685521
-0.213460914358233,0.0942837574365004,0.346320338291145
-0.271052874369121,0.76414005099278,0.839864402237035
NA,0.154427302985944,0.404827059674147
-0.0363026617563082,0.673010536577455,0.784831535022072
0.443276111538328,0.0141090722914641,0.134726304435339
2.3488395514413,0.0829120989999207,0.336182676660896
4.2027104924507,0.00840458065582254,0.0982273717003118
1.23874508806639,0.00275178273235055,0.0518461640837305
NA,0.333474238890578,0.534966604199272
-1.95974120296066,0.048274863575434,0.260298807606271
NA,0.460138997496567,0.611758208558889
0.233846993557384,0.751539710817058,0.832734432276366
0.32463413741922,0.177781096570015,0.421398522527454
NA,0.363038425957271,0.534966604199272
NA,0.110214733659671,0.361957545869237
NA,0.587992467012509,0.711810638405312
NA,0.460138997496569,0.611758208558889
0.198938434702548,0.792756238081773,0.862816050160856
NA,0.287833712347101,0.495807679013586
NA,0.460138997496567,0.611758208558889
1.64543389310094,0.102088426344037,0.357160137935399
NA,0.747177687833764,0.828782321669144
NA,0.76052723883693,0.836722829453028
0.225645418076101,0.0696233378381087,0.31271067048476
-0.205613233562535,0.882220730403024,0.925778512831841
-0.16744625731237,0.233288549965095,0.462457298999239
0.302394729042018,0.473766176533095,0.625086737548421
-0.325018288460647,0.808688316674374,0.875995913931489
1.81307005813928,0.00126608739035217,0.0335354102238508
0.948863014597459,0.000932154346422095,0.0285661951162259
-1.1889171885965,0.108618472809014,0.361957545869237
-0.28533865396542,0.772504443101436,0.84601515054803
1.07051517917017,0.000539665669073656,0.0201743102247322
0.194570146741145,0.4644825036349,0.616076315213779
1.13481759871093,0.379168199457681,0.549971265641562
-0.0492047189941067,0.679493925141609,0.790468435096319
0.154213483216338,0.500274354967102,0.64869523371011
0.396568023292283,0.116037050846593,0.366676691757431
0.384658370153607,0.0419855182274315,0.241600072682087
-0.0849402067371638,0.139116432785015,0.397066115100166
NA,0.40053844788183,0.570479790331344
-0.17435797838818,0.90873200010549,0.941416346807397
NA,0.228693476571446,0.45750101998795
-0.0274059935963329,0.985815515183958,0.990513454162151
-0.578520035258527,0.158271309505886,0.408945133532121
NA,0.274011719682542,0.495807679013586
-0.90854920979514,0.234703645737449,0.463733937041035
-0.369263898716739,0.508139163002913,0.656792920105041
-0.258718925729151,0.604402283694868,0.725140967428986
0.241090029774898,0.0887953796983391,0.339829297194536
NA,0.734213902187545,0.819788182200628
0.600567031765869,0.200434179930683,0.44093846511462
1.01267671254682,0.125052621770429,0.381674339224746
NA,0.0672766691389761,0.309486123899688
0.597804817798016,0.449003424953198,0.611758208558889
0.211490861970012,0.208605156446593,0.450911058825416
1.83697056581877,6.94923344767893e-05,0.00665989263685739
0.359472731765686,0.393088234079013,0.563647465133428
NA,0.184560251699382,0.421788477135293
NA,0.363038425957273,0.534966604199272
-0.201786008355168,0.446539569133373,0.610243730594246
0.475399900032901,0.018615109136191,0.155746413106132
NA,0.76052723883693,0.836722829453028
0.0694840439588807,0.529001844203149,0.67514981133046
0.265679877440628,0.229871635828835,0.458612184880314
0.736450313217746,0.426086932021015,0.590405946025965
NA,0.121487712954126,0.374725756858211
NA,0.702294573542768,0.809666381702522
0.357354804522215,0.738527537842501,0.82178143381208
0.171454927112398,0.453231396571514,0.611758208558889
-0.285381559001357,0.407498142577659,0.57316850479977
0.228947000967216,0.401407604722205,0.571225562767478
-1.682716415897,0.0146613076230279,0.137156243777388
-0.269497677160591,0.770078402567261,0.843884253624123
NA,0.879028975990498,0.923164322065336
-0.371109335394198,0.499719349706467,0.648135012869781
-0.736944537048746,0.0923296524202247,0.34500982800314
NA,0.363038425957272,0.534966604199272
NA,0.27401171968254,0.495807679013586
NA,0.946081716089927,0.959737630005775
0.241062938326869,0.0486228973784861,0.260723593165819
NA,0.524206877247037,0.67065399271096
NA,0.0785934215080752,0.331152240279904
NA,0.819519557281975,0.883913973078226
-0.794810529912709,0.251541231075869,0.481875890833479
-0.606200147833344,0.0413297347699946,0.23902113510384
-0.312084789159379,0.322927959452998,0.534474753548916
0.145582935501207,0.0621656685868809,0.299246793718219
NA,0.165369818700817,0.41563203707711
0.531393959995692,0.0318422760441008,0.2095388726947
0.847984557574007,0.000582871130232883,0.0206656412874216
0.139262086619298,0.734247772371308,0.819788182200628
NA,0.587992467012509,0.711810638405312
NA,0.363038425957273,0.534966604199272
0.97482259463362,0.0782275135617965,0.330513585728869
-0.362390262334216,0.376614966096908,0.547775244563135
-0.211976053758691,0.739897417936399,0.8228063349055
-0.382293703089744,0.460926836687373,0.612593382798574
-0.477328178143397,0.438841138348149,0.602691933359326
0.0653586344534781,0.828147375677081,0.890304878073402
0.183095477433952,0.406452582771897,0.57316850479977
NA,0.274011719682541,0.495807679013586
NA,0.403332853769089,0.57316850479977
-2.01566209793843,0.000190660077091334,0.0115905053552952
NA,0.183665748745434,0.421398522527454
0.192419576948179,0.072232034594669,0.317543831816931
0.319878390479325,0.494202095016544,0.643989924062349
0.405476830447178,0.0581676407233253,0.291049486699816
NA,0.212871158626448,0.455744872916331
1.0170967413363,0.288925635003593,0.497038845334183
1.22636212576907,0.163301766487058,0.41563203707711
0.324094485460073,0.553799799553194,0.697738524624055
1.95529075191189,0.10214951797481,0.357160137935399
NA,0.587992467012509,0.711810638405312
0.175866284964767,0.306936528135918,0.516471544608908
NA,0.460138997496567,0.611758208558889
0.558107209826452,0.149691554087526,0.404827059674147
0.317861615645801,0.472865761326203,0.624464439542049
-0.0593353617233889,0.965541820099741,0.975348971587914
0.0776318311732549,0.577379911460578,0.710403714591201
-0.577298348321548,0.776834987742174,0.85005132248059
NA,0.363038425957272,0.534966604199272
NA,0.228693476571446,0.45750101998795
0.259058356993459,0.048015263417696,0.260298807606271
0.0929203648473259,0.578286846801272,0.711187580375526
NA,0.181643862613389,0.421398522527454
NA,0.287833712347101,0.495807679013586
-0.0492037158777014,0.427342490665668,0.591285004556718
-0.199603606269681,0.387060906548601,0.558181760877842
NA,0.459282268859504,0.611758208558889
1.59858723579243,6.08852063106964e-07,0.000267438268719734
-0.848740831977747,0.0424071413203797,0.24243822331857
0.576075574369909,0.305912856984147,0.515165070020268
NA,0.936221230323767,0.954141938328808
0.212231193275076,0.0590998547673895,0.293208895331863
0.420252840036536,0.179676754909537,0.421398522527454
0.738681714859257,0.0171928475675706,0.149854552484563
0.888767902784992,0.0107877487156906,0.113328701487337
0.571183473539495,0.234954635752993,0.463733937041035
0.552233995443215,0.328085107451568,0.534966604199272
0.537930314679011,0.0851287205422392,0.339829297194536
0.804301326626036,0.163492777046546,0.41563203707711
0.266314162094139,0.707339722820779,0.813703116322201
1.46513406824721,0.00333880605993603,0.0577011368587633
1.30784816344494,0.0229203224444335,0.177405315131585
0.248362162736255,0.786123462877991,0.858788968462154
NA,0.879028975990496,0.923164322065336
-0.322772346393968,0.145642050674599,0.400380917786788
NA,0.5607990931874,0.698811352290972
NA,0.936221230323769,0.954141938328808
NA,0.363038425957274,0.534966604199272
NA,0.0443474787022779,0.250243295770683
NA,0.0885137320665415,0.339829297194536
-0.0930015341420603,0.465379022782415,0.617013340952511
-1.15047918978452,0.187923415041823,0.426223890140039
NA,0.460138997496566,0.611758208558889
1.0853592213138,0.00213350589564712,0.0462786402302715
0.483048312463654,0.0191543523029291,0.158060830644733
NA,0.253954260999071,0.485349133330711
-1.11706492226462,0.194517418406591,0.435557057103288
-0.0418566191564996,0.267472813767767,0.495807679013586
NA,0.734213902187543,0.819788182200628
0.174824018867963,0.127880738098308,0.385729776643167
NA,0.0410609319024363,0.238347463337271
0.762337620908786,0.327586964499497,0.534966604199272
0.695975023439238,0.0830917834945024,0.336182676660896
NA,0.399859037307144,0.570479790331344
NA,0.287833712347101,0.495807679013586
0.668379399778838,0.0342045188704887,0.218271209402356
-0.243030222913145,0.860828774319109,0.916467071184816
-2.80185008217461,1.53836366883738e-10,1.66180663127331e-07
-0.0456555181202005,0.95169511564046,0.964016219448333
-1.61378224827968,0.323949747283128,0.534966604199272
