Raw file name - analytical LC-FAIMS-MS/MS run	Raw file name - pre-analytical LC-FAIMS-MS run (TIC normalization)	Cohort	Experiment name for MQ and Prosit	Experiment FP_DDA	Bioreplicate FP_DDA	Folder name FP_DDA	Experiment FP_Booster	Bioreplicate FP_Booster	Folder name FP_Booster	Experiment FP_WWA	Bioreplicate FP_WWA	Folder name FP_WWA
04875_300ng_iH_HeLa_30SPD_FMS-45_R30.raw	Not applicable	HELA	PDAC_33	04875_300ng_iH_HeLa_30SPD_FMS_45_R30_raw	52	04875_300ng_iH_HeLa_30SPD_FMS_45_R30_raw_52	04875_300ng_iH_HeLa_30SPD_FMS_45_R30_raw	52	04875_300ng_iH_HeLa_30SPD_FMS_45_R30_raw_52	04875_300ng_iH_HeLa_30SPD_FMS_45_R30_raw	52	04875_300ng_iH_HeLa_30SPD_FMS_45_R30_raw_52
04875_300ng_iH_HeLa_30SPD_FMS-45_R31.raw	Not applicable	HELA	PDAC_34	04875_300ng_iH_HeLa_30SPD_FMS_45_R31_raw	53	04875_300ng_iH_HeLa_30SPD_FMS_45_R31_raw_53	04875_300ng_iH_HeLa_30SPD_FMS_45_R31_raw	53	04875_300ng_iH_HeLa_30SPD_FMS_45_R31_raw_53	04875_300ng_iH_HeLa_30SPD_FMS_45_R31_raw	53	04875_300ng_iH_HeLa_30SPD_FMS_45_R31_raw_53
04875_300ng_iH_HeLa_30SPD_FMS-45_R33.raw	Not applicable	HELA	PDAC_36	04875_300ng_iH_HeLa_30SPD_FMS_45_R33_raw	54	04875_300ng_iH_HeLa_30SPD_FMS_45_R33_raw_54	04875_300ng_iH_HeLa_30SPD_FMS_45_R33_raw	54	04875_300ng_iH_HeLa_30SPD_FMS_45_R33_raw_54	04875_300ng_iH_HeLa_30SPD_FMS_45_R33_raw	54	04875_300ng_iH_HeLa_30SPD_FMS_45_R33_raw_54
04875_300ng_iH_HeLa_30SPD_FMS-45_R34.raw	Not applicable	HELA	PDAC_37	04875_300ng_iH_HeLa_30SPD_FMS_45_R34_raw	55	04875_300ng_iH_HeLa_30SPD_FMS_45_R34_raw_55	04875_300ng_iH_HeLa_30SPD_FMS_45_R34_raw	55	04875_300ng_iH_HeLa_30SPD_FMS_45_R34_raw_55	04875_300ng_iH_HeLa_30SPD_FMS_45_R34_raw	55	04875_300ng_iH_HeLa_30SPD_FMS_45_R34_raw_55
04875_300ng_iH_HeLa_30SPD_FMS-45_R4.raw	Not applicable	HELA	PDAC_4	04875_300ng_iH_HeLa_30SPD_FMS_45_R4_raw	56	04875_300ng_iH_HeLa_30SPD_FMS_45_R4_raw_56	04875_300ng_iH_HeLa_30SPD_FMS_45_R4_raw	56	04875_300ng_iH_HeLa_30SPD_FMS_45_R4_raw_56	04875_300ng_iH_HeLa_30SPD_FMS_45_R4_raw	56	04875_300ng_iH_HeLa_30SPD_FMS_45_R4_raw_56
04875_300ng_iH_HeLa_30SPD_FMS-45_R5.raw	Not applicable	HELA	PDAC_5	04875_300ng_iH_HeLa_30SPD_FMS_45_R5_raw	57	04875_300ng_iH_HeLa_30SPD_FMS_45_R5_raw_57	04875_300ng_iH_HeLa_30SPD_FMS_45_R5_raw	57	04875_300ng_iH_HeLa_30SPD_FMS_45_R5_raw_57	04875_300ng_iH_HeLa_30SPD_FMS_45_R5_raw	57	04875_300ng_iH_HeLa_30SPD_FMS_45_R5_raw_57
04875_300ng_iH_HeLa_30SPD_FMS-45_R6.raw	Not applicable	HELA	PDAC_6	04875_300ng_iH_HeLa_30SPD_FMS_45_R6_raw	58	04875_300ng_iH_HeLa_30SPD_FMS_45_R6_raw_58	04875_300ng_iH_HeLa_30SPD_FMS_45_R6_raw	58	04875_300ng_iH_HeLa_30SPD_FMS_45_R6_raw_58	04875_300ng_iH_HeLa_30SPD_FMS_45_R6_raw	58	04875_300ng_iH_HeLa_30SPD_FMS_45_R6_raw_58
04875_300ng_iH_HeLa_30SPD_FMS-45_R7.raw	Not applicable	HELA	PDAC_7	04875_300ng_iH_HeLa_30SPD_FMS_45_R7_raw	59	04875_300ng_iH_HeLa_30SPD_FMS_45_R7_raw_59	04875_300ng_iH_HeLa_30SPD_FMS_45_R7_raw	59	04875_300ng_iH_HeLa_30SPD_FMS_45_R7_raw_59	04875_300ng_iH_HeLa_30SPD_FMS_45_R7_raw	59	04875_300ng_iH_HeLa_30SPD_FMS_45_R7_raw_59
04875_300ng_iH_HeLa_30SPD_FMS-45_R8.raw	Not applicable	HELA	PDAC_8	04875_300ng_iH_HeLa_30SPD_FMS_45_R8_raw	60	04875_300ng_iH_HeLa_30SPD_FMS_45_R8_raw_60	04875_300ng_iH_HeLa_30SPD_FMS_45_R8_raw	60	04875_300ng_iH_HeLa_30SPD_FMS_45_R8_raw_60	04875_300ng_iH_HeLa_30SPD_FMS_45_R8_raw	60	04875_300ng_iH_HeLa_30SPD_FMS_45_R8_raw_60
04875_300ng_iH_HeLa_30SPD_FMS-45_R9.raw	Not applicable	HELA	PDAC_9	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_2_raw	61	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_2_raw_61	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_2_raw	61	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_2_raw_61	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_2_raw	61	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_2_raw_61
04875_300ng_iH_HeLa_30SPD_FMS-45_R9-2.raw	Not applicable	HELA	PDAC_10	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_3_raw	62	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_3_raw_62	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_3_raw	62	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_3_raw_62	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_3_raw	62	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_3_raw_62
04875_300ng_iH_HeLa_30SPD_FMS-45_R9-3.raw	Not applicable	HELA	PDAC_11	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_raw	63	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_raw_63	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_raw	63	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_raw_63	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_raw	63	04875_300ng_iH_HeLa_30SPD_FMS_45_R9_raw_63
04978_300ng_iH_HeLa_30SPD_FMS-45_QC1_R1.raw	Not applicable	HELA	OSCC_1	04978_300ng_iH_HeLa_30SPD_FMS_45_QC1_R1_raw	73	04978_300ng_iH_HeLa_30SPD_FMS_45_QC1_R1_raw_73	04978_300ng_iH_HeLa_30SPD_FMS_45_QC1_R1_raw	73	04978_300ng_iH_HeLa_30SPD_FMS_45_QC1_R1_raw_73	04978_300ng_iH_HeLa_30SPD_FMS_45_QC1_R1_raw	73	04978_300ng_iH_HeLa_30SPD_FMS_45_QC1_R1_raw_73
04978_300ng_iH_HeLa_30SPD_FMS-45_QC10_R1.raw	Not applicable	HELA	OSCC_10	04978_300ng_iH_HeLa_30SPD_FMS_45_QC10_R1_raw	64	04978_300ng_iH_HeLa_30SPD_FMS_45_QC10_R1_raw_64	04978_300ng_iH_HeLa_30SPD_FMS_45_QC10_R1_raw	64	04978_300ng_iH_HeLa_30SPD_FMS_45_QC10_R1_raw_64	04978_300ng_iH_HeLa_30SPD_FMS_45_QC10_R1_raw	64	04978_300ng_iH_HeLa_30SPD_FMS_45_QC10_R1_raw_64
04978_300ng_iH_HeLa_30SPD_FMS-45_QC12_R2.raw	Not applicable	HELA	OSCC_13	04978_300ng_iH_HeLa_30SPD_FMS_45_QC12_R2_raw	65	04978_300ng_iH_HeLa_30SPD_FMS_45_QC12_R2_raw_65	04978_300ng_iH_HeLa_30SPD_FMS_45_QC12_R2_raw	65	04978_300ng_iH_HeLa_30SPD_FMS_45_QC12_R2_raw_65	04978_300ng_iH_HeLa_30SPD_FMS_45_QC12_R2_raw	65	04978_300ng_iH_HeLa_30SPD_FMS_45_QC12_R2_raw_65
04978_300ng_iH_HeLa_30SPD_FMS-45_QC12_R3.raw	Not applicable	HELA	OSCC_14	04978_300ng_iH_HeLa_30SPD_FMS_45_QC12_R3_raw	66	04978_300ng_iH_HeLa_30SPD_FMS_45_QC12_R3_raw_66	04978_300ng_iH_HeLa_30SPD_FMS_45_QC12_R3_raw	66	04978_300ng_iH_HeLa_30SPD_FMS_45_QC12_R3_raw_66	04978_300ng_iH_HeLa_30SPD_FMS_45_QC12_R3_raw	66	04978_300ng_iH_HeLa_30SPD_FMS_45_QC12_R3_raw_66
04978_300ng_iH_HeLa_30SPD_FMS-45_QC13_R1.raw	Not applicable	HELA	OSCC_15	04978_300ng_iH_HeLa_30SPD_FMS_45_QC13_R1_raw	67	04978_300ng_iH_HeLa_30SPD_FMS_45_QC13_R1_raw_67	04978_300ng_iH_HeLa_30SPD_FMS_45_QC13_R1_raw	67	04978_300ng_iH_HeLa_30SPD_FMS_45_QC13_R1_raw_67	04978_300ng_iH_HeLa_30SPD_FMS_45_QC13_R1_raw	67	04978_300ng_iH_HeLa_30SPD_FMS_45_QC13_R1_raw_67
04978_300ng_iH_HeLa_30SPD_FMS-45_QC15_R1.raw	Not applicable	HELA	OSCC_16	04978_300ng_iH_HeLa_30SPD_FMS_45_QC15_R1_raw	68	04978_300ng_iH_HeLa_30SPD_FMS_45_QC15_R1_raw_68	04978_300ng_iH_HeLa_30SPD_FMS_45_QC15_R1_raw	68	04978_300ng_iH_HeLa_30SPD_FMS_45_QC15_R1_raw_68	04978_300ng_iH_HeLa_30SPD_FMS_45_QC15_R1_raw	68	04978_300ng_iH_HeLa_30SPD_FMS_45_QC15_R1_raw_68
04978_300ng_iH_HeLa_30SPD_FMS-45_QC16_R1.raw	Not applicable	HELA	OSCC_17	04978_300ng_iH_HeLa_30SPD_FMS_45_QC16_R1_raw	69	04978_300ng_iH_HeLa_30SPD_FMS_45_QC16_R1_raw_69	04978_300ng_iH_HeLa_30SPD_FMS_45_QC16_R1_raw	69	04978_300ng_iH_HeLa_30SPD_FMS_45_QC16_R1_raw_69	04978_300ng_iH_HeLa_30SPD_FMS_45_QC16_R1_raw	69	04978_300ng_iH_HeLa_30SPD_FMS_45_QC16_R1_raw_69
04978_300ng_iH_HeLa_30SPD_FMS-45_QC17_R1.raw	Not applicable	HELA	OSCC_18	04978_300ng_iH_HeLa_30SPD_FMS_45_QC17_R1_raw	70	04978_300ng_iH_HeLa_30SPD_FMS_45_QC17_R1_raw_70	04978_300ng_iH_HeLa_30SPD_FMS_45_QC17_R1_raw	70	04978_300ng_iH_HeLa_30SPD_FMS_45_QC17_R1_raw_70	04978_300ng_iH_HeLa_30SPD_FMS_45_QC17_R1_raw	70	04978_300ng_iH_HeLa_30SPD_FMS_45_QC17_R1_raw_70
04978_300ng_iH_HeLa_30SPD_FMS-45_QC18_R1.raw	Not applicable	HELA	OSCC_19	04978_300ng_iH_HeLa_30SPD_FMS_45_QC18_R1_raw	71	04978_300ng_iH_HeLa_30SPD_FMS_45_QC18_R1_raw_71	04978_300ng_iH_HeLa_30SPD_FMS_45_QC18_R1_raw	71	04978_300ng_iH_HeLa_30SPD_FMS_45_QC18_R1_raw_71	04978_300ng_iH_HeLa_30SPD_FMS_45_QC18_R1_raw	71	04978_300ng_iH_HeLa_30SPD_FMS_45_QC18_R1_raw_71
04978_300ng_iH_HeLa_30SPD_FMS-45_QC19_R1.raw	Not applicable	HELA	OSCC_20	04978_300ng_iH_HeLa_30SPD_FMS_45_QC19_R1_raw	72	04978_300ng_iH_HeLa_30SPD_FMS_45_QC19_R1_raw_72	04978_300ng_iH_HeLa_30SPD_FMS_45_QC19_R1_raw	72	04978_300ng_iH_HeLa_30SPD_FMS_45_QC19_R1_raw_72	04978_300ng_iH_HeLa_30SPD_FMS_45_QC19_R1_raw	72	04978_300ng_iH_HeLa_30SPD_FMS_45_QC19_R1_raw_72
04978_300ng_iH_HeLa_30SPD_FMS-45_QC2_R1.raw	Not applicable	HELA	OSCC_2	04978_300ng_iH_HeLa_30SPD_FMS_45_QC2_R1_raw	83	04978_300ng_iH_HeLa_30SPD_FMS_45_QC2_R1_raw_83	04978_300ng_iH_HeLa_30SPD_FMS_45_QC2_R1_raw	83	04978_300ng_iH_HeLa_30SPD_FMS_45_QC2_R1_raw_83	04978_300ng_iH_HeLa_30SPD_FMS_45_QC2_R1_raw	83	04978_300ng_iH_HeLa_30SPD_FMS_45_QC2_R1_raw_83
04978_300ng_iH_HeLa_30SPD_FMS-45_QC20_R1.raw	Not applicable	HELA	OSCC_21	04978_300ng_iH_HeLa_30SPD_FMS_45_QC20_R1_raw	74	04978_300ng_iH_HeLa_30SPD_FMS_45_QC20_R1_raw_74	04978_300ng_iH_HeLa_30SPD_FMS_45_QC20_R1_raw	74	04978_300ng_iH_HeLa_30SPD_FMS_45_QC20_R1_raw_74	04978_300ng_iH_HeLa_30SPD_FMS_45_QC20_R1_raw	74	04978_300ng_iH_HeLa_30SPD_FMS_45_QC20_R1_raw_74
04978_300ng_iH_HeLa_30SPD_FMS-45_QC21_R1.raw	Not applicable	HELA	OSCC_22	04978_300ng_iH_HeLa_30SPD_FMS_45_QC21_R1_raw	75	04978_300ng_iH_HeLa_30SPD_FMS_45_QC21_R1_raw_75	04978_300ng_iH_HeLa_30SPD_FMS_45_QC21_R1_raw	75	04978_300ng_iH_HeLa_30SPD_FMS_45_QC21_R1_raw_75	04978_300ng_iH_HeLa_30SPD_FMS_45_QC21_R1_raw	75	04978_300ng_iH_HeLa_30SPD_FMS_45_QC21_R1_raw_75
04978_300ng_iH_HeLa_30SPD_FMS-45_QC22_R1.raw	Not applicable	HELA	OSCC_23	04978_300ng_iH_HeLa_30SPD_FMS_45_QC22_R1_raw	76	04978_300ng_iH_HeLa_30SPD_FMS_45_QC22_R1_raw_76	04978_300ng_iH_HeLa_30SPD_FMS_45_QC22_R1_raw	76	04978_300ng_iH_HeLa_30SPD_FMS_45_QC22_R1_raw_76	04978_300ng_iH_HeLa_30SPD_FMS_45_QC22_R1_raw	76	04978_300ng_iH_HeLa_30SPD_FMS_45_QC22_R1_raw_76
04978_300ng_iH_HeLa_30SPD_FMS-45_QC23_R1.raw	Not applicable	HELA	OSCC_24	04978_300ng_iH_HeLa_30SPD_FMS_45_QC23_R1_raw	77	04978_300ng_iH_HeLa_30SPD_FMS_45_QC23_R1_raw_77	04978_300ng_iH_HeLa_30SPD_FMS_45_QC23_R1_raw	77	04978_300ng_iH_HeLa_30SPD_FMS_45_QC23_R1_raw_77	04978_300ng_iH_HeLa_30SPD_FMS_45_QC23_R1_raw	77	04978_300ng_iH_HeLa_30SPD_FMS_45_QC23_R1_raw_77
04978_300ng_iH_HeLa_30SPD_FMS-45_QC24_R1.raw	Not applicable	HELA	OSCC_25	04978_300ng_iH_HeLa_30SPD_FMS_45_QC24_R1_raw	78	04978_300ng_iH_HeLa_30SPD_FMS_45_QC24_R1_raw_78	04978_300ng_iH_HeLa_30SPD_FMS_45_QC24_R1_raw	78	04978_300ng_iH_HeLa_30SPD_FMS_45_QC24_R1_raw_78	04978_300ng_iH_HeLa_30SPD_FMS_45_QC24_R1_raw	78	04978_300ng_iH_HeLa_30SPD_FMS_45_QC24_R1_raw_78
04978_300ng_iH_HeLa_30SPD_FMS-45_QC25_R1.raw	Not applicable	HELA	OSCC_26	04978_300ng_iH_HeLa_30SPD_FMS_45_QC25_R1_raw	79	04978_300ng_iH_HeLa_30SPD_FMS_45_QC25_R1_raw_79	04978_300ng_iH_HeLa_30SPD_FMS_45_QC25_R1_raw	79	04978_300ng_iH_HeLa_30SPD_FMS_45_QC25_R1_raw_79	04978_300ng_iH_HeLa_30SPD_FMS_45_QC25_R1_raw	79	04978_300ng_iH_HeLa_30SPD_FMS_45_QC25_R1_raw_79
04978_300ng_iH_HeLa_30SPD_FMS-45_QC26_R1.raw	Not applicable	HELA	OSCC_27	04978_300ng_iH_HeLa_30SPD_FMS_45_QC26_R1_raw	80	04978_300ng_iH_HeLa_30SPD_FMS_45_QC26_R1_raw_80	04978_300ng_iH_HeLa_30SPD_FMS_45_QC26_R1_raw	80	04978_300ng_iH_HeLa_30SPD_FMS_45_QC26_R1_raw_80	04978_300ng_iH_HeLa_30SPD_FMS_45_QC26_R1_raw	80	04978_300ng_iH_HeLa_30SPD_FMS_45_QC26_R1_raw_80
04978_300ng_iH_HeLa_30SPD_FMS-45_QC27_R1.raw	Not applicable	HELA	OSCC_28	04978_300ng_iH_HeLa_30SPD_FMS_45_QC27_R1_raw	81	04978_300ng_iH_HeLa_30SPD_FMS_45_QC27_R1_raw_81	04978_300ng_iH_HeLa_30SPD_FMS_45_QC27_R1_raw	81	04978_300ng_iH_HeLa_30SPD_FMS_45_QC27_R1_raw_81	04978_300ng_iH_HeLa_30SPD_FMS_45_QC27_R1_raw	81	04978_300ng_iH_HeLa_30SPD_FMS_45_QC27_R1_raw_81
04978_300ng_iH_HeLa_30SPD_FMS-45_QC28_R1.raw	Not applicable	HELA	OSCC_29	04978_300ng_iH_HeLa_30SPD_FMS_45_QC28_R1_raw	82	04978_300ng_iH_HeLa_30SPD_FMS_45_QC28_R1_raw_82	04978_300ng_iH_HeLa_30SPD_FMS_45_QC28_R1_raw	82	04978_300ng_iH_HeLa_30SPD_FMS_45_QC28_R1_raw_82	04978_300ng_iH_HeLa_30SPD_FMS_45_QC28_R1_raw	82	04978_300ng_iH_HeLa_30SPD_FMS_45_QC28_R1_raw_82
04978_300ng_iH_HeLa_30SPD_FMS-45_QC3_R1.raw	Not applicable	HELA	OSCC_3	04978_300ng_iH_HeLa_30SPD_FMS_45_QC3_R1_raw	84	04978_300ng_iH_HeLa_30SPD_FMS_45_QC3_R1_raw_84	04978_300ng_iH_HeLa_30SPD_FMS_45_QC3_R1_raw	84	04978_300ng_iH_HeLa_30SPD_FMS_45_QC3_R1_raw_84	04978_300ng_iH_HeLa_30SPD_FMS_45_QC3_R1_raw	84	04978_300ng_iH_HeLa_30SPD_FMS_45_QC3_R1_raw_84
04978_300ng_iH_HeLa_30SPD_FMS-45_QC4_R1.raw	Not applicable	HELA	OSCC_4	04978_300ng_iH_HeLa_30SPD_FMS_45_QC4_R1_raw	85	04978_300ng_iH_HeLa_30SPD_FMS_45_QC4_R1_raw_85	04978_300ng_iH_HeLa_30SPD_FMS_45_QC4_R1_raw	85	04978_300ng_iH_HeLa_30SPD_FMS_45_QC4_R1_raw_85	04978_300ng_iH_HeLa_30SPD_FMS_45_QC4_R1_raw	85	04978_300ng_iH_HeLa_30SPD_FMS_45_QC4_R1_raw_85
04978_300ng_iH_HeLa_30SPD_FMS-45_QC5_R1.raw	Not applicable	HELA	OSCC_5	04978_300ng_iH_HeLa_30SPD_FMS_45_QC5_R1_raw	86	04978_300ng_iH_HeLa_30SPD_FMS_45_QC5_R1_raw_86	04978_300ng_iH_HeLa_30SPD_FMS_45_QC5_R1_raw	86	04978_300ng_iH_HeLa_30SPD_FMS_45_QC5_R1_raw_86	04978_300ng_iH_HeLa_30SPD_FMS_45_QC5_R1_raw	86	04978_300ng_iH_HeLa_30SPD_FMS_45_QC5_R1_raw_86
04978_300ng_iH_HeLa_30SPD_FMS-45_QC6_R1.raw	Not applicable	HELA	OSCC_6	04978_300ng_iH_HeLa_30SPD_FMS_45_QC6_R1_raw	87	04978_300ng_iH_HeLa_30SPD_FMS_45_QC6_R1_raw_87	04978_300ng_iH_HeLa_30SPD_FMS_45_QC6_R1_raw	87	04978_300ng_iH_HeLa_30SPD_FMS_45_QC6_R1_raw_87	04978_300ng_iH_HeLa_30SPD_FMS_45_QC6_R1_raw	87	04978_300ng_iH_HeLa_30SPD_FMS_45_QC6_R1_raw_87
04978_300ng_iH_HeLa_30SPD_FMS-45_QC7_R1.raw	Not applicable	HELA	OSCC_7	04978_300ng_iH_HeLa_30SPD_FMS_45_QC7_R1_raw	88	04978_300ng_iH_HeLa_30SPD_FMS_45_QC7_R1_raw_88	04978_300ng_iH_HeLa_30SPD_FMS_45_QC7_R1_raw	88	04978_300ng_iH_HeLa_30SPD_FMS_45_QC7_R1_raw_88	04978_300ng_iH_HeLa_30SPD_FMS_45_QC7_R1_raw	88	04978_300ng_iH_HeLa_30SPD_FMS_45_QC7_R1_raw_88
04978_300ng_iH_HeLa_30SPD_FMS-45_QC8_R1.raw	Not applicable	HELA	OSCC_8	04978_300ng_iH_HeLa_30SPD_FMS_45_QC8_R1_raw	89	04978_300ng_iH_HeLa_30SPD_FMS_45_QC8_R1_raw_89	04978_300ng_iH_HeLa_30SPD_FMS_45_QC8_R1_raw	89	04978_300ng_iH_HeLa_30SPD_FMS_45_QC8_R1_raw_89	04978_300ng_iH_HeLa_30SPD_FMS_45_QC8_R1_raw	89	04978_300ng_iH_HeLa_30SPD_FMS_45_QC8_R1_raw_89
04978_300ng_iH_HeLa_30SPD_FMS-45_QC9_R1.raw	Not applicable	HELA	OSCC_9	04978_300ng_iH_HeLa_30SPD_FMS_45_QC9_R1_raw	90	04978_300ng_iH_HeLa_30SPD_FMS_45_QC9_R1_raw_90	04978_300ng_iH_HeLa_30SPD_FMS_45_QC9_R1_raw	90	04978_300ng_iH_HeLa_30SPD_FMS_45_QC9_R1_raw_90	04978_300ng_iH_HeLa_30SPD_FMS_45_QC9_R1_raw	90	04978_300ng_iH_HeLa_30SPD_FMS_45_QC9_R1_raw_90
211102_300ng_iH_HeLa_30SPD_FMS-45_CMS_R1.raw	Not applicable	HELA	Glioma_1	211102_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw	91	211102_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw_91	211102_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw	91	211102_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw_91	211102_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw	91	211102_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw_91
211103_300ng_iH_HeLa_30SPD_FMS-45_R1.raw	Not applicable	HELA	Glioma_2	211103_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	92	211103_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_92	211103_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	92	211103_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_92	211103_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	92	211103_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_92
211103_300ng_iH_HeLa_30SPD_FMS-45_R2.raw	Not applicable	HELA	Glioma_3	211103_300ng_iH_HeLa_30SPD_FMS_45_R2_raw	93	211103_300ng_iH_HeLa_30SPD_FMS_45_R2_raw_93	211103_300ng_iH_HeLa_30SPD_FMS_45_R2_raw	93	211103_300ng_iH_HeLa_30SPD_FMS_45_R2_raw_93	211103_300ng_iH_HeLa_30SPD_FMS_45_R2_raw	93	211103_300ng_iH_HeLa_30SPD_FMS_45_R2_raw_93
211104_300ng_iH_HeLa_30SPD_FMS-45_CMS_R1.raw	Not applicable	HELA	Glioma_4	211104_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw	94	211104_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw_94	211104_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw	94	211104_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw_94	211104_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw	94	211104_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw_94
211112_300ng_iH_HeLa_30SPD_FMS-45_CMS_R1.raw	Not applicable	HELA	Glioma_5	211112_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw	95	211112_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw_95	211112_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw	95	211112_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw_95	211112_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw	95	211112_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw_95
211112_300ng_iH_HeLa_30SPD_FMS-45_R1.raw	Not applicable	HELA	Glioma_6	211112_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	96	211112_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_96	211112_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	96	211112_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_96	211112_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	96	211112_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_96
211124_300ng_iH_HeLa_30SPD_FMS-45_CMS_R1.raw	Not applicable	HELA	Glioma_7	211124_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw	97	211124_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw_97	211124_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw	97	211124_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw_97	211124_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw	97	211124_300ng_iH_HeLa_30SPD_FMS_45_CMS_R1_raw_97
211124_300ng_iH_HeLa_30SPD_FMS-45_CMS_R2.raw	Not applicable	HELA	Glioma_8	211124_300ng_iH_HeLa_30SPD_FMS_45_CMS_R2_raw	98	211124_300ng_iH_HeLa_30SPD_FMS_45_CMS_R2_raw_98	211124_300ng_iH_HeLa_30SPD_FMS_45_CMS_R2_raw	98	211124_300ng_iH_HeLa_30SPD_FMS_45_CMS_R2_raw_98	211124_300ng_iH_HeLa_30SPD_FMS_45_CMS_R2_raw	98	211124_300ng_iH_HeLa_30SPD_FMS_45_CMS_R2_raw_98
211125_300ng_iH_HeLa_30SPD_FMS-45_R1.raw	Not applicable	HELA	Glioma_9	211125_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	99	211125_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_99	211125_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	99	211125_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_99	211125_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	99	211125_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_99
220111_300ng_iH_HeLa_30SPD_FMS-45_R1.raw	Not applicable	HELA	Glioma_10	220111_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	100	220111_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_100	220111_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	100	220111_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_100	220111_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	100	220111_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_100
220118_300ng_iH_HeLa_30SPD_FMS-45_R1.raw	Not applicable	HELA	Glioma_11	220118_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	101	220118_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_101	220118_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	101	220118_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_101	220118_300ng_iH_HeLa_30SPD_FMS_45_R1_raw	101	220118_300ng_iH_HeLa_30SPD_FMS_45_R1_raw_101
