"Protein.Groups","sample_typepoor.logFC","sample_typepoor.adjPval"
"E41L2_HUMAN;E41L3_HUMAN",0.221415862186263,0.646327756958288
"E41L3_HUMAN",-0.382747627843724,0.746996157200563
"E41L3_HUMAN;EPB41_HUMAN",-0.0551401678539811,0.961877573944268
"EAA1_HUMAN",-0.151796257248475,0.956118904415787
"EAA2_HUMAN",0.00459572596328638,0.997392428034098
"EAA3_HUMAN",-0.645973972076741,0.558623276620072
"ECE1_HUMAN",NA,NA
"ECH1_HUMAN",0.485893348874697,0.114076791397706
"ECHA_HUMAN",0.0915706358919568,0.839209755990956
"ECHB_HUMAN",-0.0300385588151448,0.953644607355533
"ECHD1_HUMAN",0.0128787624771329,0.980987662044179
"ECHM_HUMAN",0.00838116497999667,0.992279753171679
"ECHP_HUMAN",-1.17372666396261,0.33088564050414
"ECI1_HUMAN",0.501723496780713,0.313954687097954
"ECI2_HUMAN",-0.00377481644884848,0.992279753171679
"ECM1_HUMAN",-0.609660308384913,0.553010368038666
"ECM29_HUMAN",0.427443179277703,0.463926259037209
"ECSIT_HUMAN",NA,NA
"EDC3_HUMAN",NA,NA
"EDC4_HUMAN",0.72635890176477,0.116212806520931
"EDEM3_HUMAN",NA,NA
"EDF1_HUMAN",0.468634680691081,0.209484133729096
"EDIL3_HUMAN",0.291584570492111,0.644816666147251
"EDNRB_HUMAN",NA,NA
"EEA1_HUMAN",0.464049329990884,0.089041485754061
"EF1A2_HUMAN",0.381545082189784,0.387901000905914
"EF1B_HUMAN",0.664073680907955,0.0668673340798209
"EF1B_HUMAN;EF1D_HUMAN",NA,NA
"EF1D_HUMAN",0.964798955189335,0.12994662570052
"EF1G_HUMAN",0.741205796413494,0.115966920307714
"EF2_HUMAN",0.856736886561069,0.116212806520931
"EFGM_HUMAN",0.350169052657976,0.333419878210296
"EFHD1_HUMAN",-0.547665061489155,0.152348061765526
"EFHD1_HUMAN;EFHD2_HUMAN",0.694886378643838,0.405737621174903
"EFHD2_HUMAN",0.163871162620363,0.85417759512459
"EFNMT_HUMAN",NA,NA
"EFR3A_HUMAN",-0.92286229467269,0.596840599969793
"EFR3A_HUMAN;EFR3B_HUMAN",-0.355904754834943,0.473666121108564
"EFR3B_HUMAN",-0.273554463733187,0.679826810972342
"EFTS_HUMAN",-0.0704486915934018,0.910694692480739
"EFTU_HUMAN",0.230878531789234,0.711254387604222
"EGFL8_HUMAN",NA,NA
"EGFR_HUMAN",-0.281793132141869,0.771160201042215
"EGLN_HUMAN",NA,NA
"EGLN1_HUMAN",1.19105320057925,0.504184392248542
"EHBP1_HUMAN",0.438452451322247,0.309303245651653
"EHD1_HUMAN",-0.0425282330920108,0.92927699589492
"EHD1_HUMAN;EHD2_HUMAN;EHD3_HUMAN",0.292511553341839,0.592385585853521
"EHD1_HUMAN;EHD3_HUMAN",-0.746246443750088,0.292591162625768
"EHD2_HUMAN",0.390056486021943,0.45404275635208
"EHD3_HUMAN",-0.199040058696639,0.827874192126531
"EHD3_HUMAN;EHD4_HUMAN",-0.121630678694081,0.881104097775642
"EHD4_HUMAN",0.81730880184889,0.154372261595651
"EI2BA_HUMAN",0.492116334153645,0.28304611436421
"EI2BB_HUMAN",0.228141922122868,0.671052112423012
"EI2BD_HUMAN",NA,NA
"EI2BE_HUMAN",NA,NA
"EI2BG_HUMAN",NA,NA
"EIF2A_HUMAN",0.952253825488893,0.205263757533969
"EIF3A_HUMAN",0.796861912776895,0.114131406268448
"EIF3B_HUMAN",1.02098111099699,0.0711624232385121
"EIF3D_HUMAN",0.612315147120083,0.324137433000874
"EIF3E_HUMAN",0.886782020177748,0.258389867726628
"EIF3F_HUMAN",0.888024704249457,0.143583324919907
"EIF3G_HUMAN",1.32905449004996,0.276546290778746
"EIF3H_HUMAN",1.10516668515804,0.00824398989812473
"EIF3I_HUMAN",0.755837569419107,0.241459684301937
"EIF3J_HUMAN",0.0193613445786062,0.975226906727156
"EIF3K_HUMAN",0.766805271242403,0.296835234165689
"EIF3L_HUMAN",0.787191627953448,0.248344779468961
"EIF3M_HUMAN",1.04328666205699,0.0329970086571062
"EIPR1_HUMAN",-0.72991118164712,0.319103684973029
"ELAV1_HUMAN",0.691537438485437,0.175054875224638
"ELAV2_HUMAN",0.376610509153072,0.648352297106529
"ELAV2_HUMAN;ELAV3_HUMAN;ELAV4_HUMAN",0.112970266028745,0.827874192126531
"ELAV2_HUMAN;ELAV4_HUMAN",-0.282405430999413,0.736872149499524
"ELAV3_HUMAN",0.1117186176405,0.869729069358937
"ELAV3_HUMAN;ELAV4_HUMAN",-0.0192525087125941,0.968940643288027
"ELMO1_HUMAN",-0.214407522999759,0.582161884279653
"ELMO1_HUMAN;ELMO2_HUMAN",-0.12913319621564,0.846108942141036
"ELMO2_HUMAN",0.318522296846866,0.232155611215525
"ELOB_HUMAN",0.340249124233466,0.576082836071721
"ELOC_HUMAN",0.556344651194138,0.147233847625792
"ELP1_HUMAN",0.377868133608499,0.28304611436421
"ELP2_HUMAN",NA,NA
"ELP3_HUMAN",0.195529200529168,0.839977029395848
"ELYS_HUMAN",NA,NA
"EM55_HUMAN",0.548018727488222,0.227319276339329
"EMAL2_HUMAN",-0.0940983312881774,0.947136687306322
"EMAL3_HUMAN",1.30090593667859,0.110249801586534
"EMAL4_HUMAN",2.1762694981333,0.020168337450731
"EMC1_HUMAN",0.34865251263285,0.206322341302496
"EMC2_HUMAN",0.384326799332974,0.406763343464286
"EMC3_HUMAN",0.0820333537644132,0.916719222960577
"EMC5_HUMAN",-0.086707626470364,0.871569951823061
"EMC7_HUMAN",0.871700926969072,0.0701956205438297
"EMD_HUMAN",0.250433438900372,0.454022682185398
"EMIL1_HUMAN",0.722518753065921,0.487095776918585
"EMIL2_HUMAN",1.08992896243834,0.229927943705541
"ENDD1_HUMAN",-0.949264680937518,0.0121257874532395
"ENOA_HUMAN",-0.114169154328996,0.844385823556445
"ENOA_HUMAN;ENOB_HUMAN;ENOG_HUMAN",-0.169186057955648,0.878079609321183
"ENOB_HUMAN",3.89358877167938,0.0757929038624393
"ENOB_HUMAN;ENOG_HUMAN",0.193153570713398,0.904727767974936
"ENOG_HUMAN",-0.569433452521065,0.749453658178291
"ENOPH_HUMAN",-0.0937737888389816,0.889095255572844
"ENPL_HUMAN",0.67562149187092,0.309325744290355
"ENPL_HUMAN;HS90B_HUMAN",0.764017195157983,0.144234006874049
"ENPLL_HUMAN;ENPL_HUMAN",1.61453697866446,0.000480798196160951
"ENPP4_HUMAN",0.203490163406702,0.785324106139465
"ENPP6_HUMAN",-1.26246764650765,0.0392918734979587
"ENSA_HUMAN",0.466550670762302,0.327789549556292
"ENTP3_HUMAN",-0.0758153875143693,0.878417093533139
"ENY2_HUMAN",1.74576510883313,0.15209436844343
"EP15R_HUMAN",0.362269675706859,0.458833684383103
"EPB41_HUMAN",-0.28189552902877,0.820626049116046
"EPB42_HUMAN",NA,NA
"EPDR1_HUMAN",-0.503192572903024,0.519404475688286
"EPHA4_HUMAN",-0.369534286670464,0.569082648766249
"EPHA5_HUMAN",0.176364319835262,0.725063150650082
"EPHB2_HUMAN",0.0553243269233073,0.896603482178007
"EPHB6_HUMAN",-0.504563819291894,0.599826034926626
"EPIPL_HUMAN;PLEC_HUMAN",-0.372800296244482,0.534842506203022
"EPM2A_HUMAN",0.507415595158126,0.43229778712682
"EPMIP_HUMAN",-0.55166372280651,0.324137433000874
"EPN1_HUMAN",-0.0769040733013829,0.947962160005293
"EPN1_HUMAN;EPN3_HUMAN",-0.584161994731462,0.464028891970343
"EPN2_HUMAN",-0.283047012813789,0.585380599922481
"EPN4_HUMAN",0.189085295599877,0.625324482224633
"EPS15_HUMAN",0.840684255703128,0.110994056890786
"EPS8_HUMAN",0.894901459119464,0.357311744332203
"ERAP1_HUMAN",0.865400777049403,0.167742114906377
"ERBIN_HUMAN",NA,NA
"ERC2_HUMAN",-0.00147650462841716,0.997392428034098
"ERC2_HUMAN;RB6I2_HUMAN",-0.706797601383328,0.187633364791644
"ERF1_HUMAN",0.738703684144691,0.116212806520931
"ERF3A_HUMAN",0.00510930353761123,0.995533757596402
"ERF3A_HUMAN;ERF3B_HUMAN",0.549173511578746,0.251658307223614
"ERF3B_HUMAN",0.392837790614288,0.333149319677514
"ERG24_HUMAN",NA,NA
"ERGI1_HUMAN",0.389126654655645,0.570416538833752
"ERGI2_HUMAN",1.5681149450422,0.378868174335027
"ERLEC_HUMAN",0.220331856533067,0.633304239340044
"ERLN1_HUMAN",0.683443264730082,0.158039493423926
"ERLN1_HUMAN;ERLN2_HUMAN",0.407091258322425,0.314777794750996
"ERLN2_HUMAN",0.66402313578049,0.265984019428531
"ERMIN_HUMAN",-0.55151962870372,0.371200730746628
"ERMP1_HUMAN",-0.253454986318065,0.504184392248542
"ERO1A_HUMAN",0.21857980670508,0.540879494442542
"ERP29_HUMAN",0.698696476290219,0.146104026006147
"ERP44_HUMAN",0.588978456537453,0.231240562335588
"ESAM_HUMAN",NA,NA
"ESF1_HUMAN",NA,NA
"ESTD_HUMAN",0.136218907136625,0.673074727286167
"ESYT1_HUMAN",0.204933045227435,0.534833330875779
"ESYT2_HUMAN",-0.00806070664863545,0.988830143319493
"ETFA_HUMAN",0.377700213052832,0.215500105142347
"ETFB_HUMAN",0.079764106269581,0.7729628047422
"ETFD_HUMAN",-0.413392791869105,0.280419353969402
"ETHE1_HUMAN",0.373475884911373,0.285114243041575
"EVI5L_HUMAN",0.593443512925748,0.684695640478819
"EVL_HUMAN",0.107452057683208,0.766237783570661
"EWS_HUMAN",0.584704162500637,0.693440321907393
"EXC6B_HUMAN",NA,NA
"EXOC1_HUMAN",0.0447630913216668,0.901602846101263
"EXOC2_HUMAN",0.0391756210424763,0.913159574489434
"EXOC3_HUMAN",-0.00706172037362951,0.988830143319493
"EXOC4_HUMAN",-0.0789738060959811,0.817365855264453
"EXOC5_HUMAN",-0.0758701342104213,0.839209755990956
"EXOC7_HUMAN",-0.188294868274467,0.625672311334333
"EXOC8_HUMAN",0.0777029226951166,0.823749934157064
"EXOG_HUMAN",-0.140558902586596,0.785324106139465
"EXOS1_HUMAN",NA,NA
"EXOS4_HUMAN",0.765384226194703,0.661472921230328
"EXOS7_HUMAN",NA,NA
"EXOS9_HUMAN",2.59728774182865,0.0342552846160688
"EXOSX_HUMAN",NA,NA
"EZRI_HUMAN",0.320181969520561,0.481314563050893
"EZRI_HUMAN;MOES_HUMAN;RADI_HUMAN",0.0129197051976478,0.988830143319493
"EZRI_HUMAN;RADI_HUMAN",-0.584751900487635,0.34340018389974
"F107B_HUMAN",0.346015035902894,0.685056941756425
"F1142_HUMAN",0.345136755018929,0.210149550710972
"F120A_HUMAN",0.238505781709655,0.452287580553061
"F126B_HUMAN",-0.0726975589655203,0.888654183810016
"F13A_HUMAN",0.229966628516706,0.885178142011833
"F162A_HUMAN",-0.384207796256472,0.565283363145668
"F169A_HUMAN",0.252718963999722,0.597269060167793
"F16P1_HUMAN",1.34948592270348,0.105832415310271
"F1711_HUMAN",-0.0871647538273256,0.93512437504868
"F171B_HUMAN",0.514866886764048,0.567960885584024
"F177A_HUMAN",0.237129892693988,0.671765471949623
"F241B_HUMAN",-0.569206926303296,0.663352977953557
"F262_HUMAN",-0.3143771332858,0.519404475688286
"F91A1_HUMAN",NA,NA
"FA10_HUMAN",-0.355400317687692,0.769707651595617
"FA12_HUMAN",-1.11865304903793,0.276782616810643
"FA5_HUMAN",NA,NA
"FA50A_HUMAN",NA,NA
"FA81A_HUMAN",-0.0713456220578942,0.906803236295921
"FA9_HUMAN",NA,NA
"FA98A_HUMAN",0.136398802953974,0.834342300577322
"FA98A_HUMAN;FA98B_HUMAN",0.302139344682028,0.869715123055805
"FA98B_HUMAN",0.49020739788336,0.171078752528466
"FAAA_HUMAN",0.272679610185273,0.661472921230328
"FAAH1_HUMAN",-0.8965092477307,0.273071661571712
"FABP5_HUMAN",0.207075115106245,0.803423042900898
"FABP7_HUMAN",-0.000668894927955359,0.998792004829433
"FACE1_HUMAN",0.0127842596891927,0.980987662044179
"FAD1_HUMAN",0.0445279409962251,0.980987662044179
"FADS2_HUMAN",0.617707608592227,0.412020793359205
"FAF1_HUMAN",1.43890396037702,0.0678269692658216
"FAF2_HUMAN",0.123260899699076,0.803948991745904
"FAH2A_HUMAN",0.0333101923850978,0.946415331373657
"FAHD1_HUMAN",-0.776887983218193,0.13556013426569
"FAK1_HUMAN",0.364848659074261,0.254852771692561
"FAK2_HUMAN",-0.0455700469638192,0.947962160005293
"FAKD4_HUMAN",-0.276458446247842,0.770523006924497
"FAM3C_HUMAN",-0.0707735420378016,0.933942070180036
"FARP1_HUMAN",0.24253319355721,0.654592051449417
"FAS_HUMAN",0.989537226696707,0.112052165247256
"FBLN1_HUMAN",-0.556261324274747,0.757139923994828
"FBLN2_HUMAN",NA,NA
"FBLN3_HUMAN",NA,NA
"FBN1_HUMAN",0.480157329114633,0.763697200316575
"FBN1_HUMAN;FBN2_HUMAN",-2.09214045319884,0.262338186638398
"FBRL_HUMAN",1.03327619973656,0.116670238077065
"FBX2_HUMAN",-0.712921801227913,0.481314563050893
"FBX21_HUMAN",0.0533115718420203,0.916420953465132
"FBX3_HUMAN",-0.219311321739042,0.821527158566178
"FBX41_HUMAN",-0.0946651724291984,0.901368578805958
"FCGBP_HUMAN",0.211577757923968,0.73730339151327
"FCGRN_HUMAN",1.53777016314085,0.120630689297157
"FCHO2_HUMAN",NA,NA
"FCL_HUMAN",0.346076015396019,0.353504971936739
"FCSK_HUMAN",0.0346566341714508,0.958984982821223
"FDFT_HUMAN",NA,NA
"FDX2_HUMAN",0.351956595407774,0.746996157200563
"FEN1_HUMAN",NA,NA
"FER_HUMAN",NA,NA
"FERM2_HUMAN",0.0553678451044506,0.85417759512459
"FETUA_HUMAN",0.768745625050638,0.577684356499097
"FGF1_HUMAN",-0.673062471378025,0.230024190134667
"FGOP2_HUMAN",NA,NA
"FHI2A_HUMAN",NA,NA
"FHIT_HUMAN",-0.167500217500311,0.680251042346643
"FHL1_HUMAN",-0.225824063371683,0.685056941756425
"FIBA_HUMAN",0.380854346235294,0.802522974049693
"FIBA_HUMAN;sp|CONTAMINANT_P02672",3.15097912105145,0.239153396269174
"FIBB_HUMAN",1.22791755532161,0.297078850190848
"FIBB_HUMAN;sp|CONTAMINANT_P02676",1.9648526378411,0.73128003591698
"FIBG_HUMAN",1.24713875974709,0.276782616810643
"FIBP_HUMAN",-0.144661843566708,0.746996157200563
"FILA2_HUMAN",NA,NA
"FINC_HUMAN",1.09959044648401,0.35404891701589
"FIP1_HUMAN",NA,NA
"FIS1_HUMAN",0.220244313395929,0.685382093615299
"FKB10_HUMAN",1.81260891105867,0.00300553648195529
"FKB11_HUMAN",1.70411012346471,0.0599393049186489
"FKB15_HUMAN",0.605246967949972,0.142802532061856
"FKB1A_HUMAN",-0.0433472459365064,0.968032660304001
"FKBP2_HUMAN",0.713568814102067,0.106292922136272
"FKBP3_HUMAN",0.00287094419280407,0.994855570426733
"FKBP4_HUMAN",0.651307307371905,0.0913360727765583
"FKBP5_HUMAN",0.935991192145648,0.142366356933887
"FKBP7_HUMAN",0.135575606508887,0.904727767974936
"FKBP8_HUMAN",-0.42337444106947,0.349348414561434
"FKBP9_HUMAN",1.29327473596263,0.129567255985085
"FLCN_HUMAN",NA,NA
"FLII_HUMAN",0.538375440238654,0.253540043351161
"FLNA_HUMAN",0.309933780050083,0.762210159270932
"FLNA_HUMAN;FLNB_HUMAN;FLNC_HUMAN",0.138678399840721,0.866449896252087
"FLNA_HUMAN;FLNC_HUMAN",-1.00564194741494,0.390732243857301
"FLNB_HUMAN",0.351050080691107,0.578611832481056
"FLNB_HUMAN;FLNC_HUMAN",-0.302636477740945,0.743860588223568
"FLNC_HUMAN",-0.449775101385736,0.710369289501182
"FLOT1_HUMAN",0.362307116476446,0.51385702926331
"FLOT2_HUMAN",-0.152671334145851,0.811793390111477
"FLRT2_HUMAN",NA,NA
"FMN2_HUMAN",-0.548423433988004,0.354252392637153
"FMNL1_HUMAN",NA,NA
"FMNL2_HUMAN",-0.771365783464104,0.0976550284311125
"FMNL2_HUMAN;FMNL3_HUMAN",-0.965330583499249,0.0461792697966636
"FMNL3_HUMAN",NA,NA
"FMOD_HUMAN",-1.7968403560733,0.383614768018858
"FMR1_HUMAN",0.0510969218407549,0.982332323238592
"FMR1_HUMAN;FXR1_HUMAN;FXR2_HUMAN",0.530609387569972,0.366057721192023
"FN3K_HUMAN",-0.595568164126611,0.33082991712286
"FNBP1_HUMAN",0.2290205048884,0.801722812345745
"FND3A_HUMAN",NA,NA
"FNTA_HUMAN",0.484474294042477,0.22489609964063
"FNTB_HUMAN",-0.226425959326048,0.807981567211106
"FOLR2_HUMAN",2.11148555719622,0.0960255996766467
"FPPS_HUMAN",0.014120191196777,0.984796160125309
"FPR1_HUMAN",1.37631421644099,0.170661329758043
"FPRP_HUMAN",0.449857781721355,0.500787746070158
"FRIH_HUMAN",0.103459241955555,0.921714021825167
"FRIL_HUMAN",0.587266416199676,0.440035678059102
"FRPD1_HUMAN",-0.491662955652205,0.780149926678626
"FRS1L_HUMAN",-0.0666805289717948,0.902323207702867
"FRY_HUMAN",-0.39558736435089,0.642790691992338
"FSCN1_HUMAN",0.309595795487863,0.734287894028987
"FSD1_HUMAN",0.0457251759917161,0.941787737392132
"FSD1L_HUMAN",-0.193241850344836,0.704478576949911
"FSTL1_HUMAN",NA,NA
"FTO_HUMAN",NA,NA
"FUBP1_HUMAN",0.237277659827888,0.744900263690524
"FUBP2_HUMAN",1.15698989687648,0.0329970086571062
"FUBP3_HUMAN",1.51254277591961,0.082978280655773
"FUCO_HUMAN",NA,NA
"FUMH_HUMAN",0.0984376175958633,0.905672971584536
"FUND1_HUMAN",NA,NA
"FUND2_HUMAN",-0.175279347994665,0.732634797582232
"FUS_HUMAN",0.953769102279116,0.241515055649831
"FUS_HUMAN;RBP56_HUMAN",1.37861364041854,0.0855594774617802
"FUT8_HUMAN",NA,NA
"FXL16_HUMAN",0.150768402948104,0.732285138590692
"FXL18_HUMAN",0.265827229760083,0.63399721248006
"FXL20_HUMAN",0.315901484563178,0.405662938321337
"FXR1_HUMAN",0.308015683881728,0.592889025179549
"FXR2_HUMAN",0.268284683502132,0.476242071998122
"FXYD6_HUMAN",-0.647965474700602,0.388263726237404
"FXYD7_HUMAN",-0.498689422048916,0.677251393234001
"FYN_HUMAN",0.0827965324717523,0.877275167903882
"FYN_HUMAN;HCK_HUMAN;LYN_HUMAN;SRC_HUMAN;YES_HUMAN",-0.0346003168484898,0.933115675900378
"G37L1_HUMAN",NA,NA
"G3BP1_HUMAN",1.95970136229343,0.0103086219926104
"G3BP1_HUMAN;G3BP2_HUMAN",NA,NA
"G3BP2_HUMAN",0.0964167470364397,0.836852334858014
"G3P_HUMAN",-0.0471572416124806,0.961877573944268
"G3PT_HUMAN",NA,NA
"G3PT_HUMAN;G3P_HUMAN",NA,NA
"G45IP_HUMAN",NA,NA
"G6PD_HUMAN",0.4767820682694,0.205936727992236
"G6PE_HUMAN",NA,NA
"G6PI_HUMAN",0.20503192097465,0.821527158566178
"G6PI_HUMAN;sp|CONTAMINANT_Q3ZBD7",-0.194451349411204,0.769707651595617
"GA2L1_HUMAN",-0.48481850498158,0.650436117247051
"GAB1_HUMAN",0.736315815663681,0.469743604854687
"GABPA_HUMAN",NA,NA
"GABR1_HUMAN",-0.637409531413926,0.280419353969402
"GABR2_HUMAN",-0.0528172166284763,0.900552062963952
"GABT_HUMAN",-0.325722737466011,0.760165645104753
"GAK_HUMAN",-0.238121155155311,0.526849518203758
"GALD1_HUMAN",0.0365967545465586,0.948804288479597
"GALE_HUMAN",0.122319812527993,0.839209755990956
"GALK1_HUMAN",0.608672938217433,0.324137433000874
"GALK2_HUMAN",NA,NA
"GALM_HUMAN",0.851730071048521,0.0740895048566774
"GALNS_HUMAN",NA,NA
"GALT2_HUMAN",1.41854669882344,0.313070276955245
"GAMT_HUMAN",-1.802829866755,0.238437820321769
"GAN_HUMAN",-0.362743554483963,0.698999746497122
"GANAB_HUMAN",0.85942059822016,0.10755447351369
"GAPD1_HUMAN",0.599888421385332,0.166709021824517
"GAPR1_HUMAN",-0.398754693335397,0.570416538833752
"GAR1_HUMAN",NA,NA
"GARS_HUMAN",0.557198756235841,0.123361632848721
"GAS7_HUMAN",-0.0318700246422457,0.961934800231409
"GATM_HUMAN",-0.0849295018304799,0.947962160005293
"GBB1_HUMAN",-0.614494308221865,0.60908215478519
"GBB1_HUMAN;GBB2_HUMAN",-0.719666774164988,0.34340018389974
"GBB1_HUMAN;GBB2_HUMAN;GBB3_HUMAN",-1.76432991088836,0.208560312278167
"GBB1_HUMAN;GBB2_HUMAN;GBB3_HUMAN;GBB4_HUMAN",-0.300503658398401,0.763363881099518
"GBB1_HUMAN;GBB2_HUMAN;GBB4_HUMAN",-0.588423855717118,0.592005882945391
"GBB2_HUMAN",-0.381093923440654,0.762238478224938
"GBB2_HUMAN;GBB4_HUMAN",-0.45281585292202,0.664083108426295
"GBB4_HUMAN",0.543306233102832,0.519296670468772
"GBF1_HUMAN",NA,NA
"GBG12_HUMAN",-0.252677854532266,0.726508543386441
"GBG2_HUMAN",-0.232735041593633,0.849538728462914
"GBG3_HUMAN",-1.65457581006187,0.129348981882421
"GBG4_HUMAN",0.718752014659813,0.218155299839482
"GBP1_HUMAN",-0.0884219444537442,0.961418760503496
"GBP1_HUMAN;GBP2_HUMAN",NA,NA
"GBP1_HUMAN;GBP3_HUMAN",-0.319185968043831,0.677571915806215
"GBP2_HUMAN",-0.657947993290808,0.712667203327864
"GBP4_HUMAN",NA,NA
"GBRA1_HUMAN",0.0720556422008619,0.937439874358373
"GBRA3_HUMAN",-0.234762688158,0.685056941756425
"GBRA4_HUMAN",-0.408701764613738,0.546427700666427
"GBRAP_HUMAN",-0.334154909275147,0.430204103542034
"GBRAP_HUMAN;GBRL1_HUMAN",-0.200801855996493,0.866449896252087
"GBRB1_HUMAN",-0.045952233103231,0.93512437504868
"GBRB1_HUMAN;GBRB2_HUMAN",0.00399074849190705,0.995810282668786
"GBRB1_HUMAN;GBRB2_HUMAN;GBRB3_HUMAN",-0.963314149588579,0.244266254696867
"GBRB2_HUMAN",-0.270802234546539,0.594031729018221
"GBRB3_HUMAN",-0.549940362021736,0.471013269273314
"GBRG2_HUMAN",-0.126937626926339,0.931520546080571
"GBRL1_HUMAN",0.00057545797149584,0.998792004829433
"GBRL1_HUMAN;GBRL2_HUMAN",-0.024935945255605,0.980987662044179
"GBRL2_HUMAN",-0.28276989101493,0.710906487344863
"GCC2_HUMAN",NA,NA
"GCDH_HUMAN",0.317408746314031,0.487095776918585
"GCN1_HUMAN",0.935024648805209,0.174001711306961
"GCP2_HUMAN",0.380269769312267,0.823785339189793
"GCP3_HUMAN",0.451180910451136,0.488714280915457
"GCP60_HUMAN",1.0206328590071,0.0474849787178471
"GCR_HUMAN",NA,NA
"GCSH_HUMAN",0.282014921334272,0.565283363145668
"GCYA1_HUMAN",0.156997310781328,0.818927603309515
"GCYA2_HUMAN",-0.124000211986415,0.839209755990956
"GCYB1_HUMAN",-0.234519557446006,0.661243292961952
"GD1L1_HUMAN",-0.357451282227872,0.518969669520738
"GDAP1_HUMAN",-0.403799106363564,0.756385002250791
"GDE_HUMAN",-0.200025260412355,0.596903377579754
"GDE1_HUMAN",-0.167307276401379,0.802996085317285
"GDF15_HUMAN",-0.552067472996335,0.596840599969793
"GDIA_HUMAN",0.332963114056281,0.709111786697332
"GDIA_HUMAN;GDIB_HUMAN",-0.285897334506234,0.671113383436126
"GDIB_HUMAN",0.190928784616937,0.534224004487919
"GDIR1_HUMAN",0.228796222383761,0.672023172951268
"GDIR2_HUMAN",0.910518135401405,0.128941035527499
"GDN_HUMAN",0.266254706662878,0.821895463323409
"GDPD1_HUMAN",0.190156336980222,0.602017628103162
"GDS1_HUMAN",-0.659313726811372,0.151224415373614
"GELS_HUMAN",0.0672957864526411,0.865528775527392
"GELS_HUMAN;sp|CONTAMINANT_Q3SX14",-0.391882430365555,0.234643602238545
"GEMI5_HUMAN",NA,NA
"GEPH_HUMAN",-0.399412344366237,0.388504182676362
"GET3_HUMAN",0.608706084663493,0.166709021824517
"GET4_HUMAN",0.0468041041756534,0.931613694041315
"GFAP_HUMAN",-0.49662260266035,0.633460025514834
"GFAP_HUMAN;K2C8_HUMAN;sp|CONTAMINANT_Q6NXH9",-1.56091538578178,0.169505909130385
"GFPT1_HUMAN",1.02245241385135,0.116308927210592
"GFRA2_HUMAN",NA,NA
"GGA3_HUMAN",0.395103904459429,0.381809263592185
"GGACT_HUMAN",0.548410314771778,0.397749813377619
"GGCT_HUMAN",0.309706224070877,0.459929557860223
"GGH_HUMAN",1.60370646761367,0.0103086219926104
"GGT5_HUMAN",-0.438087808177369,0.446535218223507
"GGT7_HUMAN",-0.0777727708499661,0.900552062963952
"GGYF1_HUMAN",NA,NA
"GGYF2_HUMAN",NA,NA
"GHC1_HUMAN",-0.206848240602263,0.740459555577934
"GHC1_HUMAN;GHC2_HUMAN",-0.572479554088282,0.366932540288634
"GHC2_HUMAN",0.119548404846013,0.917382878617364
"GHDC_HUMAN",0.415324326412255,0.279267902336171
"GID8_HUMAN",0.370768889724808,0.374440635143721
"GIMA1_HUMAN",NA,NA
"GIMA4_HUMAN",1.11449026210897,0.191218568369447
"GIMA7_HUMAN",0.316415896450661,0.839165437585494
"GIPC1_HUMAN",-0.373804192015429,0.678623765860538
"GIPC1_HUMAN;GIPC3_HUMAN",0.0715665757574533,0.917792614426885
"GIT1_HUMAN",-0.192186581639765,0.592005882945391
"GIT2_HUMAN",NA,NA
"GLCM_HUMAN",0.20618418038263,0.658490481784022
"GLGB_HUMAN",0.537909500141612,0.675694722907739
"GLNA_HUMAN",-0.346969073605649,0.827581656524878
"GLO2_HUMAN",-0.288786219410045,0.702851250938114
"GLOD4_HUMAN",0.297308883470892,0.425011318188053
"GLPC_HUMAN",0.770774887594481,0.373893013764628
"GLPK_HUMAN",0.0366969991599252,0.95940357572362
"GLRX1_HUMAN",0.515370673281711,0.391980722756835
"GLRX3_HUMAN",0.653291933362231,0.0471042559677652
"GLRX5_HUMAN",1.06065082286213,0.055253130741231
"GLSK_HUMAN",-0.17459869203404,0.87218968816202
"GLU2B_HUMAN",1.16176748573093,0.0262372170480764
"GLUCM_HUMAN",-1.44740659132395,0.0937762720080009
"GLYC_HUMAN",0.795879626210575,0.152864109258394
"GLYG_HUMAN",0.175920698516556,0.699048692925008
"GLYM_HUMAN",0.38269472052693,0.552757362650164
"GLYR1_HUMAN",0.533277752861234,0.171741947376279
"GMDS_HUMAN",NA,NA
"GMFB_HUMAN",0.096831656387036,0.892212041244999
"GMPPA_HUMAN",0.891030604818945,0.0764375305244126
"GMPPB_HUMAN",0.426441802480342,0.324137433000874
"GMPR1_HUMAN",-3.34241891070942,0.147710817254987
"GMPR2_HUMAN",0.107358032664017,0.89462853034503
"GNA11_HUMAN",-0.250254895308703,0.420131656240381
"GNA11_HUMAN;GNA14_HUMAN;GNAQ_HUMAN",-0.638946072033996,0.374264180055352
"GNA11_HUMAN;GNAQ_HUMAN",-0.57961712949995,0.304803053759719
"GNA12_HUMAN;GNA13_HUMAN",-0.880741174037882,0.315223503109725
"GNA13_HUMAN",-0.0627422746586149,0.839165437585494
"GNAI1_HUMAN",-0.37616389191817,0.675694722907739
"GNAI1_HUMAN;GNAI2_HUMAN",-0.12712532696743,0.832499052933689
"GNAI1_HUMAN;GNAI2_HUMAN;GNAI3_HUMAN",-0.686444603745289,0.17218697154024
