"","logFC","pval","adjPval","negLogAdjPval","significant"
"NPTX1_HUMAN",0.0305397984352735,0.891400161277881,0.960930073970962,0.0173082144058248,FALSE
"NPTX2_HUMAN",-0.615910891519878,0.229316224072845,0.50910358796957,0.293193842208596,FALSE
"NPTXR_HUMAN",0.355269727817396,0.425101602990162,0.685769684853341,0.163821717226192,FALSE
"NQO1_HUMAN",0.573313950243273,0.343701220942235,0.624572252079504,0.204417314112292,FALSE
"NRBP_HUMAN",0.347493705533508,0.413671966215497,0.677923719759538,0.168819170367794,FALSE
"NRBP2_HUMAN",0.102239407755701,0.77197730412736,0.900552062963952,0.0454911745664287,FALSE
"NRCAM_HUMAN",-0.343558691102724,0.531784967940618,0.762158146478929,0.117954903966271,FALSE
"NRN1_HUMAN",0.420379630918019,0.226856713345807,0.505234849057617,0.296506701205694,FALSE
"NRP2_HUMAN",0.0473276821578221,0.927070318544717,0.975226906727156,0.0108943249430724,FALSE
"NRX1A_HUMAN",0.0434236894754406,0.872740804301866,0.951382739922833,0.0216447318569062,FALSE
"NRX1A_HUMAN;NRX2A_HUMAN",0.0706610152673139,0.869249870183769,0.949501739784277,0.0225042351628571,FALSE
"NRX1A_HUMAN;NRX3A_HUMAN",0.818330089584871,0.0292060991807578,0.175054875224638,0.756825789762273,FALSE
"NRX3A_HUMAN",-0.121514960493419,0.55155567455113,0.771160201042215,0.11285539211581,FALSE
"NS1BP_HUMAN",0.524553989268668,0.307056904617341,0.592005882945391,0.227673977537171,FALSE
"NSDHL_HUMAN",0.65508118642723,0.13743914420095,0.388073951913706,0.411085506756996,FALSE
"NSF_HUMAN",0.217927419917201,0.728537550265775,0.874346826111253,0.0583162621158339,FALSE
"NSF1C_HUMAN",0.440755390917544,0.109955739579773,0.346598502705869,0.460173317755926,FALSE
"NSUN2_HUMAN",1.28135788183289,0.011093191091549,0.112325009331638,0.949523536655,FALSE
