"Protein.Groups","sample_typenot_brain.logFC","sample_typenot_brain.pval","sample_typenot_brain.adjPval"
"CO4A_HUMAN;CO4B_HUMAN;CONTAMINANT_ENSBTAP00000007350",1.27877023838192,0.0612352409954649,0.182364256447277
"CO4A_HUMAN;CONTAMINANT_ENSBTAP00000007350",0.562982107890674,0.165823745813398,0.33074627561694
"CO6A1_HUMAN",1.86356810706475,0.0217448233515578,0.0997543771252715
"CO8B_HUMAN",-1.2395595146637,0.0182089167205597,0.0897808937838506
"COCA1_HUMAN",1.69928051605875,0.0019730257356085,0.0255475996132289
"COEA1_HUMAN",3.08448727207878,6.933896128902e-06,0.0008073965073182
"COF1_HUMAN",-1.2212165581262,5.52919414897332e-06,0.0008073965073182
"COF1_HUMAN;COF2_HUMAN",-1.11208039097855,0.00421621459755575,0.0415954504651333
"COFA1_HUMAN",0.735313376268868,0.249087100366622,0.429178243354695
"COG4_HUMAN",NA,NA,NA
"COG7_HUMAN",-0.930112221051189,0.0772673149892408,0.208041175829087
"COMD3_HUMAN",-0.0155560455567331,0.940368084931756,0.968253361414047
"COMD4_HUMAN",-0.254446555296735,0.198261784971393,0.372070454335151
"COMD5_HUMAN",NA,NA,NA
"COMDA_HUMAN",-0.72682366528611,0.210120281201055,0.385185530473462
"CONTAMINANT_CYC_HORSE;sp|CONTAMINANT_P62894",-1.50842261126018,0.09765383176115,0.237646739854113
"CONTAMINANT_DHE3_BOVIN;DHE3_HUMAN",-0.28499136566728,0.524671939793839,0.687204146696427
"CONTAMINANT_DHE3_BOVIN;DHE3_HUMAN;DHE4_HUMAN",-0.617862032880648,0.137954454134976,0.294014428963626
"CONTAMINANT_ENSBTAP00000025008;TBB1_HUMAN;TBB2A_HUMAN;TBB2B_HUMAN;TBB3_HUMAN;TBB4A_HUMAN;TBB4B_HUMAN;TBB5_HUMAN;TBB6_HUMAN;TBB8B_HUMAN;TBB8_HUMAN",-1.79285636856531,0.000195085664173972,0.00602031086237553
"CONTAMINANT_ENSBTAP00000025008;TBB1_HUMAN;TBB3_HUMAN;TBB6_HUMAN",0.0148486668344895,0.956051154425203,0.972202739074569
"CONTAMINANT_ENSBTAP00000031900",0.687683452392491,0.558507976311303,0.717884666155467
"CONTAMINANT_ENSBTAP00000038253",0.639807788748967,0.0522514100870534,0.164744566167943
"CONTAMINANT_ENSBTAP00000038253;CONTAMINANT_K22E_HUMAN;K22E_HUMAN",0.390683841014449,0.46871860733935,0.637582390265164
"CONTAMINANT_ENSBTAP00000038253;CONTAMINANT_K22E_HUMAN;K22E_HUMAN;sp|CONTAMINANT_Q6IFZ6",-0.169776130458211,0.689685390137166,0.820734559599027
"CONTAMINANT_ENSBTAP00000038253;CONTAMINANT_K22E_HUMAN;K22E_HUMAN;sp|CONTAMINANT_Q6IFZ6;sp|CONTAMINANT_Q6NXH9",0.798842995555923,0.0136322166308517,0.0784172962934571
"CONTAMINANT_ENSBTAP00000038253;sp|CONTAMINANT_Q3TTY5",0.259315544661973,0.522683451807406,0.685462071433639
"CONTAMINANT_HBB_HUMAN;HBB_HUMAN",1.25387032076032,0.0178885746710962,0.089692706632627
"CONTAMINANT_HBB_HUMAN;HBB_HUMAN;HBD_HUMAN",0.476291968751668,0.379240290189465,0.556279722220358
"CONTAMINANT_HBB_HUMAN;HBB_HUMAN;HBD_HUMAN;HBE_HUMAN;HBG1_HUMAN;HBG2_HUMAN;sp|CONTAMINANT_P02070;sp|CONTAMINANT_Q3SX09",0.99958556514039,0.16179540952816,0.325899644878346
"CONTAMINANT_HBB_HUMAN;HBB_HUMAN;HBD_HUMAN;sp|CONTAMINANT_Q3SX09",-0.42650473125906,0.60479709316386,0.754258541292892
"CONTAMINANT_K1C10_HUMAN;CONTAMINANT_K1C15_SHEEP;K1C10_HUMAN;sp|CONTAMINANT_P02535-1;sp|CONTAMINANT_P13645;sp|CONTAMINANT_P13646-1",0.58426574469744,0.271128365115223,0.451906295388957
"CONTAMINANT_K1C10_HUMAN;CONTAMINANT_K1C15_SHEEP;K1C10_HUMAN;sp|CONTAMINANT_P13645",0.415118906266824,0.172412466399407,0.3401901890784
"CONTAMINANT_K1C10_HUMAN;K1C10_HUMAN;K1C12_HUMAN;K1C16_HUMAN;sp|CONTAMINANT_P13645",-0.599876589159361,0.436634533500416,0.607983698177615
"CONTAMINANT_K1C10_HUMAN;K1C10_HUMAN;sp|CONTAMINANT_P02535-1;sp|CONTAMINANT_P13645",0.739768002119006,0.0593901844784874,0.178714190435388
"CONTAMINANT_K1C10_HUMAN;K1C10_HUMAN;sp|CONTAMINANT_P13645",0.499235847990414,0.0824308336135011,0.215778287704386
"CONTAMINANT_K22E_HUMAN;K22E_HUMAN",0.344159492128579,0.184007218719309,0.354305610020915
"CONTAMINANT_K22E_HUMAN;K22E_HUMAN;K2C5_HUMAN;K2C6A_HUMAN",0.849469116406452,0.043115998158561,0.148038585741574
"CONTAMINANT_K22E_HUMAN;K22E_HUMAN;K2C5_HUMAN;K2C6A_HUMAN;K2C73_HUMAN;K2C8_HUMAN;sp|CONTAMINANT_Q3TTY5;sp|CONTAMINANT_Q9DCV7",-0.630661818360779,0.348134541826375,0.526650357997855
"CONTAMINANT_K22E_HUMAN;K22E_HUMAN;K2C5_HUMAN;K2C6A_HUMAN;K2C73_HUMAN;sp|CONTAMINANT_P07744;sp|CONTAMINANT_Q3TTY5;sp|CONTAMINANT_Q6NXH9;sp|CONTAMINANT_Q9H552",NA,NA,NA
"CONTAMINANT_TRFE_HUMAN",-0.37313528271257,0.172007462872079,0.339921530110865
"CONTAMINANT_TRYP_PIG",0.0166394128824065,0.949761092570829,0.97071350179054
"COPA_HUMAN",-0.644587208931163,0.0393297796738158,0.140682545227002
"COPD_HUMAN",-0.447728986098119,0.136782297065422,0.292195011775378
"COPE_HUMAN",-0.940443908864269,0.00884542481276866,0.0613400308417693
"COPZ1_HUMAN",-1.91775377337856,0.000606840842932297,0.0122368455690194
"COQ6_HUMAN",NA,NA,NA
"COQ9_HUMAN",-0.366477942921468,0.214793104383423,0.389856920418972
"COR1C_HUMAN",-0.584020647088529,0.0189447534562352,0.0912431039165135
"CORO7_HUMAN",0.271350686657881,0.447702750680407,0.618159930397703
"COX5A_HUMAN",-0.11864488932276,0.834939218120813,0.91135580037599
"CP46A_HUMAN",1.08835452373051,0.0167989791938672,0.0872333329125957
"CPLX1_HUMAN",0.108462687915059,0.791692274180206,0.886366884149285
"CPNE1_HUMAN",-0.560538109988851,0.237912369190854,0.419253964187833
"CPNE5_HUMAN",0.0144857807292755,0.956838227121892,0.972202739074569
"CPNE5_HUMAN;CPNE8_HUMAN",0.349207017706494,0.19945810764621,0.37340945518752
"CPNE5_HUMAN;CPNE8_HUMAN;CPNE9_HUMAN",0.668209600213311,0.0150513546505492,0.0831904692281862
"CPNE7_HUMAN",0.210743462469024,0.345370825440436,0.524936447562239
"CPNE8_HUMAN",-0.601306580942579,0.267632634602524,0.44727311884848
"CPNE9_HUMAN",0.471093569468963,0.0957483893447698,0.234890767978145
"CPNS1_HUMAN",-0.35464262192947,0.366862131449114,0.544477805040097
"CPSF3_HUMAN",0.445406198660519,0.436688018636565,0.607983698177615
"CPSF6_HUMAN",-0.306853409366973,0.358325565155914,0.537634842241293
"CPT1C_HUMAN",-1.14186160191864,0.00889910148067353,0.0613904181091576
"CRAC1_HUMAN",-0.432901366170192,0.10850509013913,0.250448855855727
"CRBN_HUMAN",0.320652042100914,0.147653686465478,0.307542014374747
"CREL1_HUMAN",0.412016888215702,0.291842036037249,0.471173093741403
"CRTAP_HUMAN",-0.471507858797571,0.541826083150992,0.702650786277081
"CRYAB_HUMAN",-0.543605297677762,0.110839142186342,0.253919882536751
"CRYL1_HUMAN",-0.202491781217003,0.287464612379843,0.467594842953667
"CRYM_HUMAN",-0.0963000280236002,0.862654507703704,0.933097962071201
"CSK21_HUMAN",0.489377349968343,0.239443135950326,0.419253964187833
"CSK21_HUMAN;CSK23_HUMAN",0.300074692448659,0.120163000052171,0.267191457709044
"CSK22_HUMAN",0.289590517326969,0.196826076914838,0.370436770398694
"CSK2B_HUMAN",0.118707850255475,0.624421628841781,0.768960796735722
"CSKP_HUMAN",0.212016528355523,0.400902228274531,0.578800620679594
"CSN1_HUMAN",-0.503614590763576,0.0545719305961931,0.169484768317027
"CSN2_HUMAN",-0.62766793875416,0.00313423661206354,0.0344390669648898
"CSN4_HUMAN",-0.862852064450055,6.91914435676829e-05,0.00282147330992662
"CSN6_HUMAN",-0.641100353164209,0.000317444502204748,0.00797959810336594
"CSN7B_HUMAN",-0.98786947691064,0.265941101346576,0.445663854768006
"CSN8_HUMAN",0.651169489194567,0.00752626068970236,0.0566590035508311
"CSPG5_HUMAN",-0.00162843402486371,0.994056688945209,0.997317673162634
"CSRP1_HUMAN",-0.552936808706043,0.144865751471017,0.304432872030247
"CSTF2_HUMAN",-0.655164570361287,0.31093075503999,0.490170047679022
"CSTF2_HUMAN;CSTFT_HUMAN",NA,NA,NA
"CSTF3_HUMAN",-1.25601619753702,0.140691005226673,0.297415312935932
"CSTN1_HUMAN",0.723653257930028,0.0640142036620917,0.186454069396727
"CSTN3_HUMAN",0.918879546374225,0.00585453054279359,0.0490070319087735
"CT55_HUMAN",NA,NA,NA
"CTBL1_HUMAN",-0.9594585112302,0.00475614719690879,0.0443762505446081
"CTBP1_HUMAN",-1.47568794644934,0.00111894015165257,0.0181703998078094
"CTBP1_HUMAN;CTBP2_HUMAN",-1.57449334120665,0.00029165923797447,0.00752051697500651
"CTDP1_HUMAN",NA,NA,NA
"CTHR1_HUMAN",0.183795513786702,0.701491186709939,0.831011186321974
"CTNA1_HUMAN",0.0848188017978815,0.908860177434004,0.954571017746654
"CTNA1_HUMAN;CTNA2_HUMAN",-0.416738759856105,0.089266594238644,0.225315268814184
"CTNA1_HUMAN;CTNA3_HUMAN",-0.44233707158909,0.255972970480844,0.436128505879618
"CTNB1_HUMAN",-0.534920442434719,0.0380034158689826,0.138336446198045
"CTNB1_HUMAN;PLAK_HUMAN",0.560090360264434,0.0193475362990741,0.0922148808020806
"CTND1_HUMAN",-0.652758950945988,0.0101576426115678,0.066463606331605
"CTND2_HUMAN",1.18818900715372,0.00103795271611507,0.017314938491556
"CTND2_HUMAN;PKP4_HUMAN",0.256120954343368,0.539765396404229,0.701913408939756
"CTRO_HUMAN",0.121240553956772,0.62427697622556,0.768960796735722
"CUL1_HUMAN",-0.0678651519182998,0.747383411449693,0.859303609028939
"CUL2_HUMAN",-0.0353452909587027,0.892208578095204,0.947017914360747
"CUL4A_HUMAN;CUL4B_HUMAN",0.122684323147365,0.587007331176711,0.741566090913559
"CUL4B_HUMAN",-0.419135866588118,0.309195930007834,0.488274123549377
"CUTA_HUMAN",-1.47145334428579,1.51114572230036e-06,0.0008073965073182
"CUX1_HUMAN",NA,NA,NA
"CX7A2_HUMAN",0.309206397700651,0.385923267782831,0.563813857047611
"CYB5B_HUMAN",-0.706420188094163,0.0314684614664204,0.122600056880852
"CYBC1_HUMAN",NA,NA,NA
"CYFP2_HUMAN",0.0154179415092094,0.960890992556445,0.974701476694902
"CYLD_HUMAN",-0.101543224508845,0.738148840687195,0.854037277844264
"D19L1_HUMAN",1.04973396094224,0.0843857396293683,0.218711627429224
"DAAM2_HUMAN",-0.341846364720239,0.509825072337846,0.675472207754475
"DAB2P_HUMAN",0.392363857184479,0.0998973128109786,0.240882482270888
"DAD1_HUMAN",-0.557692982491351,0.101270177067824,0.243130834542516
"DAF_HUMAN",-0.522331361137589,0.370061681038218,0.547631600568653
"DAZP1_HUMAN",-1.46493825952956,0.000504057828910276,0.0110112632863138
"DBNL_HUMAN",-0.595585550408977,0.0237066511328825,0.10636113650083
"DC1I1_HUMAN",-0.0564666667483773,0.882818326630347,0.943754636463235
"DCA13_HUMAN",NA,NA,NA
"DCD_HUMAN",1.10989128129536,0.324008162626228,0.504715601374472
"DCE1_HUMAN",0.728814502555722,0.0153080229288574,0.0838634421558575
"DCE2_HUMAN",-0.227313763153213,0.623191494947665,0.768960796735722
"DCK_HUMAN",NA,NA,NA
"DCLK2_HUMAN",0.400563174636353,0.185721507205623,0.356484273768115
"DCNL1_HUMAN",-0.0498977078469781,0.864016428321324,0.933178426115144
"DCTN1_HUMAN",-0.400873459216289,0.143532075180308,0.302042841692505
"DCTN2_HUMAN",-0.937982681109067,0.00540085572362743,0.0471931916802683
"DCTN3_HUMAN",-0.406865339270513,0.0862656923230509,0.220777608664991
"DCUP_HUMAN",-1.07098644543952,0.0163564568147499,0.0864959603892394
"DD19A_HUMAN",-0.434025110253263,0.265394967254832,0.445573098084246
"DDX17_HUMAN",-0.564910424556019,0.0473256982249484,0.155970853838774
"DDX17_HUMAN;DDX3X_HUMAN;DDX5_HUMAN",-1.60189552248808,0.00406513748753299,0.0407509982146058
"DDX17_HUMAN;DDX5_HUMAN",-0.999903707810795,0.0180222880165166,0.089692706632627
"DDX24_HUMAN",NA,NA,NA
"DDX27_HUMAN",NA,NA,NA
"DDX3X_HUMAN",-0.63628203374413,0.0207139932749827,0.0967180093119423
"DDX46_HUMAN",-0.860781151705259,0.0862321247583763,0.220777608664991
"DDX5_HUMAN",-0.438630684923189,0.255526292906984,0.435772070152709
"DEK_HUMAN",-0.336972658917391,0.427041247747147,0.599556763286928
"DEOC_HUMAN",-0.223813937430187,0.485096217553595,0.648962106255934
"DGKB_HUMAN",1.0910454068394,0.00611151621758135,0.0500653225859901
"DGKQ_HUMAN",0.164099840283696,0.685944679844098,0.817874260892736
"DGKZ_HUMAN",0.86440751780948,0.0646080080931671,0.18788541180818
"DHB11_HUMAN",-0.623942698752295,0.052846124923506,0.166049039785331
"DHB12_HUMAN",0.146777879469693,0.587008545060899,0.741566090913559
"DHB4_HUMAN",0.163635988085482,0.409013539715273,0.585444497174357
"DHRS4_HUMAN",-0.384767577871232,0.437422995681724,0.60854525934493
"DHRSX_HUMAN",-0.310191789156507,0.419307428267865,0.59531984054036
"DHX30_HUMAN",-0.0458079497209111,0.925559677656275,0.962819928767409
"DHX8_HUMAN",NA,NA,NA
"DIAP1_HUMAN",-0.510704401814396,0.197304273767586,0.370956293405247
"DIAP2_HUMAN",NA,NA,NA
"DIP2A_HUMAN;DIP2B_HUMAN",0.484974093969803,0.0248415320635318,0.108533836515669
"DIP2C_HUMAN",NA,NA,NA
"DIRA1_HUMAN",0.0373343244611356,0.869584412457965,0.936986140258582
"DIRA2_HUMAN",0.628645060861886,0.204375233435865,0.378434463526552
"DKK3_HUMAN",-0.0362617754309059,0.946732456511142,0.969230295228762
"DLDH_HUMAN",-1.60977634763346,0.000224009145432482,0.00662994809465491
"DLG1_HUMAN",0.461520696106096,0.0168286647689694,0.0872333329125957
"DLG1_HUMAN;DLG2_HUMAN",0.935645596777431,0.0267156932838242,0.111670380810518
"DLG2_HUMAN",0.767002697003514,0.0664689284464642,0.191476426529453
"DLG3_HUMAN",0.538888763226912,0.0148146121180913,0.0823782219293862
"DLG4_HUMAN",0.969655002559098,0.059409076929475,0.178714190435388
"DLGP1_HUMAN",0.679394783552047,0.0736604709804999,0.203564705194604
"DLGP2_HUMAN",0.281778046154861,0.426828835628495,0.599556763286928
"DLRB1_HUMAN",NA,NA,NA
"DLRB1_HUMAN;DLRB2_HUMAN",NA,NA,NA
"DMWD_HUMAN",0.16092479431264,0.562621800827994,0.722470961874996
"DMXL1_HUMAN",-0.0252850312551951,0.89594021695571,0.948144519276087
"DMXL1_HUMAN;DMXL2_HUMAN",0.321533502527519,0.462614502232117,0.633033267409348
"DNJB6_HUMAN",0.952149156387091,0.0111376517154524,0.0697528699585498
"DNJC7_HUMAN",NA,NA,NA
"DNLI1_HUMAN",NA,NA,NA
"DNM3A_HUMAN",NA,NA,NA
"DNPEP_HUMAN",-0.110022895651193,0.609844255689938,0.758173583462762
"DNPH1_HUMAN",-1.11950773827486,6.48223112735308e-06,0.0008073965073182
"DOC10_HUMAN",-0.622323902530461,0.0127511927283927,0.0757313972305372
"DOC10_HUMAN;DOCK9_HUMAN",NA,NA,NA
"DOC2A_HUMAN",0.388641601267478,0.091723737003071,0.228686219294341
"DOCK4_HUMAN",0.0760247390772275,0.726827259754274,0.844666258169154
"DOCK9_HUMAN",0.528938176838427,0.283647603129712,0.465141511834693
"DPA1_HUMAN",1.20216996753749,0.0130979712199689,0.0763008799639457
"DPB1_HUMAN",-0.0522796945054914,0.87176818711492,0.938237315751248
"DPB1_HUMAN;DRB1_HUMAN",1.25108691270806,0.136511539383165,0.291956497398727
"DPM1_HUMAN",-0.618297504001504,0.348426617217126,0.526658025200515
"DPP10_HUMAN",1.13644476509065,0.0176741058896832,0.089692706632627
"DPP10_HUMAN;DPP6_HUMAN",NA,NA,NA
"DPP3_HUMAN",-0.662320355871866,0.00295349932657466,0.0330467760016128
"DPP6_HUMAN",0.971424327217049,0.0298510557642269,0.118308179972692
"DPYL2_HUMAN",-1.59692568305199,0.0210451280727013,0.0975197222560778
"DPYL2_HUMAN;DPYL3_HUMAN",-0.104583457941559,0.862705384789812,0.933097962071201
"DQA2_HUMAN;DRA_HUMAN",-0.657303341044674,0.474207441774897,0.641245877418523
"DRA_HUMAN",0.188650012046344,0.804472878626356,0.894129456256429
"DREB_HUMAN",-0.807949068918357,0.0106659157606398,0.0679581785443541
"DRS7B_HUMAN",-0.389123963148899,0.475663148753267,0.642715362422323
"DUT_HUMAN",-0.301400700637736,0.0726983916603486,0.201512913439184
"DX39B_HUMAN",-1.13566830634694,0.0630264472745579,0.184750049119511
"DYL1_HUMAN",0.353749122127373,0.227366844867609,0.407439609699279
"DYL1_HUMAN;DYL2_HUMAN",-0.255663438121474,0.46867733774401,0.637582390265164
"DYN1_HUMAN",-0.528950349961067,0.465552382438861,0.634686940397705
"DYN1_HUMAN;DYN2_HUMAN",-2.57956418870306,9.31269331300839e-05,0.00363591324029157
"DYN1_HUMAN;DYN2_HUMAN;DYN3_HUMAN",-1.08426138115849,0.124813650381918,0.272334183651391
"DYN1_HUMAN;DYN3_HUMAN",-0.173153415916676,0.706442814393816,0.833181468419801
"DYN3_HUMAN",0.0798177428062776,0.82426649784067,0.906791980538147
"DYR1A_HUMAN",0.482876877813483,0.212478622989997,0.387489147326118
"DYST_HUMAN",0.367162260637015,0.0120301548545209,0.0734480465767786
"DYST_HUMAN;MACF1_HUMAN",0.0257776914091537,0.91109694690985,0.954571017746654
"E41L1_HUMAN",-0.510256971143552,0.374223795424296,0.55156679887838
"E41L1_HUMAN;E41L2_HUMAN;E41L3_HUMAN",1.04477014121056,0.0827451738403278,0.215984913224753
"E41L1_HUMAN;EPB41_HUMAN",0.776975464883916,0.0877901156001677,0.222814470437493
"E41L2_HUMAN",0.195771642447052,0.342023169470478,0.521272853802597
"E41L2_HUMAN;E41L3_HUMAN",0.503699729995644,0.0773210255669958,0.208041175829087
"EAA1_HUMAN",-2.29435240168741,0.0209004295988023,0.0970944007944361
"EAA2_HUMAN",-0.19861149470245,0.813284098529625,0.900106345477601
"EAA3_HUMAN",-0.801790543316446,0.140846815771839,0.297415312935932
"ECE1_HUMAN",0.333706297367836,0.429186339117925,0.601188497924728
"ECHA_HUMAN",-0.198994985175966,0.361289466526409,0.540755441334389
"ECHB_HUMAN",0.0228673061166323,0.909540647244103,0.954571017746654
"ECI2_HUMAN",-0.0328414279677218,0.827536559300042,0.908211475069125
"ECM29_HUMAN",-0.524960054228427,0.120553862511776,0.267492548620446
"ECSIT_HUMAN",NA,NA,NA
"EDNRB_HUMAN",NA,NA,NA
"EF1A2_HUMAN",-0.531322498940106,0.062212070007791,0.183611142288247
"EF1D_HUMAN",-1.49817795027712,0.000277620511707752,0.00748426652833753
"EFHD1_HUMAN",-0.0362118615125314,0.911394236017513,0.954571017746654
"EFHD1_HUMAN;EFHD2_HUMAN",-0.889654061201358,0.0840479469715768,0.218711627429224
"EFR3A_HUMAN",0.122245954867545,0.835368096039463,0.91135580037599
"EFR3A_HUMAN;EFR3B_HUMAN",0.529213186713363,0.0971303691084253,0.237329197488629
"EFR3B_HUMAN",0.416687376871857,0.228133438593915,0.408414497385205
"EGFL8_HUMAN",NA,NA,NA
"EGFR_HUMAN",0.625750827359943,0.170118166319301,0.338208922205761
"EHD1_HUMAN",-0.141742557806211,0.43964477086892,0.609326400713344
"EHD1_HUMAN;EHD2_HUMAN;EHD3_HUMAN",-0.161194276805517,0.602044450515711,0.752731525060447
"EHD1_HUMAN;EHD3_HUMAN",0.0895843782972203,0.854241974687624,0.929184364879544
"EI2BD_HUMAN",-0.500040703329868,0.346499369613147,0.525910953879342
"EI2BE_HUMAN",NA,NA,NA
"EIF2A_HUMAN",-0.380530323013084,0.274798766075882,0.455104454647332
"EIF3E_HUMAN",-0.847077426991461,0.124079357844927,0.271377379791944
"EIF3G_HUMAN",-1.30871929958025,0.00142418262538136,0.0212469521754048
"EIF3H_HUMAN",-0.675593580253944,0.0607970770698885,0.181402660850806
"EIF3K_HUMAN",-0.170299974927636,0.671056676115576,0.805882853842986
"EIF3L_HUMAN",-0.797983782698914,0.0233117075741103,0.105362028075104
"EIPR1_HUMAN",0.26880543774587,0.483579973042802,0.648661732846156
"ELAV2_HUMAN",0.332295631466045,0.493752333197568,0.658456054809256
"ELAV2_HUMAN;ELAV3_HUMAN;ELAV4_HUMAN",-0.621124188544847,0.0673216286657791,0.192123154901562
"ELAV2_HUMAN;ELAV4_HUMAN",0.833924577116835,0.0127125444971095,0.0757313972305372
"ELAV3_HUMAN",0.664291263909838,0.013918761944831,0.0793196526980277
"ELAV3_HUMAN;ELAV4_HUMAN",0.148660067097395,0.403205575188643,0.580755282944395
"ELMO2_HUMAN",0.0245108345925229,0.885222222090539,0.944408591590779
"ELOB_HUMAN",-2.14812783382993,0.000196849401494568,0.00602031086237553
"ELOC_HUMAN",-0.952894980067878,0.000101919033472435,0.00382527147596556
"ELP3_HUMAN",-0.890955602703522,0.00625698452302281,0.0505898074790974
"EMAL3_HUMAN",-1.4047500428118,0.0050066879147066,0.0452574991304759
"EMC7_HUMAN",-0.19590803627724,0.590409371095172,0.743583525023775
"ENOA_HUMAN",-0.860782012536804,0.00120253395005072,0.018539936770327
"ENOA_HUMAN;ENOB_HUMAN;ENOG_HUMAN",-1.32225263826231,0.00477375392417014,0.0443762505446081
"ENSA_HUMAN",NA,NA,NA
"EP15R_HUMAN",-0.9362114489844,0.00070863087330849,0.0134055428094957
"EPB41_HUMAN",1.53279400543898,7.28509691317013e-06,0.0008073965073182
"EPHA4_HUMAN",0.775234533906759,0.0266897308628591,0.111670380810518
"EPHA5_HUMAN",0.0901088744397824,0.706712396252495,0.833181468419801
"EPHB2_HUMAN",0.298852023615581,0.11757382468388,0.263107278408439
"EPHB6_HUMAN",1.70474791921162,0.000281424735942937,0.00748426652833753
"EPN2_HUMAN",0.105685576533463,0.697984988312865,0.82846213037135
"EPS8_HUMAN",-0.832449762263567,0.0458343507477311,0.152642529259685
"ERC2_HUMAN",0.166342378040729,0.623649031993322,0.768960796735722
"ERC2_HUMAN;RB6I2_HUMAN",0.69388917377439,0.0906359688426264,0.227831510720848
"ERF1_HUMAN",-0.629642811545333,0.0468379111437329,0.15542055506103
"ERF3A_HUMAN",-0.640222019972549,0.0696689251072912,0.195477794452415
"ERF3A_HUMAN;ERF3B_HUMAN",-1.13003606649408,4.1917565244552e-05,0.00202417716378297
"ERG24_HUMAN",NA,NA,NA
"ERGI2_HUMAN",-1.55995789181539,0.142167785040947,0.299515368025417
"ERLN2_HUMAN",-0.672948709702787,0.0846477460279551,0.219027839243806
"ERMIN_HUMAN",0.591303539178508,0.144999634961546,0.304432872030247
"ERMP1_HUMAN",0.0636683432017372,0.769909196864571,0.874247138766391
"ESTD_HUMAN",-0.374088771274988,0.0166703607238801,0.0871513160350999
"ESYT2_HUMAN",-0.181402467416568,0.35164460434466,0.529776559090683
"ETFA_HUMAN",-0.533983994628056,0.00628581804099957,0.0505898074790974
"EVL_HUMAN",0.180463686379934,0.265401305834376,0.445573098084246
"EWS_HUMAN",-1.16796103901159,0.0247949713948589,0.108533836515669
"EXC6B_HUMAN",-1.76775831784331,0.00173627183447922,0.0235666322558944
"EXOC5_HUMAN",0.199354974299613,0.294047686407118,0.472484679997427
"EXOC7_HUMAN",-0.409292665409317,0.0617176824153109,0.182959527030849
"EXOS1_HUMAN",NA,NA,NA
"EXOS4_HUMAN",-0.968394217173866,0.287676439040116,0.467594842953667
"EXOS9_HUMAN",-2.82249742894182,0.000486727852459933,0.0109052361869764
"EZRI_HUMAN",-0.436565210564362,0.0955415466350189,0.234890767978145
"EZRI_HUMAN;MOES_HUMAN;RADI_HUMAN",-0.665850623728052,0.0310539199043138,0.121500944614959
"EZRI_HUMAN;RADI_HUMAN",NA,NA,NA
"F107B_HUMAN",-0.415674133663711,0.36272747261622,0.542023544178147
"F1142_HUMAN",0.106146476404322,0.566402906257672,0.726309806417071
"F162A_HUMAN",-0.318033407077757,0.368886822665341,0.546774894661471
"F169A_HUMAN",0.328290869720362,0.198302400185165,0.372070454335151
"F177A_HUMAN",-0.211733795113333,0.48346008968539,0.648661732846156
"F241B_HUMAN",0.738992203197945,0.0689890324298045,0.194163917958115
"FA5_HUMAN",NA,NA,NA
"FA81A_HUMAN",0.0293254541974017,0.883633504471937,0.943811106348081
"FA98A_HUMAN",-0.309770437167275,0.285863694080316,0.467105858092057
"FA98A_HUMAN;FA98B_HUMAN",NA,NA,NA
"FAD1_HUMAN",-1.22890297250637,0.121748282785217,0.26847697776141
"FAF1_HUMAN",-0.82293408471117,0.0635136401752962,0.185881227626266
"FAK1_HUMAN",-0.598423136443813,0.00294851844047282,0.0330467760016128
"FARP1_HUMAN",-0.341145980076826,0.235374581447335,0.416903819455462
"FAS_HUMAN",-1.56598329289371,2.21367350330333e-05,0.00135403029285387
"FBX2_HUMAN",-0.176616204241031,0.758012756314362,0.867177935060383
"FBX21_HUMAN",0.194783838427735,0.338002646379253,0.518591016810977
"FBX3_HUMAN",0.23565506606349,0.576834040759158,0.732369316258999
"FCGBP_HUMAN",-0.418210016213346,0.228678965855696,0.408593867911588
"FCGRN_HUMAN",0.252539433122835,0.709282405084742,0.834316162391347
"FDFT_HUMAN",NA,NA,NA
"FDX2_HUMAN",-0.0942971712553356,0.809602032708316,0.897655425993813
"FERM2_HUMAN",-0.106973407388072,0.500561556293682,0.665119808688563
"FHL1_HUMAN",-0.0622720767631993,0.830767328222086,0.908765812704246
"FIBG_HUMAN",1.71925906776785,0.00692282653725233,0.0533755743523446
"FIBP_HUMAN",0.598326881737273,0.00552760119804213,0.0480717924095133
"FKB11_HUMAN",0.53979599392055,0.423666597475445,0.597838044004717
"FKB1A_HUMAN",-0.390164866601769,0.397584101702617,0.575822278314367
"FKBP2_HUMAN",-0.237204928417163,0.379220079504596,0.556279722220358
"FKBP8_HUMAN",0.18459627378803,0.508299439672055,0.673937479622993
"FLOT1_HUMAN",-0.967058080505426,0.00043298392511242,0.00993156878226613
"FLOT2_HUMAN",-0.644169166592267,0.0180636753259774,0.089692706632627
"FMNL3_HUMAN",NA,NA,NA
"FMOD_HUMAN",NA,NA,NA
"FMR1_HUMAN",-0.0696496116603166,0.9329121707621,0.962819928767409
"FMR1_HUMAN;FXR1_HUMAN;FXR2_HUMAN",-0.621324942518856,0.0525771792617165,0.16548734810506
"FNBP1_HUMAN",0.112347708810301,0.777655564489139,0.877926193123429
"FNTA_HUMAN",-0.611142219834364,0.018214802540841,0.0897808937838506
"FOLR2_HUMAN",-2.13742464990104,0.00880844661894627,0.0613400308417693
"FPPS_HUMAN",-0.459154927294942,0.103356090828867,0.245389475001172
"FPR1_HUMAN",-0.418086914769288,0.515286933266603,0.677925046523939
"FRIH_HUMAN",-0.987510441911106,0.0254053974314577,0.10943404762142
