"Protein.Groups","sample_typenot_brain.logFC","sample_typenot_brain.pval","sample_typenot_brain.adjPval"
"FRPD1_HUMAN",2.64255919236851,0.000287875760885069,0.00752051697500651
"FRS1L_HUMAN",0.545913311729366,0.0228751822799353,0.104158708396231
"FRY_HUMAN",0.652494497258803,0.155092163868954,0.317627366852154
"FSD1_HUMAN",0.259233278445062,0.312931881720397,0.49205655780371
"FSD1L_HUMAN",0.354574318127736,0.179354431421465,0.349008888290974
"FTO_HUMAN",NA,NA,NA
"FUBP1_HUMAN",-0.570095988584034,0.112151839381215,0.255333281965917
"FUBP2_HUMAN",-1.05629131749771,0.00463183985629342,0.0436425086840895
"FUS_HUMAN",-0.95273346502447,0.109507576796036,0.252038455444175
"FUS_HUMAN;RBP56_HUMAN",0.0904348231003403,0.931989196106806,0.962819928767409
"FUT8_HUMAN",0.297058540417012,0.46391104392534,0.633134266605421
"FXL16_HUMAN",0.454286071872201,0.0454538909512818,0.152476571356444
"FXL18_HUMAN",-0.497276088808275,0.0669770857546577,0.19174577280723
"FXL20_HUMAN",-0.223711218086283,0.336718498991005,0.517919904147942
"FXR1_HUMAN",-0.297747494311493,0.295096897423807,0.473341614311788
"FXYD7_HUMAN",NA,NA,NA
"G37L1_HUMAN",NA,NA,NA
"G6PI_HUMAN",-1.80202194466513,2.05774945379263e-05,0.00130205870610671
"G6PI_HUMAN;sp|CONTAMINANT_Q3ZBD7",-1.26547840138787,0.000819766991806354,0.0148937864352937
"GA2L1_HUMAN",0.0748663425964382,0.865855118182834,0.934270900649293
"GAB1_HUMAN",-0.563203635822235,0.335838156120549,0.517333220699481
"GABR1_HUMAN",0.939452548604296,0.0112663015256582,0.070318582651642
"GABR2_HUMAN",0.371823801063221,0.0427799344433242,0.147733504902907
"GABT_HUMAN",0.218925671170979,0.695681793050576,0.827250880001513
"GALD1_HUMAN",-0.171243491274152,0.434016708171672,0.605643087068454
"GALE_HUMAN",-0.461169216589601,0.187580733702013,0.358655652313209
"GALK2_HUMAN",NA,NA,NA
"GALM_HUMAN",-0.314522304264266,0.38644339617618,0.563813857047611
"GAPD1_HUMAN",-0.652501308599065,0.0064443888406049,0.0506480757082916
"GBB1_HUMAN",0.233473786829198,0.75497287716401,0.865139890366624
"GBB1_HUMAN;GBB2_HUMAN",0.421271669295007,0.435963416691291,0.607897317346898
"GBB1_HUMAN;GBB2_HUMAN;GBB3_HUMAN",-1.40068975512244,0.159603818021632,0.32352008115437
"GBB1_HUMAN;GBB2_HUMAN;GBB3_HUMAN;GBB4_HUMAN",NA,NA,NA
"GBB1_HUMAN;GBB2_HUMAN;GBB4_HUMAN",0.777851322733594,0.24227980327105,0.422206494779086
"GBB2_HUMAN",-0.142586600159348,0.83076934085285,0.908765812704246
"GBB2_HUMAN;GBB4_HUMAN",-1.21227219682077,0.0429324140336711,0.147806716232245
"GBF1_HUMAN",NA,NA,NA
"GBG2_HUMAN",0.478800465737441,0.463769642714601,0.633134266605421
"GBRA1_HUMAN",0.889846456929902,0.0284003935699922,0.115794608166071
"GBRA3_HUMAN",0.536657184042661,0.0367176960051445,0.135188457764191
"GBRA4_HUMAN",0.0451945192731568,0.898584662832528,0.949282012836896
"GBRAP_HUMAN",NA,NA,NA
"GBRAP_HUMAN;GBRL1_HUMAN",-0.563338671600972,0.142057337248551,0.299515368025417
"GBRB1_HUMAN",0.481559813998018,0.0260972566451165,0.110179449984806
"GBRB1_HUMAN;GBRB2_HUMAN",NA,NA,NA
"GBRB1_HUMAN;GBRB2_HUMAN;GBRB3_HUMAN",1.01865421244364,0.00484587151320639,0.0444608711336686
"GBRB2_HUMAN",0.684159177642569,0.0127618967785578,0.0757313972305372
"GBRB3_HUMAN",0.858865554272555,0.0158747112701821,0.0850931178049964
"GBRG2_HUMAN",0.818222627038375,0.184440688813349,0.354767991585424
"GBRL1_HUMAN",NA,NA,NA
"GBRL1_HUMAN;GBRL2_HUMAN",0.0802999446023298,0.837580311878938,0.913226305583988
"GBRL2_HUMAN",0.403821013086403,0.34735878595845,0.526355387966549
"GCP2_HUMAN",-1.21316542589836,0.0623859616819007,0.183753193717958
"GCR_HUMAN",NA,NA,NA
"GCSH_HUMAN",-0.537663497684021,0.10436480334966,0.245605936456063
"GCYB1_HUMAN",0.7167539818822,0.0106586633618169,0.0679581785443541
"GD1L1_HUMAN",0.344817649894335,0.322152049009066,0.502677729533705
"GDE1_HUMAN",NA,NA,NA
"GDIR1_HUMAN",-1.24170105787025,1.47398237628032e-06,0.0008073965073182
"GDIR2_HUMAN",-0.122349632549994,0.751168607574724,0.862691800226136
"GDPD1_HUMAN",0.215021577788495,0.24519743714512,0.425271547411433
"GEPH_HUMAN",0.534873616525585,0.0758722688099498,0.206171017232896
"GFAP_HUMAN",-0.34212927000419,0.511458649091446,0.675499561500867
"GFAP_HUMAN;K2C8_HUMAN;sp|CONTAMINANT_Q6NXH9",1.17620777625136,0.104967089620045,0.246310242266987
"GFPT1_HUMAN",-0.955814017399012,0.0240109740959166,0.107300524426523
"GFRA2_HUMAN",-0.385939506540941,0.347365871840594,0.526355387966549
"GGA3_HUMAN",0.0938035941332601,0.756067410259052,0.865492013615321
"GGCT_HUMAN",-0.990174927366021,4.18334310154682e-05,0.00202417716378297
"GGYF2_HUMAN",NA,NA,NA
"GHC1_HUMAN",0.462361758025955,0.176005511994203,0.345792413821588
"GHC1_HUMAN;GHC2_HUMAN",0.824871648471618,0.0497259971098082,0.160004963231234
"GIMA4_HUMAN",-0.458145844197786,0.389718823708614,0.567276080967089
"GIPC1_HUMAN",-0.147203564667511,0.783741329393172,0.882851650973892
"GIPC1_HUMAN;GIPC3_HUMAN",0.38114574768372,0.286358810614051,0.467498592061196
"GIT1_HUMAN",0.220435095732895,0.288201508109317,0.467594842953667
"GIT2_HUMAN",NA,NA,NA
"GLCM_HUMAN",-0.406498827388645,0.0474570787759173,0.156064049379585
"GLNA_HUMAN",-0.593874503128922,0.438621243148921,0.609132257335116
"GLO2_HUMAN",-0.439601122607562,0.208787256480213,0.383516529788792
"GLOD4_HUMAN",-1.0067717580235,1.62056947336685e-06,0.0008073965073182
"GLPC_HUMAN",0.494528864720691,0.186336937682402,0.356918873326939
"GLPK_HUMAN",0.248376763534771,0.440529442544366,0.610091718542575
"GLU2B_HUMAN",-0.854264508692669,0.0208207868068961,0.0969699080981074
"GLYR1_HUMAN",-0.460055967131837,0.0954264552928298,0.234890767978145
"GMPR2_HUMAN",-0.998838018939886,0.0418020474395118,0.145553618693556
"GNA12_HUMAN;GNA13_HUMAN",-0.10508602549422,0.840475019905016,0.915838278815739
"GNAO_HUMAN",-0.140526402368014,0.855869696709429,0.930403372903912
"GNAS1_HUMAN",NA,NA,NA
"GNL1_HUMAN",0.355587591781559,0.249926848784824,0.429817963936413
"GNS_HUMAN",-0.275326777518366,0.39197643035706,0.569498614176725
"GOGA4_HUMAN",-1.18546866818566,0.0101474108878719,0.066463606331605
"GOLI_HUMAN",NA,NA,NA
"GOLI4_HUMAN",0.569167685857898,0.104351321207133,0.245605936456063
"GOPC_HUMAN",-0.0528638441858339,0.822648407979491,0.906755253498404
"GOSR2_HUMAN",0.336981605186086,0.0880863677037014,0.223257575602613
"GP143_HUMAN",-1.02343430382021,0.0478473476410487,0.15637108507422
"GP158_HUMAN",0.748861658290874,0.0771330492760252,0.208041175829087
"GP1BA_HUMAN",0.420106113711575,0.548350533774551,0.708607908081903
"GPAA1_HUMAN",NA,NA,NA
"GPHRB_HUMAN",-0.659126128875365,0.0180851779041264,0.089692706632627
"GPI8_HUMAN",-0.821106988797035,0.159368857359251,0.32352008115437
"GPM6B_HUMAN",1.07702186338276,0.177690567659942,0.347842513751473
"GPNMB_HUMAN",-1.21971451008717,0.0529541300045489,0.166103980441619
"GPX1_HUMAN",-0.782338424453229,0.0104014921145856,0.0672068240502273
"GPX3_HUMAN",-0.106017504744925,0.87286097953288,0.93825143590543
"GPX4_HUMAN",-0.0137267068049897,0.944352058816314,0.969230295228762
"GPX8_HUMAN",NA,NA,NA
"GRAN_HUMAN",0.561901896371662,0.0170812827629969,0.0882933911833784
"GRAP1_HUMAN",0.350018540083066,0.125129375502519,0.272698817158104
"GRIA1_HUMAN",0.712458157400586,0.0620408245336756,0.183611142288247
"GRIA1_HUMAN;GRIA2_HUMAN",0.350639576373452,0.658486006650124,0.79547190401776
"GRIA1_HUMAN;GRIA2_HUMAN;GRIA3_HUMAN",0.212056988686388,0.645068156220159,0.785989420095613
"GRIA2_HUMAN",1.05044107463616,0.0105039640385387,0.067394314722792
"GRIA2_HUMAN;GRIA3_HUMAN;GRIA4_HUMAN",0.22322913104881,0.557221228708191,0.71754452959967
"GRIA3_HUMAN",0.64813067364803,0.0100808996645211,0.066463606331605
"GRIA4_HUMAN",0.643155986961298,0.0607258836761047,0.181402660850806
"GRID1_HUMAN",0.12299032828055,0.52999500019811,0.692199875703582
"GRM2_HUMAN",0.735762754712444,0.0280818520989612,0.115280086357033
"GRM5_HUMAN",0.117077012007093,0.746315291905139,0.859303609028939
"GRSF1_HUMAN",-0.669790052428449,0.0176755953044921,0.089692706632627
"GSDMD_HUMAN",-0.327469580219655,0.362034414403233,0.541428810456343
"GSH1_HUMAN",0.185793491119461,0.177077899068205,0.347155923921106
"GSHB_HUMAN",-0.770107072150823,8.92011506364322e-06,0.000818420557089266
"GSK3A_HUMAN",0.489661812762376,0.203855859574249,0.377854042746209
"GSK3B_HUMAN",0.613115486218227,0.0486187818637022,0.157903477380343
"GSTM2_HUMAN",0.372852947475246,0.223559123719229,0.4017933320517
"GSTM5_HUMAN",1.17555688957446,0.025958192623203,0.110179449984806
"GTF2I_HUMAN",-1.11740545439148,0.0910972249068642,0.228365311071169
"H33_HUMAN;H3C_HUMAN;H3PS2_HUMAN",NA,NA,NA
"HACL2_HUMAN",-0.896501913755433,0.128281904304497,0.277918883587665
"HARS1_HUMAN",-0.468707174991357,0.0343054653331148,0.129944931497949
"HARS1_HUMAN;SYHM_HUMAN",-0.516745944262764,0.0213892420054896,0.0988646324435097
"HBG1_HUMAN",NA,NA,NA
"HBG1_HUMAN;HBG2_HUMAN",0.523264651875535,0.26721389690576,0.446980401843272
"HBS1L_HUMAN",0.223210906760888,0.291947579064837,0.471173093741403
"HCDH_HUMAN",-0.129615449278743,0.5725645678229,0.730129243888131
"HCFC1_HUMAN",-0.815772044934195,0.0493010603350164,0.15927367203302
"HCN1_HUMAN",0.353681832805764,0.208205714841369,0.383207108058086
"HDA11_HUMAN",0.16877719254222,0.751270570442161,0.862691800226136
"HDAC6_HUMAN",-1.05812667498618,0.018841676540016,0.0909854643445511
"HEBP1_HUMAN",-0.553200147931104,0.0306629889517094,0.120227745141852
"HECD4_HUMAN",0.101293872424845,0.617971591530724,0.763709466702448
"HECW2_HUMAN",0.422918192965198,0.178884167173181,0.348490247566176
"HEM3_HUMAN",-0.0213561968028958,0.940694541370616,0.968253361414047
"HEM4_HUMAN",1.01597902636351,0.00458813541955569,0.0436229455693507
"HEMH_HUMAN",-0.171481931795917,0.408187337231999,0.584718004543886
"HEXA_HUMAN",-1.47830769765651,0.00785067305473124,0.0578553616684009
"HG2A_HUMAN",1.35753109174608,0.0716706799063407,0.199266208527477
"HGS_HUMAN",-0.88830079171279,0.000240647232563375,0.00689054572299067
"HIG1A_HUMAN",0.215280279786416,0.403730567290433,0.580939299596632
"HLAA_HUMAN",-0.964393784600623,0.113173793392788,0.256704463381664
"HLAA_HUMAN;HLAB_HUMAN;HLAE_HUMAN;HLAG_HUMAN;HLAH_HUMAN",1.40209719163686,0.0992146889893194,0.239551255651844
"HLAA_HUMAN;HLAC_HUMAN;HLAH_HUMAN",-0.139577284611563,0.826985744493691,0.90815011439014
"HLAB_HUMAN",3.06232162556952,0.00816089786623039,0.0587626661778236
"HLAB_HUMAN;HLAC_HUMAN;HLAE_HUMAN;HLAH_HUMAN",2.51780953464961,8.64938458764454e-06,0.000818420557089266
"HLAC_HUMAN",-0.572777236792875,0.384835330412866,0.563136229112926
"HLAG_HUMAN",-0.495068740430588,0.642652987904237,0.784087920747523
"HM13_HUMAN",-0.52295603128864,0.34412568916729,0.524042024582554
"HMGB1_HUMAN",-1.19295647295258,0.00885836957660429,0.0613400308417693
"HMGB3_HUMAN",NA,NA,NA
"HMGN5_HUMAN",NA,NA,NA
"HMOX2_HUMAN",-0.707354225818561,0.00765495958104675,0.0568698414219465
"HNRC2_HUMAN;HNRPC_HUMAN",-0.584299480849936,0.0799759236318938,0.213406569544732
"HNRDL_HUMAN",-0.534411613962211,0.0946711095182897,0.234171877259927
"HNRDL_HUMAN;HNRPD_HUMAN",-0.943742500333323,0.0183775758882684,0.0899276046799265
"HNRH1_HUMAN",-0.625527990244782,0.0385038039042261,0.139201982171146
"HNRH1_HUMAN;HNRH2_HUMAN",-1.23320488819758,0.000376525306683844,0.00901107170085125
"HNRH1_HUMAN;HNRH2_HUMAN;HNRPF_HUMAN",NA,NA,NA
"HNRH1_HUMAN;HNRPF_HUMAN",-0.842784245183183,0.0151825182340382,0.083663426304685
"HNRL1_HUMAN",-0.784108612953771,0.0428306401135405,0.147733504902907
"HNRLL_HUMAN",-0.733137803324,0.00907407281484986,0.0623630097949419
"HNRPC_HUMAN",-1.02027710426022,0.00626482869614763,0.0505898074790974
"HNRPD_HUMAN",-1.09759452005847,0.00096699551290959,0.0164299700573065
"HNRPM_HUMAN",-1.09110632789871,0.00846944621186376,0.0595457233669349
"HOIL1_HUMAN",NA,NA,NA
"HPCL1_HUMAN",-0.40555003260257,0.388924880461732,0.566860330140809
"HPCL4_HUMAN",-0.204692139758586,0.54057062215243,0.702014926857543
"HPCL4_HUMAN;VISL1_HUMAN",0.0553530828020468,0.89622798617196,0.948144519276087
"HPT_HUMAN",0.379398049251029,0.515370811935093,0.677925046523939
"HPTR_HUMAN",0.450935102216362,0.31734257823418,0.497712505179249
"HPTR_HUMAN;HPT_HUMAN",0.520371687300152,0.303077484040075,0.481258374707126
"HS12A_HUMAN",0.32776346164766,0.444094952671944,0.614565790462306
"HS12A_HUMAN;HS12B_HUMAN",0.73704098698619,0.135216307986297,0.289862062096793
"HS71A_HUMAN",-0.908829463340713,0.000662489853526176,0.0130717084002208
"HS71A_HUMAN;HS71L_HUMAN",-0.66824352134828,0.00840713343432241,0.0593349609691601
"HS71A_HUMAN;HS71L_HUMAN;HSP72_HUMAN;HSP76_HUMAN;HSP7C_HUMAN",-1.02201196369799,0.00029508295487764,0.00752051697500651
"HS71A_HUMAN;HS71L_HUMAN;HSP72_HUMAN;HSP7C_HUMAN",-0.22712812992168,0.541796624534069,0.702650786277081
"HS71A_HUMAN;HS71L_HUMAN;HSP76_HUMAN",NA,NA,NA
"HS71A_HUMAN;HSP76_HUMAN",-0.854080715763022,0.00690353610928015,0.0533755743523446
"HS71L_HUMAN;HSP72_HUMAN",-1.23647749907287,0.00574241233633797,0.0490070319087735
"HS74L_HUMAN",0.169093960339607,0.70361201729272,0.831376723587985
"HSF1_HUMAN",NA,NA,NA
"HSP7C_HUMAN",-1.10568045428291,0.000164103132747314,0.00557646756650595
"HSPB6_HUMAN",0.467341858232177,0.419743538009698,0.59531984054036
"HTRA2_HUMAN",-0.411013683081022,0.0440026132451086,0.149573308122473
"HV69D_HUMAN",NA,NA,NA
"HXK2_HUMAN",NA,NA,NA
"HXK2_HUMAN;HXK3_HUMAN",0.194742858689216,0.591356960987495,0.744266134027472
"HYES_HUMAN",0.0516770329068209,0.824171492696761,0.906791980538147
"HYOU1_HUMAN",-0.680901845625085,0.00565098242386828,0.0486950148249874
"I5P1_HUMAN",0.0347353655286067,0.85735922034055,0.930907413302701
"IAH1_HUMAN",-0.0164226691745445,0.973944120881842,0.982894438073136
"IC1_HUMAN",0.813620509276994,0.0357573363461734,0.133118511337263
"ICAL_HUMAN",-0.298923928499225,0.212611250310209,0.387489147326118
"ICLN_HUMAN",NA,NA,NA
"ICOSL_HUMAN",-0.454766183745964,0.413192165079122,0.589387384192791
"IDE_HUMAN",-0.54347939294746,0.0456742589219144,0.152476571356444
"IDH3A_HUMAN",-0.88129095635684,0.0607646239290625,0.181402660850806
"IDH3B_HUMAN",-0.0154205181938556,0.973025827007046,0.982894438073136
"IDH3G_HUMAN",-0.463632682986044,0.386007898877299,0.563813857047611
"IF1AX_HUMAN",-0.646734345171871,0.279291132552599,0.460232614737068
"IF2B2_HUMAN",NA,NA,NA
"IF2P_HUMAN",-0.999482243779462,0.0241017525369031,0.107346397828197
"IF4B_HUMAN",-0.0601066411077515,0.819755927056829,0.905085515131938
"IF4E_HUMAN",0.0790223733058467,0.813819186276421,0.900155640034498
"IF4G1_HUMAN",-0.262647103193303,0.300160599928687,0.478535795716021
"IF4G1_HUMAN;IF4G3_HUMAN",-0.327252166872927,0.26593968053086,0.445663854768006
"IF4G2_HUMAN",-0.295541883696993,0.080620257436775,0.213528194021787
"IF4G3_HUMAN",-0.0089061886210632,0.973059684546763,0.982894438073136
"IF5A1_HUMAN",-0.923437167418224,0.00263066042660655,0.0301703867676439
"IFM3_HUMAN",NA,NA,NA
"IGHA1_HUMAN",0.179445916574287,0.708351208423231,0.834252931655825
"IGHA1_HUMAN;IGHA2_HUMAN",0.905822508299496,0.0740985196188057,0.203854248126699
"IGHA2_HUMAN",-1.02523551484432,0.105298275493788,0.246771820601661
"IGHG1_HUMAN",0.1424223886061,0.733836534843962,0.850657006594233
"IGHG1_HUMAN;IGHG2_HUMAN;IGHG3_HUMAN",0.39624735185777,0.273936053634687,0.454907383185204
"IGHG1_HUMAN;IGHG2_HUMAN;IGHG3_HUMAN;IGHG4_HUMAN",0.31607065667556,0.637421953381469,0.780237423304093
"IGHG1_HUMAN;IGHG3_HUMAN",0.675054869457522,0.293834358242988,0.472484679997427
"IGHG1_HUMAN;IGHG3_HUMAN;IGHG4_HUMAN",-0.533593131568272,0.682536362358828,0.815170913905903
"IGHG1_HUMAN;IGHG4_HUMAN",-0.119031863529847,0.796955051620206,0.890628818345358
"IGHG2_HUMAN",-0.265652219108121,0.487188895745236,0.651122814051353
"IGHG2_HUMAN;IGHG3_HUMAN",0.208011440080517,0.649410287205732,0.790199253014743
"IGHG2_HUMAN;IGHG3_HUMAN;IGHG4_HUMAN",-0.103092076359458,0.925883859658819,0.962819928767409
"IGHG2_HUMAN;IGHG4_HUMAN",1.10273306339691,0.112478492001759,0.255443109929738
"IGHG3_HUMAN",0.404512248391682,0.427408755905104,0.599613965661977
"IGHG4_HUMAN",-0.762457281180806,0.147944621943615,0.30769087774342
"IGKC_HUMAN",0.327102483010749,0.445807078344164,0.616470225140574
"IGLC1_HUMAN;IGLL5_HUMAN",-1.50332343423021,0.154566997334406,0.316905519674453
"IGLO5_HUMAN",0.00840616597107103,0.977838945382356,0.985356652815279
"IGS11_HUMAN",-0.147027686234922,0.63391070819465,0.777557586589026
"IKKB_HUMAN",NA,NA,NA
"ILF2_HUMAN",-1.19519631954367,0.00100619602799389,0.0169391716639338
"ILK_HUMAN",-0.967344604574285,0.0180463651663526,0.089692706632627
"ILKAP_HUMAN",-0.0943388156440505,0.807018436393945,0.895873460848693
"IMDH1_HUMAN",-1.57934318678268,0.00483295115390617,0.0444608711336686
"INP5K_HUMAN",0.0358644655808783,0.862009699764879,0.933097962071201
"IPO11_HUMAN",NA,NA,NA
"IPO4_HUMAN",NA,NA,NA
"IPO5_HUMAN",-0.406264935037749,0.060630780590638,0.181402660850806
"IPO5_HUMAN;RNBP6_HUMAN",-1.09104294773836,0.000217884981271101,0.00655440886282739
"IPP2_HUMAN",NA,NA,NA
"IQEC1_HUMAN",0.7311685262331,0.009449987047737,0.0639879196774812
"IQEC1_HUMAN;IQEC2_HUMAN",0.719086969954718,0.00366019739765447,0.0379116739055759
"IQEC2_HUMAN",0.38808846034636,0.061318117835406,0.182364256447277
"IQGA1_HUMAN",-0.537521296055442,0.238321722143601,0.419253964187833
"IQGA1_HUMAN;IQGA2_HUMAN",NA,NA,NA
"IR3IP_HUMAN",-0.135750598540323,0.737946651591887,0.854037277844264
"IRPL1_HUMAN",0.435538058525102,0.254870008740398,0.435462258881406
"ISCA1_HUMAN",NA,NA,NA
"ITAX_HUMAN",0.745221812387292,0.0221737979621921,0.101216217066225
"ITB2_HUMAN",-0.668699156718318,0.165214319149578,0.330357314414707
"ITB6_HUMAN",-0.0408724550384764,0.930418248969232,0.962819928767409
"ITCH_HUMAN",NA,NA,NA
"ITIH2_HUMAN",0.925786771203082,0.0541404235737731,0.169143687630007
"ITIH2_HUMAN;sp|CONTAMINANT_Q9TRI1",1.41954024926961,0.0160029634663153,0.0851172114802568
"ITIH3_HUMAN",-0.922362092773548,0.118632756279797,0.264509243953132
"ITIH4_HUMAN",0.933515088302693,0.0160690623867068,0.085221761501754
"ITIH5_HUMAN",NA,NA,NA
"ITM2B_HUMAN",0.296442824314305,0.571666207087166,0.729998253308942
"ITPI2_HUMAN",NA,NA,NA
"ITPK1_HUMAN",0.000763036297698772,0.996776351341279,0.997557514380692
"ITPR1_HUMAN",0.528988171488074,0.0744345641561227,0.203879375465156
"ITPR1_HUMAN;ITPR2_HUMAN",1.01761439207204,0.0479765236494746,0.15637108507422
"ITPR1_HUMAN;ITPR2_HUMAN;ITPR3_HUMAN",0.28132082370462,0.616920113739878,0.763709466702448
"ITPR1_HUMAN;ITPR3_HUMAN",0.477009858318073,0.308761299453365,0.488007738584776
"IVD_HUMAN",0.214546336067883,0.205429513809398,0.379620501349694
"JAK1_HUMAN",NA,NA,NA
"JAM2_HUMAN",0.66101805378177,0.138373869748776,0.294270335957405
"JIP3_HUMAN",0.176615823515501,0.510693371792979,0.675499561500867
"JIP3_HUMAN;JIP4_HUMAN",-0.23155442699058,0.431127654969202,0.602285595136091
"JIP4_HUMAN",-0.552963638174892,0.00928975745974529,0.0633706503294892
"JMJD4_HUMAN",-0.748370663529853,0.0423046448886182,0.146746736050311
"JUPI2_HUMAN",NA,NA,NA
"K154L_HUMAN",0.551616176351142,0.13138910270116,0.283979980514286
"KAD1_HUMAN",-0.417719307561126,0.0721939359911707,0.200417356344627
"KAD1_HUMAN;KAD5_HUMAN",-0.370355191431989,0.488890750500469,0.65292178105412
"KAD2_HUMAN",-0.592867882126269,0.0485293763534139,0.157892563135664
"KAD6_HUMAN",NA,NA,NA
"KALRN_HUMAN",0.125212619323453,0.540109936470265,0.701913408939756
"KALRN_HUMAN;TRIO_HUMAN",NA,NA,NA
"KAP1_HUMAN",-0.422744808677268,0.0914799481168792,0.228646045427808
"KAPCA_HUMAN",0.817469315423946,0.0462179427140391,0.153641168261344
"KAPCA_HUMAN;KAPCB_HUMAN",-0.212097675145095,0.593559423161883,0.746526073682012
"KAPCA_HUMAN;KAPCB_HUMAN;KAPCG_HUMAN",0.481928734175941,0.0651987582444527,0.18915774288969
"KAT1_HUMAN",-0.416842381002589,0.056818965563386,0.172906802336341
"KATL2_HUMAN",-0.264817167455409,0.189770207897992,0.36011202843104
"KAZRN_HUMAN",-0.0044427452926735,0.989803982624669,0.995773195239182
"KBP_HUMAN",0.326284917764834,0.2010527030203,0.374549959433757
"KBRS1_HUMAN",0.461473959853097,0.0599640169905904,0.180088332533115
"KC1D_HUMAN",0.510820441669574,0.151554159960388,0.313884744387486
"KCAB2_HUMAN",0.0340975684310273,0.930085282404671,0.962819928767409
"KCC1G_HUMAN",-0.58878173781304,0.370776853008606,0.548247804408374
"KCC2A_HUMAN",1.08391268532945,0.0682607142811995,0.193598780071099
"KCC2A_HUMAN;KCC2B_HUMAN;KCC2D_HUMAN",1.02799526265948,0.278103509767864,0.459333879769604
"KCC2A_HUMAN;KCC2B_HUMAN;KCC2D_HUMAN;KCC2G_HUMAN",-1.51918570449431,0.0542956492477123,0.169155375839647
"KCC2D_HUMAN",-1.0584078724053,0.00369819598315972,0.0379116739055759
"KCC2G_HUMAN",0.521433138526489,0.287010609808967,0.467594842953667
"KCD16_HUMAN",0.496327669938872,0.0701863378249479,0.196104194663608
"KCIP4_HUMAN",0.184297069129581,0.657987576549171,0.795393414339742
"KCJ10_HUMAN",-0.00379458821144414,0.992568104002828,0.996914324491072
"KCJ13_HUMAN",NA,NA,NA
"KCMA1_HUMAN",0.657396873950666,0.0236698618920394,0.10636113650083
"KCMB4_HUMAN",0.827664630586272,0.121515461935823,0.26847697776141
"KCNA1_HUMAN;KCNA2_HUMAN",0.0611960831990484,0.801853662304897,0.893323131901042
"KCNA2_HUMAN",0.948420804455308,0.0110796390000414,0.0697528699585498
"KCTD4_HUMAN",0.0710229598733345,0.863125289585806,0.933097962071201
"KCTD8_HUMAN",0.389684251324465,0.150923085823731,0.312930918063894
"KDM1A_HUMAN",NA,NA,NA
"KDSR_HUMAN",-0.333037142433479,0.271924293572869,0.452385384139814
"KGUA_HUMAN",0.107740908815557,0.708774016594786,0.834252931655825
"KI13A_HUMAN",NA,NA,NA
"KI13A_HUMAN;KI13B_HUMAN",NA,NA,NA
"KI21A_HUMAN",0.107433861198133,0.649815080544549,0.790199253014743
"KI21A_HUMAN;KI21B_HUMAN",0.429767832981245,0.0344167897184946,0.129944931497949
"KIF1A_HUMAN",0.167342554404497,0.570383188116954,0.729783818276091
"KIF1A_HUMAN;KIF1B_HUMAN",0.196027919945878,0.285611436288715,0.467105858092057
"KIF3A_HUMAN",0.335782860134429,0.0760641845594936,0.206171017232896
"KIF3A_HUMAN;KIF4A_HUMAN",NA,NA,NA
"KIF5A_HUMAN",0.795894536182449,0.00105249873721581,0.0173994160611803
"KIF5A_HUMAN;KIF5C_HUMAN",0.0912473278263074,0.814383763780884,0.900237473818025
"KIF5A_HUMAN;KIF5C_HUMAN;KINH_HUMAN",-0.0449910243252259,0.810599645818499,0.898218810432938
"KIF5C_HUMAN",0.251202721361004,0.326411792274315,0.507597999002855
"KIF5C_HUMAN;KINH_HUMAN",-0.0760905361976487,0.76356985623291,0.870279929308937
"KIME_HUMAN",0.244332220085859,0.574018821868096,0.73034468137901
"KKCC1_HUMAN",0.515700861311103,0.0129062281594486,0.0757313972305372
"KLC1_HUMAN",0.0732607231273524,0.683233169257373,0.815170913905903
"KLC1_HUMAN;KLC2_HUMAN",0.125417789923318,0.668644453112665,0.803590301914665
"KLC2_HUMAN",0.44801728387309,0.11622669900572,0.261047726652994
"KPB1_HUMAN",-0.0460359936224649,0.931802475895065,0.962819928767409
"KPCD1_HUMAN",NA,NA,NA
"KPRB_HUMAN",-0.0156195989403676,0.95165787016022,0.97071350179054
"KPYM_HUMAN",-0.757978952193791,0.0260349812983217,0.110179449984806
"KPYM_HUMAN;KPYR_HUMAN",-0.675195040874625,0.0425246190845044,0.147231464188803
"KS6A1_HUMAN;KS6A2_HUMAN",0.221790296819287,0.182622277514054,0.353242065004834
"KS6A1_HUMAN;KS6A2_HUMAN;KS6A3_HUMAN",0.0552364108348544,0.822052211712983,0.906755253498404
"KS6A2_HUMAN",0.395075322001814,0.0254809255482594,0.109502338128937
"KS6A3_HUMAN",0.163845284307348,0.73793415196326,0.854037277844264
"KTHY_HUMAN",-0.812621938531361,0.0800129263470165,0.213406569544732
"KTNB1_HUMAN",1.60933353349264,0.0692732917362541,0.194665375706013
"KVD33_HUMAN",0.336673833913283,0.636878944226103,0.780237423304093
"L2GL1_HUMAN",0.378635801667793,0.0946896637203628,0.234171877259927
"LAMA4_HUMAN",0.397515350870804,0.613423277000942,0.761591145667611
"LAMB1_HUMAN",-0.637691006749821,0.422477261489526,0.597569114748779
"LAMP5_HUMAN",NA,NA,NA
"LARP4_HUMAN",NA,NA,NA
"LC7L2_HUMAN",-0.555889139018668,0.274245800668841,0.45500998573899
"LC7L3_HUMAN",-1.09548131866577,0.0303744161413166,0.119451608807283
"LDHB_HUMAN",-1.70819849508003,8.22081736484899e-06,0.000818420557089266
